	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filter
980	RT @Wondercri1982: ?GUARDATE I DATI ISTAT INGLESI SUI MORTI PER COVID19 CON 4 DOSE DI VACCINO. PENSO CHE CI SIA POCO DA AGGIUNGERE. EPPURE RIPARTONO CON NUOVE VACCINAZIONI, ACCANENDOSI SU ANZIANI E FRAGILI. Decessi per COVID-19 in base allo stato vaccinale, Inghilterra 2023 https://t.co/28NN9rts08	1.0	1.0	2023-09-01 2:28	  guardate i dati istat inglesi sui moi per covid  con  dose di vaccino penso che ci sia poco da aggiungere eppure ripaono con nuove vaccinazioni accanendosi su anziani e fragili decessi per covid  in base allo stato vaccinale inghilterra  	covid19	  guardate i dati istat inglesi sui moi per covid  con  dose di vaccino penso che ci sia poco da aggiungere eppure ripaono con nuove vaccinazioni accanendosi su anziani e fragili decessi per covid  in base allo stato vaccinale inghilterra  	guardate dati istat inglesi moi covid dose vaccino penso poco aggiungere eppure ripaono nuove vaccinazioni accanendosi anziani fragili decessi covid base stato vaccinale inghilterra
1000	Tutto ciò che dicono (o scrivono) sul #COVID19 o sui #vaccinl mi lascia ormai completamente indifferente. Tridosata, con conseguenze dopo la terza dose,  preso il Covid, ho una sola certezza : non farò più alcuna dose di vaccino. #mRNA	1.0	0.0	2023-09-05 12:07	tutto ciò che dicono o scrivono sul covid  o sui vaccinl mi lascia ormai completamente indifferente tridosata con conseguenze dopo la terza dose  preso il covid  ho una sola ceezza  non farò più alcuna dose di vaccino mrna	covid19	tutto ciò che dicono o scrivono sul covid  o sui vaccinl mi lascia ormai completamente indifferente tridosata con conseguenze dopo la terza dose  preso il covid  ho una sola ceezza  non farò più alcuna dose di vaccino mrna	ciò dicono scrivono covid vaccinl lascia ormai completamente indifferente tridosata conseguenze dopo terza dose preso covid sola ceezza alcuna dose vaccino mrna
1003	Vaccino Covid mRNA, nuovo studio conferma che sia dannoso https://t.co/JOv326gcbq #COVID19 #vaccino	1.0	1.0	2023-09-01 7:31	vaccino covid mrna nuovo studio conferma che sia dannoso  covid  vaccino	covid19	vaccino covid mrna nuovo studio conferma che sia dannoso  covid  vaccino	vaccino covid mrna nuovo studio conferma dannoso covid vaccino
1004	Vaccino Covid19 e nuovo anno scolastico: la scuola dimenticata https://t.co/f2tDW3v6Xo@madforfree mi si può?	1.0	0.0	2023-09-05 13:16	vaccino covid  e nuovo anno scolastico la scuola dimenticata  mi si può	covid19	vaccino covid  e nuovo anno scolastico la scuola dimenticata  mi si può	vaccino covid nuovo anno scolastico scuola dimenticata può
1005	Variante #Pirola o pirla? Direi decisamente la seconda...Smettete di avere paura e di fare gli interessi delle case farmaceutiche. Qui ci si salva da soli, nessun @Dio correrà in aiuto di un popolo di #pirla!#COVID19 #CovidIsNotOver https://t.co/BE6Oq90IyO	1.0		2023-09-05 16:10	variante pirola o pirla direi decisamente la secondasmettete di avere paura e di fare gli interessi delle case farmaceutiche qui ci si salva da soli nessun  correrà in aiuto di un popolo di pirlacovid  covid snotover 	covid19	variante pirola o pirla direi decisamente la secondasmettete di avere paura e di fare gli interessi delle case farmaceutiche qui ci si salva da soli nessun  correrà in aiuto di un popolo di pirlacovid  covid snotover 	variante pirola pirla direi decisamente secondasmettete avere paura fare interessi case farmaceutiche qui salva soli nessun correrà aiuto popolo pirlacovid covid snotover
1008	"WUHAN-GATES 77. ""OMICRON CREATA IN LABORATORIO"". Medici Giapponesi confermano Studi Montagnier-Perez. E Teorie di Scienziati Russi e Senatori USA#Omicron #kraken #SARSCoV2 #COVID19 #vaccineSideEffects #vaccino @JCPEREZCODEX #mRNA #vaccinedeaths #Wuhan https://t.co/yqyKBG57a8"	1.0	1.0	2023-09-05 21:35	wuhangates  omicron creata in laboratorio medici giapponesi confermano studi montagnierperez e teorie di scienziati russi e senatori usaomicron kraken sarscov covid  vaccine ideeffects vaccino  mrna vaccine eaths wuhan 	covid19	wuhangates  omicron creata in laboratorio medici giapponesi confermano studi montagnierperez e teorie di scienziati russi e senatori usaomicron kraken sarscov covid  vaccine ideeffects vaccino  mrna vaccine eaths wuhan 	wuhangates omicron creata laboratorio medici giapponesi confermano studi montagnierperez teorie scienziati russi senatori usaomicron kraken sarscov covid vaccine ideeffects vaccino mrna vaccine eaths wuhan
1009	?? Aumentano i casi di #COVID19 in Italia, circolare ministero Salute: obbligatorio il tampone per i sintomatici in caso di accesso in ospedaleNell'ultima settimana si registrano 21.309 casi, +44% rispetto ai 14.863 della scorsa settimana@Emergenza24 https://t.co/zm1kDQI5CG	1.0	0.0	2023-09-08 14:12	 aumentano i casi di covid  in italia circolare ministero salute obbligatorio il tampone per i sintomatici in caso di accesso in ospedalenellultima settimana si registrano  casi  rispetto ai 8 della scorsa settimana 	covid19	 aumentano i casi di covid  in italia circolare ministero salute obbligatorio il tampone per i sintomatici in caso di accesso in ospedalenellultima settimana si registrano  casi  rispetto ai 8 della scorsa settimana 	aumentano casi covid italia circolare ministero salute obbligatorio tampone sintomatici caso accesso ospedalenellultima settimana registrano casi rispetto 8 scorsa settimana
1010	?? Scopri perché i casi di #Covid19 stanno aumentando nonostante la vaccinazione e l'immunità acquisita ?? https://t.co/TNcE9Fojrb	1.0	0.0	2023-09-02 13:21	 scopri perché i casi di covid  stanno aumentando nonostante la vaccinazione e limmunità acquisita  	covid19	 scopri perché i casi di covid  stanno aumentando nonostante la vaccinazione e limmunità acquisita  	scopri casi covid aumentando nonostante vaccinazione limmunità acquisita
1013	????SCHWAB, VACCINI SUBITO. GLOBALIZZAZIONE AMBIENTALE E DIGITALE, GOVERNANCE INTERNAZIONALE PER COMBATTERE CAMBIAMENTI CLIMATICI E COVID19.??In che salsa deve ancora spiegare che l'agenda globale è da lui gestita e che tutti i temi di quest'ultima sono progetti finalizzati al https://t.co/Eco4TJlefM	1.0	0.0	2023-09-07 23:59	schwab vaccini subito globalizzazione ambientale e digitale governance internazionale per combattere cambiamenti climatici e covid in che salsa deve ancora spiegare che lagenda globale è da lui gestita e che tutti i temi di questultima sono progetti finalizzati al 	covid19	schwab vaccini subito globalizzazione ambientale e digitale governance internazionale per combattere cambiamenti climatici e covid in che salsa deve ancora spiegare che lagenda globale è da lui gestita e che tutti i temi di questultima sono progetti finalizzati al 	schwab vaccini subito globalizzazione ambientale digitale governance internazionale combattere cambiamenti climatici covid salsa deve ancora spiegare lagenda globale gestita temi questultima progetti finalizzati
0	- La taiwanese #Medigen, produttrice dell'unico vaccino COVID-19 autoctono di #Taiwan, ha annunciato l'adesione a un'iniziativa dell'Organizzazione Mondiale della Sanità (#OMS), per condividere la tecnologia del proprio vaccino con altri produttori internazionali. #WHO #COVID19	1.0	0.0	2023-08-30 13:17	 la taiwanese medigen produttrice dellunico vaccino covid  autoctono di taiwan ha annunciato ladesione a uniniziativa dellorganizzazione mondiale della sanità oms per condividere la tecnologia del proprio vaccino con altri produttori internazionali who covid 	covid-19	 la taiwanese medigen produttrice dellunico vaccino covid  autoctono di taiwan ha annunciato ladesione a uniniziativa dellorganizzazione mondiale della sanità oms per condividere la tecnologia del proprio vaccino con altri produttori internazionali who covid 	taiwanese medigen produttrice dellunico vaccino covid autoctono taiwan annunciato ladesione uniniziativa dellorganizzazione mondiale sanità oms condividere tecnologia proprio vaccino altri produttori internazionali who covid
2	"""Antivirus"" spray nasale! Già in onda in televisione ci sono spot pubblicitari, nelle farmacie si sta promuovendo un nuovo ""rimedio miracoloso"" contro i virus. #VIRX non è nient'altro che un vaccino nasale contro il Covid-19 https://t.co/JTrMiuLZIz"	1.0	0.0	2023-09-10 15:18	antivirus spray nasale già in onda in televisione ci sono spot pubblicitari nelle farmacie si sta promuovendo un nuovo rimedio miracoloso contro i virus virx non è nientaltro che un vaccino nasale contro il covid  	covid-19	antivirus spray nasale già in onda in televisione ci sono spot pubblicitari nelle farmacie si sta promuovendo un nuovo rimedio miracoloso contro i virus virx non è nientaltro che un vaccino nasale contro il covid  	antivirus spray nasale già onda televisione spot pubblicitari farmacie promuovendo nuovo rimedio miracoloso virus virx nientaltro vaccino nasale covid
16	#Medicina #biologia #COVID19  Il Nobel per la medicina Katalin Karikó racconta come si è arrivati al vaccino contro COVID-19 https://t.co/nWWsvKGJj4	1.0	0.0	2023-10-03 14:19	medicina biologia covid   il nobel per la medicina katalin karikó racconta come si è arrivati al vaccino contro covid  	covid-19	medicina biologia covid   il nobel per la medicina katalin karikó racconta come si è arrivati al vaccino contro covid  	medicina biologia covid nobel medicina katalin karikó racconta arrivati vaccino covid
35	"***Il #PremioNobel per la Medicina è stato assegnato a #KatalinKarikó e #DrewWeissman ""per le loro scoperte che hanno reso possibile lo sviluppo di efficaci vaccini a base di mRNA contro il COVID-19"". #2ottobre https://t.co/QnmHKKYaea"	1.0	0.0	2023-10-02 10:03	il premionobel per la medicina è stato assegnato a katalinkarikó e drewweissman per le loro scopee che hanno reso possibile lo sviluppo di efficaci vaccini a base di mrna contro il covid  ottobre 	covid-19	il premionobel per la medicina è stato assegnato a katalinkarikó e drewweissman per le loro scopee che hanno reso possibile lo sviluppo di efficaci vaccini a base di mrna contro il covid  ottobre 	premionobel medicina stato assegnato katalinkarikó drewweissman scopee reso possibile sviluppo efficaci vaccini base mrna covid ottobre
38	... non c'è vaccino contro il covid-19..	1.0	0.0	2023-10-02 21:10	 non cè vaccino contro il covid 	covid-19	 non cè vaccino contro il covid 	cè vaccino covid
39	@a_meluzzi Studi hanno evidenziato che la stragrande maggiornza di queste persone non  erano vaccinati e avevano preso il Covid-19. Sciacallo.	1.0	0.0	2023-10-12 23:16	 studi hanno evidenziato che la stragrande maggiornza di queste persone non  erano vaccinati e avevano preso il covid  sciacallo	covid-19	 studi hanno evidenziato che la stragrande maggiornza di queste persone non  erano vaccinati e avevano preso il covid  sciacallo	studi evidenziato stragrande maggiornza persone vaccinati preso covid sciacallo
47	@AlfredCalogiuri Vaccino mRNA Comirnaty di Pfizer? NO, grazie.https://t.co/sLK9Xf8LjI	1.0	0.0	2023-09-04 15:59	 vaccino mrna comirnaty di pfizer no grazie	covid-19	 vaccino mrna comirnaty di pfizer no grazie	vaccino mrna comirnaty pfizer no grazie
60	"@borghi_claudio @aliko_1982 ""Prove provenienti da più sistemi di monitoraggio negli Stati Uniti e in tutto il mondo supportano un'associazione causale tra i vaccini mRNA COVID-19 (cioè Moderna o Pfizer-BioNTech) e la miocardite e la pericardite"".https://t.co/cCQdueZXG6"	1.0	1.0	2023-09-07 20:41	  prove provenienti da più sistemi di monitoraggio negli stati uniti e in tutto il mondo suppoano unassociazione causale tra i vaccini mrna covid  cioè moderna o pfizerbiontech e la miocardite e la pericardite	covid-19	  prove provenienti da più sistemi di monitoraggio negli stati uniti e in tutto il mondo suppoano unassociazione causale tra i vaccini mrna covid  cioè moderna o pfizerbiontech e la miocardite e la pericardite	prove provenienti sistemi monitoraggio stati uniti mondo suppoano unassociazione causale vaccini mrna covid cioè moderna pfizerbiontech miocardite pericardite
66	"@danielebanfi83 Una volta, forse  adesso le cose sono un tantinello cambiate .E il vostro ""vaccino"" pare essere una porcata immane ! https://t.co/EaU6M1oI09 https://t.co/rTGDD6dNAQ"	1.0	1.0	2023-09-30 22:31	 una volta forse  adesso le cose sono un tantinello cambiate e il vostro vaccino pare essere una porcata immane   	covid-19	 una volta forse  adesso le cose sono un tantinello cambiate e il vostro vaccino pare essere una porcata immane   	volta forse adesso cose tantinello cambiate vaccino pare essere porcata immane
73	@DomeniMancini @filippo28155236 @AncheNo123 @YanezPeter @LorenzoAppleton @matt7gh Non hai capitoNon è stato ritirato il farmacoE' stata revocata l'autorizzazione per uso in emergenza (EUA)Rinnovata di volta in voltaOra neanche il bivalente è autorizzatoSolo il nuovo monovalente è autorizzato per uso in emergenza (EUA)Non approvatohttps://t.co/Ffkb9n43aW https://t.co/CECZ5NYhQr	1.0	0.0	2023-09-21 21:31	      non hai capitonon è stato ritirato il farmacoe stata revocata lautorizzazione per uso in emergenza euarinnovata di volta in voltaora neanche il bivalente è autorizzatosolo il nuovo monovalente è autorizzato per uso in emergenza euanon approvato 	covid-19	      non hai capitonon è stato ritirato il farmacoe stata revocata lautorizzazione per uso in emergenza euarinnovata di volta in voltaora neanche il bivalente è autorizzatosolo il nuovo monovalente è autorizzato per uso in emergenza euanon approvato 	capitonon stato ritirato farmacoe stata revocata lautorizzazione uso emergenza euarinnovata volta voltaora neanche bivalente autorizzatosolo nuovo monovalente autorizzato uso emergenza euanon approvato
74	@FantuzziF @FmMosca L'elenco degli effetti avversi è lunga...https://t.co/IJZi3gikOA	1.0	1.0	2023-10-15 14:20	  lelenco degli effetti avversi è lunga	covid-19	  lelenco degli effetti avversi è lunga	lelenco effetti avversi lunga
75	"@fdragoni ""Prove provenienti da più sistemi di monitoraggio negli Stati Uniti e in tutto il mondo supportano un'associazione causale tra i vaccini mRNA COVID-19 (cioè Moderna o Pfizer-BioNTech) e la miocardite e la pericardite"".https://t.co/cCQdueZpQy"	1.0	1.0	2023-09-07 21:33	 prove provenienti da più sistemi di monitoraggio negli stati uniti e in tutto il mondo suppoano unassociazione causale tra i vaccini mrna covid  cioè moderna o pfizerbiontech e la miocardite e la pericardite	covid-19	 prove provenienti da più sistemi di monitoraggio negli stati uniti e in tutto il mondo suppoano unassociazione causale tra i vaccini mrna covid  cioè moderna o pfizerbiontech e la miocardite e la pericardite	prove provenienti sistemi monitoraggio stati uniti mondo suppoano unassociazione causale vaccini mrna covid cioè moderna pfizerbiontech miocardite pericardite
76	"@FmMosca ""Prove provenienti da più sistemi di monitoraggio negli Stati Uniti e in tutto il mondo supportano un'associazione causale tra i vaccini mRNA COVID-19 (cioè Moderna o Pfizer-BioNTech) e la miocardite e la pericardite"".https://t.co/cCQdueZpQy"	1.0	1.0	2023-09-07 20:42	 prove provenienti da più sistemi di monitoraggio negli stati uniti e in tutto il mondo suppoano unassociazione causale tra i vaccini mrna covid  cioè moderna o pfizerbiontech e la miocardite e la pericardite	covid-19	 prove provenienti da più sistemi di monitoraggio negli stati uniti e in tutto il mondo suppoano unassociazione causale tra i vaccini mrna covid  cioè moderna o pfizerbiontech e la miocardite e la pericardite	prove provenienti sistemi monitoraggio stati uniti mondo suppoano unassociazione causale vaccini mrna covid cioè moderna pfizerbiontech miocardite pericardite
77	@giusto_roberto @il_latinista @repubblica Mi scusi ma secondo lei il vaccino Covid-19 protegge dall'infezione oppure no?	1.0	0.0	2023-09-21 12:45	   mi scusi ma secondo lei il vaccino covid  protegge dallinfezione oppure no	covid-19	   mi scusi ma secondo lei il vaccino covid  protegge dallinfezione oppure no	scusi secondo vaccino covid protegge dallinfezione oppure no
85	@iluminatibot Rischio pari a zero per Lui che non ha sicuramente ricevuto nemmeno una dose di vaccino mRNA Covid-19.https://t.co/IR3wfc4HO0	1.0	1.0	2023-09-18 14:28	 rischio pari a zero per lui che non ha sicuramente ricevuto nemmeno una dose di vaccino mrna covid 	covid-19	 rischio pari a zero per lui che non ha sicuramente ricevuto nemmeno una dose di vaccino mrna covid 	rischio pari zero sicuramente ricevuto nemmeno dose vaccino mrna covid
98	@italexit con piacere. Non serve andare troppo indietro. Qui ci sono quelli di Moderna. Li trova, per comodità, a pag. 50 https://t.co/kbvPZKZLX8	1.0	0.0	2023-09-29 12:56	 con piacere non serve andare troppo indietro qui ci sono quelli di moderna li trova per comodità a pag  	covid-19	 con piacere non serve andare troppo indietro qui ci sono quelli di moderna li trova per comodità a pag  	piacere serve andare troppo indietro qui moderna trova comodità pag
100	@itsmeback_ @RoyDeVita Parentesi per i Vaccini COVID-19 è stata fatta la stessa procedura di sicurezza per l'uomo. Mi sembra di No.	1.0	1.0	2023-09-21 13:35	  parentesi per i vaccini covid  è stata fatta la stessa procedura di sicurezza per luomo mi sembra di no	covid-19	  parentesi per i vaccini covid  è stata fatta la stessa procedura di sicurezza per luomo mi sembra di no	parentesi vaccini covid stata fatta stessa procedura sicurezza luomo sembra no
113	@matt7gh Quante altre persone là fuori hanno sintomi che sono effettivamente reazioni avverse al vaccino piuttosto che  al Covid-19?https://t.co/iJOH6J6xNZ	1.0	1.0	2023-09-26 20:44	 quante altre persone là fuori hanno sintomi che sono effettivamente reazioni avverse al vaccino piuttosto che  al covid 	covid-19	 quante altre persone là fuori hanno sintomi che sono effettivamente reazioni avverse al vaccino piuttosto che  al covid 	altre persone là fuori sintomi effettivamente reazioni avverse vaccino piuttosto covid
119	@matt7gh Vabbè, ma questo mente spudoratamente, sempreNega sfacciatamente anche di fronte alle evidenzeNon fa testoAncora sostiene che sta roba protegge dal contagio e dalla malattiaQuando già ad Agosto 2021 si era visto in Israele che non era verohttps://t.co/trGDpwkxJc https://t.co/CbH3PBD6oO	1.0	0.0	2023-09-20 17:47	 vabbè ma questo mente spudoratamente semprenega sfacciatamente anche di fronte alle evidenzenon fa testoancora sostiene che sta roba protegge dal contagio e dalla malattiaquando già ad agosto  si era visto in israele che non era vero 	covid-19	 vabbè ma questo mente spudoratamente semprenega sfacciatamente anche di fronte alle evidenzenon fa testoancora sostiene che sta roba protegge dal contagio e dalla malattiaquando già ad agosto  si era visto in israele che non era vero 	vabbè mente spudoratamente semprenega sfacciatamente fronte evidenzenon fa testoancora sostiene roba protegge contagio malattiaquando già agosto visto israele vero
173	++ Nobel Medicina a Karikò e Weissman per vaccini a mRna ++: La scoperta ha aperto la via ai vaccini anti Covid-19 https://t.co/TaxqnDnDC3	1.0	0.0	2023-10-02 10:02	 nobel medicina a karikò e weissman per vaccini a mrna  la scopea ha apeo la via ai vaccini anti covid  	covid-19	 nobel medicina a karikò e weissman per vaccini a mrna  la scopea ha apeo la via ai vaccini anti covid  	nobel medicina karikò weissman vaccini mrna scopea apeo via vaccini anti covid
189	A proposito della vaccinazione dei fragili.https://t.co/3tWwWG20ga	1.0	0.0	2023-09-30 10:21	a proposito della vaccinazione dei fragili	covid-19	a proposito della vaccinazione dei fragili	proposito vaccinazione fragili
194	ad esin USA l'associazione degli ostetrici e ginecologiaveva accettato 11,8 milioni di $ dal governoper promuovere i vaxx alle donne incinte(e questo è solo dei cento esempi di finanziamentiper far vaccinare...)	1.0	0.0	2023-09-09 21:15	ad esin usa lassociazione degli ostetrici e ginecologiaveva accettato 8 milioni di  dal governoper promuovere i vax  alle donne incintee questo è solo dei cento esempi di finanziamentiper far vaccinare	covid-19	ad esin usa lassociazione degli ostetrici e ginecologiaveva accettato 8 milioni di  dal governoper promuovere i vax  alle donne incintee questo è solo dei cento esempi di finanziamentiper far vaccinare	esin usa lassociazione ostetrici ginecologiaveva accettato 8 milioni governoper promuovere vax donne incintee solo cento esempi finanziamentiper far vaccinare
196	ALLORA È UN VACCINO SPERIMENTALE!I dati positivi sul vaccino contro il Covid-19 di BioNTech e Pfizer rappresentano un successo per la coppia Sahin. il suo VACCINO SPERIMENTALE è stato efficace per oltre il 90% nel prevenire il COVID-19.https://t.co/tSnRBrVQDG	1.0	0.0	2023-10-02 21:08	allora è un vaccino sperimentalei dati positivi sul vaccino contro il covid  di biontech e pfizer rappresentano un successo per la coppia sahin il suo vaccino sperimentale è stato efficace per oltre il  nel prevenire il covid 	covid-19	allora è un vaccino sperimentalei dati positivi sul vaccino contro il covid  di biontech e pfizer rappresentano un successo per la coppia sahin il suo vaccino sperimentale è stato efficace per oltre il  nel prevenire il covid 	allora vaccino sperimentalei dati positivi vaccino covid biontech pfizer rappresentano successo coppia sahin vaccino sperimentale stato efficace oltre prevenire covid
199	"Assegnato il #nobel a Katalin Karikó e Drew Weissman, gli inventori dei vaccini contro il Covid perché ""Grazie a loro milioni di vite sono state salvate e il Mondo è tornato a riaprirsi"".  Con i loro studi si aprono nuove speranze contro tumori e AIDS. La #scienza amica"	1.0	0.0	2023-10-02 13:09	assegnato il nobel a katalin karikó e drew weissman gli inventori dei vaccini contro il covid perché grazie a loro milioni di vite sono state salvate e il mondo è tornato a riaprirsi  con i loro studi si aprono nuove speranze contro tumori e aids la scienza amica	covid-19	assegnato il nobel a katalin karikó e drew weissman gli inventori dei vaccini contro il covid perché grazie a loro milioni di vite sono state salvate e il mondo è tornato a riaprirsi  con i loro studi si aprono nuove speranze contro tumori e aids la scienza amica	assegnato nobel katalin karikó drew weissman inventori vaccini covid grazie milioni vite state salvate mondo tornato riaprirsi studi aprono nuove speranze tumori aids scienza amica
201	assuefazione (mentale?) ai vaccini per regalare soldi a Big-Pharma	1.0	0.0	2023-09-07 20:21	assuefazione mentale ai vaccini per regalare soldi a bigpharma	covid-19	assuefazione mentale ai vaccini per regalare soldi a bigpharma	assuefazione mentale vaccini regalare soldi bigpharma
204	CANCRO TURBO - LA DIGA STA INIZIANDO A CROLLAREIl Dr.Seneff e il Dr.McCullough pubblicano il decimo caso di cancro dopo la vaccinazione con mRNA COVID-19 (cancro della pelle massiccio).	1.0	1.0	2023-09-22 19:59	cancro turbo  la diga sta iniziando a crollareil drseneff e il drmccullough pubblicano il decimo caso di cancro dopo la vaccinazione con mrna covid  cancro della pelle massiccio	covid-19	cancro turbo  la diga sta iniziando a crollareil drseneff e il drmccullough pubblicano il decimo caso di cancro dopo la vaccinazione con mrna covid  cancro della pelle massiccio	cancro turbo diga iniziando crollareil drseneff drmccullough pubblicano decimo caso cancro dopo vaccinazione mrna covid cancro pelle massiccio
208	"COM. N. 121  Circolare Ministero della Salute 30088-27/09/2023-DGPRE-DGPRE-P recante ""Indicazioni e raccomandazioni per la campagna di vaccinazione autunnale/invernale 2023/2024 anti COVID-19"" https://t.co/1WVsqGumXD https://t.co/V9rJYqBrXo"	1.0	0.0	2023-09-28 12:31	com n   circolare ministero della salute 88dgpredgprep recante indicazioni e raccomandazioni per la campagna di vaccinazione autunnaleinvernale  anti covid   	covid-19	com n   circolare ministero della salute 88dgpredgprep recante indicazioni e raccomandazioni per la campagna di vaccinazione autunnaleinvernale  anti covid   	com n circolare ministero salute 88dgpredgprep recante indicazioni raccomandazioni campagna vaccinazione autunnaleinvernale anti covid
213	Comunque oggi, 11 settembre, data ultima per l'ecatombe dei vaccinati, io tridosata sono ancora qui come mia madre 80enne, mia zia 88enne, vicino di casa 87enne, amici coetanei, persone che conosco e - rullo di tamburi! - CUGINI TRIDOSATI ANCORA IN VITA!!!#novax #complottisti	1.0	1.0	2023-09-11 10:11	comunque oggi  settembre data ultima per lecatombe dei vaccinati io tridosata sono ancora qui come mia madre 8enne mia zia 88enne vicino di casa 8enne amici coetanei persone che conosco e  rullo di tamburi  cugini tridosati ancora in vitanovax complottisti	covid-19	comunque oggi  settembre data ultima per lecatombe dei vaccinati io tridosata sono ancora qui come mia madre 8enne mia zia 88enne vicino di casa 8enne amici coetanei persone che conosco e  rullo di tamburi  cugini tridosati ancora in vitanovax complottisti	comunque oggi settembre data ultima lecatombe vaccinati tridosata ancora qui madre 8enne zia 88enne vicino casa 8enne amici coetanei persone conosco rullo tamburi cugini tridosati ancora vitanovax complottisti
216	Congratulazioni a Katalin Karikò e a Drew Weissman per l'assegnazione del @NobelPrize per la Medicina 2023 sugli studi sui vaccini #Covid-19Onorati di aver ospitato Katalin nel 2021Sfoglia la news https://t.co/5yOExC8KCPGuarda il nostro video https://t.co/HRcmQHzYwK https://t.co/OiPmH7Upwu	1.0	0.0	2023-10-02 16:48	congratulazioni a katalin karikò e a drew weissman per lassegnazione del  per la medicina  sugli studi sui vaccini covid onorati di aver ospitato katalin nel sfoglia la news  il nostro video  	covid-19	congratulazioni a katalin karikò e a drew weissman per lassegnazione del  per la medicina  sugli studi sui vaccini covid onorati di aver ospitato katalin nel sfoglia la news  il nostro video  	congratulazioni katalin karikò drew weissman lassegnazione medicina studi vaccini covid onorati aver ospitato katalin sfoglia news video
217	Considerando il #NobelPrize a coloro che hanno permesso lo sviluppo dei vaccini anti COVID19, qual è stata la cosa più #novax che avete sentito in questi anni?	1.0	0.0	2023-10-02 10:46	considerando il nobelprize a coloro che hanno permesso lo sviluppo dei vaccini anti covid  qual è stata la cosa più novax che avete sentito in questi anni	covid-19	considerando il nobelprize a coloro che hanno permesso lo sviluppo dei vaccini anti covid  qual è stata la cosa più novax che avete sentito in questi anni	considerando nobelprize coloro permesso sviluppo vaccini anti covid qual stata cosa novax sentito anni
230	Ecco perché lo #shedding non finisce mai! I vaccinati sono OGM a vita!!!	1.0	1.0	2023-10-14 20:48	ecco perché lo shedding non finisce mai i vaccinati sono ogm a vita	covid-19	ecco perché lo shedding non finisce mai i vaccinati sono ogm a vita	ecco shedding finisce mai vaccinati ogm vita
231	Ed ecco che, dovendo e volendo UCCIDERE con il #Liquame , riparte il circo di cazzate per far entrare le pecore impaurite nel macello travestito da recinto.#Assassini	1.0	1.0	2023-09-02 6:42	ed ecco che dovendo e volendo uccidere con il liquame  ripae il circo di cazzate per far entrare le pecore impaurite nel macello travestito da recintoassassini	covid-19	ed ecco che dovendo e volendo uccidere con il liquame  ripae il circo di cazzate per far entrare le pecore impaurite nel macello travestito da recintoassassini	ecco dovendo volendo uccidere liquame ripae circo cazzate far entrare pecore impaurite macello travestito recintoassassini
233	"Eh già, cornuti e mazziati La Nuova Zelanda si prepara alle elezioni: il PM f.f. Chris Hipkins ""le vaccinazioni contro il #COVID19  non sono mai state obbligatorie,  gli individui in definitiva hanno fatto le proprie scelte""#vaccini"	1.0	0.0	2023-09-06 17:10	eh già cornuti e mazziati la nuova zelanda si prepara alle elezioni il pm ff chris hipkins le vaccinazioni contro il covid   non sono mai state obbligatorie  gli individui in definitiva hanno fatto le proprie sceltevaccini	covid-19	eh già cornuti e mazziati la nuova zelanda si prepara alle elezioni il pm ff chris hipkins le vaccinazioni contro il covid   non sono mai state obbligatorie  gli individui in definitiva hanno fatto le proprie sceltevaccini	eh già cornuti mazziati nuova zelanda prepara elezioni pm ff chris hipkins vaccinazioni covid mai state obbligatorie individui definitiva fatto proprie sceltevaccini
237	Esclusivo! 100MILA CASI DI ICTUS ISCHEMICO DOPO I VACCINI COVID-19. Nuovo Inquietante Studio di Medici USA #COVID19 #CovidVaccines #VaccineInjuries #mrna #SARSCoV2 #ictus #ischemia #vaccineSideEffects #Vaccinated #vaccino #Pfizer #Moderna #USA #Italia https://t.co/gv5eNcxVjw	1.0	1.0	2023-09-14 9:36	esclusivo mila casi di ictus ischemico dopo i vaccini covid  nuovo inquietante studio di medici usa covid  covid accines vaccine njuries mrna sarscov ictus ischemia vaccine ideeffects vaccinated vaccino pfizer moderna usa italia 	covid-19	esclusivo mila casi di ictus ischemico dopo i vaccini covid  nuovo inquietante studio di medici usa covid  covid accines vaccine njuries mrna sarscov ictus ischemia vaccine ideeffects vaccinated vaccino pfizer moderna usa italia 	esclusivo mila casi ictus ischemico dopo vaccini covid nuovo inquietante studio medici usa covid covid accines vaccine njuries mrna sarscov ictus ischemia vaccine ideeffects vaccinated vaccino pfizer moderna usa italia
244	"Giudice di Pace di Santa Maria Capua Vetere: ""i vaccini Covid-19 non potevano essere imposti ai cittadini"" https://t.co/aZRO12z45W via @Arezzo Informa"	1.0	0.0	2023-09-07 12:23	giudice di pace di santa maria capua vetere i vaccini covid  non potevano essere imposti ai cittadini  via  informa	covid-19	giudice di pace di santa maria capua vetere i vaccini covid  non potevano essere imposti ai cittadini  via  informa	giudice pace santa maria capua vetere vaccini covid potevano essere imposti cittadini via informa
