,Annotator1,Annotator2,Annotator3,label,text clean,index
28,3,3,3,2,"uomo del nj in ospedale con covid dopo essere stato completamente vaccinato.  ma almeno ha il suo passaporto, giusto? #earlytreatment is the key! link",B35
30,3,3,3,2,"deve diventare famoso il dott. scoglio! laureato in legge, ma dedica la vita alle alghe. ha deciso di essere il candidato al nobel 2018, anche se nessun candidato al quel nobel sarà noto prima del 2068.  e vi parla della pericolosità dei vaccini.",B42
33,3,3,3,2,"user consiglio di seguire lui 👇 l'inventore del mrna messaggero e molto critico sulle scelte vaccinali e politiche che non considerano gli studi e la famosa ""scienza"" link",B319
35,3,3,3,2,quando pensate che user_italia siano liberali invece scopri che vogliono l' obbligo per i vaccini sperimentali chissà se user si farà un bel astrazeneca?,B357
42,3,3,3,2,"user siamo sempre guariti dalle polmoniti, le cure esistono.. è di vaccino che si muore, e non ci sono storie, e non sanno nemmeno riconoscerlo tanto più che essendo sperimentale dovrebbero verificare le cause dei decessi anziché catalogarli come “malore improvviso “... vergogna..",B274
50,3,3,3,2,"user vaccinati in quanto codardi, ma non possono dirlo per non perdere la quasi totalità dei loro elettori.🤡",B236
51,3,3,3,2,"per la nazionale di calcio, suonano la trombetta e si imbestialiscono se non vince. per la loro vita e quella dei loro figli massacrata da vaccini sperimentali e mascherine, no. la punizione è più che meritata.",B508
55,3,3,3,2,persino la dottoressa bolgan trova che l'unico modo per uscirne sia la disobbedienza civile. i vaccini sono l'opposto di quello che vogliono farci credere. link,B403
62,3,3,3,2,user user ma se hanno detto (gliscienziati) che i vaccinati infettano ugualmente.... che si vaccinano a fare?,B449
63,3,3,3,2,quarta dose obbligatoria? non scherziamo.,B407
66,3,3,3,2,"user user_andme qualcuno vorrebbe escludere i cittadini non vaccinati dal #ssn. va bene, pero' non saremo piu' tenuti a versare tasse e contribuzioni e ci rivolgeremo al privato. alla fin dei conti gia' succede: per una visita col ssn mesi di attesa...privatamente domattina alle ore 8.00 !!!",B39
76,3,3,3,2,"secondo i dati ufficiali, negli ultimi tre mesi sono morte più persone a causa dei vaccini che nell'ultimo decennio alvaro colombres garmendia | thebl 03/31/21, 13:54 link",B517
81,3,3,3,2,"coloro che ci hanno messo paura a causa del covid, sono gli stessi che ci vogliono imporre la somministrazione del vaccino  link",B24
84,3,3,3,2,"studio scientifico vaccini covid-19 .. forte risposta immunitaria infiammatoria, compresi polmoni e fegato .. . .. affaticamento, mal di testa, brividi, dolori muscolari, febbre e dolori articolari .. . .. intense reazioni infiammatorie e trombotiche .. link",B473
0,3,3,3,2,user sicuramente non accetterò mai #pfizer 👇 link fin'ora non ho letto nulla di simile sul #vaccino #sputnik  qualcuno che ne sappia più di me ? link,B12
5,3,3,3,2,"cosa succederà? i dati #covid miglioreranno ancora e beccamorto user frenerà, incatenando e chiudendo il paese con l’avallo di user_chigi che la mena con i #vaccini. a quel punto user reagirà? di sicuro il popolo insorgerà furiosamente. #dittaturasanitaria",B120
9,3,3,3,2,"user_claudio appunto perché non si tratta di vaccino ma di una sperimentazione sull'uomo, sono dei veri tentativi di omicidi.",B85
12,3,3,3,2,"user user_lella user user_laffitte user per non piegarmi al vaccino, devo assolutamente cambiare lavoro. chi può aiutarmi, sappia che ho sempre fatto qualunque cosa, tranne rubare.",B124
19,3,3,3,2,"la ""variante"" delta in inghilterra colpisce i vaccinati 6 volte di più dei non vaccinati. se hai capito l'antifona, indovina chi colpirà di più ad ottobre la variante ""gamma"" (proveniente stavolta dalla manciuria)? link",B394
21,3,3,3,2,"user user user user guarda che è pieno di fully vaxxed che si beccano il covid lo stesso. se poi ci aggiungi gli effetti avversi...vedremo da ottobre contro le varianti, quale sarà la reale efficacia. in gb stanno già aumentando i casi e hanno un numero di vaccinati altissimo.",B406
26,3,3,3,2,"user libro ""bambini super vaccinati"" capitolo virus a/h1n1. libro di una decina di anni fa. c'è già quasi tutto dentro, tutto quello che sta capitando. il pediatra esercita ancora privatamente. siamo in mano a dei lucidi criminali.",B325
31,3,3,3,2,"detto questo figliuolo riceve ordini e li esegue. da lui non si cava un ragno dal buco. la vaccinazione dei minorenni è un atto gravissimo, tirannico, figlio di una ideologia assurda ed inquietanta. purtroppo non bastano le buone maniere per far sentire il proprio dissenso.",B231
35,3,3,3,2,user e se questi vaccini non fossero sufficienti in futuro (viste le varianti) ??? ci aggiungiamo ulteriori altri vaccini ?? ma per piacereeeeee..........!!,B468
45,3,3,3,2,i pazzi under 50 che si fanno astrazeneca vanno fermati! governo di assassini!!!,B228
50,3,3,3,2,"user user gratuito o cazz ,lo paghiamo anche sulla assicurazione rca. e poi a tutti i vaccinati che ribeccano  il virus ......gli facciamo pagare anche il costo del flaconcino di merda che si iniettano?",B417
51,3,3,3,2,"user eh ma i vaccini sono indispensabili, ci salveranno da questo terribile raffreddore, dopo che tutti avranno avuto almeno 5 dosi",B370
53,3,3,3,2,"user user user user io non  ho mai parlato di sieri e non è il termine che conferisce o meno la funzionalità. sto dicendo altro, ovvero che i vaccini sono tutti sperimentali per cui non si conoscono gli effetti a medio e lungo termine, mentre a breve vediamo decessi e ricoveri eccessivi...",B424
62,3,3,3,2,user user_0 la germania ordina e il mondo obbedisce...e non sto giustificando questa vaccinazione che non è altro che una randomizzazione forzata...ma dobbiamo smetterla di essere allocchi in ogni contesto!,B516
68,3,3,3,2,"#staseraitalia le varianti si sviluppano dove non si vaccina? è esattamente il contrario, si chiama pressione selettiva dei vaccini.",B312
71,3,3,3,2,"""ci stanno somministrando un vaccino ancora in sperimentazione, secondo l'agenzia del farmaco cinese è potenzialmente pericoloso"" ▷ prof. leopardi link",B388
77,3,3,3,2,"user user un passaporto per vaccini che hanno ottenuto solamente l'emergency use authorization, ovvero non ancora validati da fda, etc? se cosi fosse continuero' con il delivery, l'ecommerce e gli esercizi al parco o a casa. buona fortuna a tutti. link",B167
86,3,3,3,2,"nashville : giovane donna immobilizzata in un letto di ospedale ad una settimana dal vaccino pfizer, senza la possibilità di muovere le gambe",B91
631,1,1,2,2,"in cina lo stato acquista i farmaci dalle case farmaceutiche. nel caso il farmaco provochi un danno  riconosciuto,  la casa farmaceutica a dover risarcire, oltre a dover pagare una multa allo stato.  chinese company in vaccine scandal declared bankrupt link",A959
212,1,1,2,2,(io come cavie per provare il vaccino userei quelli che vogliono uscire di casa a tutti i costi),A57
34,2,2,0,2,#polmonite interstiziale associata al #vaccino #influenzale link,A419
215,2,2,0,2,"medici coraggiosi ❤️  in merito all'obbligo del vaccino anti-inflienza medici specialisti in igiene, epidemiologia, statistica, ematologia e pediatria hanno pubblicato un dossier scientifico, scaricabile gratis da link  link",A1072
63,2,2,1,2,questo studio dimostra come le piccole mutazioni della bordetella pertussis abbiano portato nel tempo (e in corrispondenza dell'inizio della somministrazione delle dosi massicce del vaccino a favorire l'insorgenza di ceppi di bordetella resistenti.. link,A1204
278,2,2,1,2,"user user__2008 user a convivere ...a distanza di 40 anni c'è tantissima gente che continua a contagiarsi e a morire (si parla di circa 40.000.000 di morti nel mondo) ..il vaccino,sempre dato per pronto, non è mai arrivato ..esistono delle cure ..ecco, pure col covid dovremmo imparare a conviverci",A69
422,2,2,1,2,"i medici hanno scoperto quelli che credono siano i primi casi noti di meningite dovuti alla riattivazione del vaccino contro la varicella in due ragazzi di 14 anni che hanno ricevuto entrambe le dosi raccomandate, secondo un articolo della rivista pediatrics link",A878
476,2,2,1,2,"trump: ‘covid-19 sparirà senza vaccino, almeno 95mila morti’ – nord america link",A1291
668,2,2,1,2,#vaccini l#mmr difettoso di #merck starebbe attualmente causando pericoloseepidemie di parotitein adulti completamente vaccinati in tutto il mondo link,A430
57,2,2,1,2,"user user non è così il virus muta, è come pensare di vaccinarsi dal raffreddore per cui il vaccino non serve a nulla. o meglio serve a fare interessi case farmaceutiche",A262
147,2,2,1,2,si parla molto di vaccino per il cobit 19 ma che garanzia c'è che sia presto ? se per l'aids ancora oggi dopo 24 anni dalla comparsa (1986) non è stato realizzato ?,A1245
94,2,2,1,2,il neocolonialismo dei medici francesi che vorrebbero sperimentare il vaccino contro il coronavirus in africa - #neocolonialismo #medici #francesi link link,A928
55,2,2,3,2,"""valutazione del fallimento del #vaccino contro il morbillo a tianjin (cina)""  a bambini vaccinati con pi dosi, si verificano notevoli casi di morbillo a tianjin, con coperture del 97%.   necessario comprendere le ragioni del fallimento del vaccino.  link",A45
180,2,2,3,2,"user qto è l'obj gates e rockefeller hanno investito su id2020, un microchip sottopelle per le vaccinazioni digitali. la crisi da coronavirus è perfetta per obbligarci a usare id2020. indosseremo il marchio della bestia. link",A78
227,2,2,3,2,"bill gates e rockefeller hanno investito su id2020, un microchip sottopelle per le vaccinazioni digitali. la crisi da coronavirus  perfetta per obbligarci a usare id2020. quando usciremo di casa, potrebbero obbligarci a indossare il marchio della bestia. link",A539
238,2,2,3,2,user_cocco user se il vaccino è un obbligo anche l'assistenza dello stato per chi ha subito danni dal vaccino dev'essere un obbligo. o deve investire sulla prevenzione!,A106
502,2,2,3,2,"user user user non può esistere una reale ricerca di vaccino prima di conoscere la malattia, ci vuole tempo, almeno alcuni anni di studi, solo dopo arriva la ricerca. se davvero testeranno persone con intrugli fatti a casaccio, gli effetti collaterali a medio/lungo termine saranno devastanti.",A187
138,2,2,3,2,"user il bugiardino serve per capire da cosa è composto un vaccino, le schifezze che ci sono dentro, anche no grazie. per quanto riguarda gli studi, i casi sono due: il vaccino viene fatto di corsa, quindi  breve sperimentazione o è già pronto da tempo.  comunque sia, qualcosa non va.",A212
182,2,2,3,2,"user user user forse non è chiaro che qui non si sta parlando (e parlo per me non per altri) dei vaccini in generale,  ma di un vaccino che vogliono sviluppare in tempi rapidissimi, senza seguire i protocolli e soprattutto vogliono imporre a tutti. spero di essere stata chiara.",A74
185,2,2,3,2,"coronavirus, “sul vaccino c’è troppo ottimismo’   link",A619
7,2,2,3,2,"user conoscevo.. bhe nel caso di bergamo, però, erano un po obbligati a fare il secondo vaccino x il meningococco. tra meningite e #covid19 meglio il secondo. la possibilità però che i vaccini abbiano indebolito il sistema immunitario, favorendo l'infezione di corona, è molto alta.",A186
101,2,2,3,2,"coronavirus,il ministro speranza:“firmato accordo per 400 milioni di dosi del candidato vaccino di oxford pomezia”. user  un vaccino,per il momento quasi virtuale perchè non c'è un riscontro di una sperimentazione di massa.c'è il rischio di ottenere l'effettocontrario",A696
117,2,2,4,2,"l'azienda pi� vicina alla scoperta del vaccino per il #coronavirus (anche via anticorpi monoclonali) sarebbe vir biotechnologies, finanziata da colui che preannunci� una pandemia gravissima (gates). da inizio anno azioni balzate del 100%, capitalizzazione di quasi 3 miliardi.",A990
523,2,2,4,2,"user user finalmente qualcuno ha capito e ti dirò di più, quando avverrà il g20 a breve, come d'incanto arriverà il vaccino.",A337
534,2,2,4,2,fino a 48 ore fa trump se ne sbatteva altamente del #covid19 . oggi a seattle sono partiti i primi test per un vaccino sull’essere umano. gatta ci cova...,A815
8,2,2,4,2,capisco che zaia per  lascienza stia scombinando i piani... perch se la cura funzionasse...a cosa servirebbe poi il vaccino??? ???????????? #coronavirus link,A559
108,2,2,5,2,"""perch ho bisogno di uno studio medico? se l'80% dei genitori di bambini con autismo regressivo nella mia pratica afferma che il loro bambino ha reagito dopo il vaccino mmr, perch ho bisogno di uno studio medico?"" dr. douglas hulstedt link",A39
335,2,2,5,2,"per tutti i fans del vaccino, ecco tutte le info per essere i primi a testare questa meravigliosa scoperta scientifica.  dove sono i #novax? sono impegnati a ordinare quintali di popcorn. ???????????? link",A1157
0,3,3,1,2,"user ""il vaccino è il futuro"" ""mi farei iniettare anche petrolio pur di poter tornare libero""  questi sono due esempi di cose che hanno udito le mie povere orecchie",B14
76,3,3,2,2,user_cersei nei laboratori militari c'è la prassi di sviluppare parallelamente a ogni arma biologica il suo vaccino. link,B2
19,3,3,4,2,"brescia, morto di trombosi dopo il vaccino, indagine per omicidio colposo link",B481
25,3,3,4,2,medico in incognito parla dei vaccini covid link via user,B195
68,3,3,4,2,cosa non ci hanno detto in italia sui vaccini😱   link,B27
158,4,4,3,2,10€ sulle rsa chiuse per altri motivi con l’articolista che ha buttato gli 87 non vaccinati nel titolo per fare sensazionalismo.,B206
227,5,5,3,2,fino che non avranno vaccinato 18 milioni di italiani loro non si fermano lo sa la sx e anche il cdx,B80
23,5,5,3,2,"user user “...l'ex ministro grillo ha detto che ""di vaccino non è mai morto nessuno""...  si riferiva alla bistecca...",B262
32,0,2,0,2,"interessante intervista ad un medico rianimatore che fa il punto della situazione sul #covid19: prevenzione, terapia, vaccino.  link link",A975
65,0,2,0,2,"naturale. il vaccino di qualsiasi malattia consiste nellinoculare il virus della malattia stessa per provocare immunit con una ridotta forma della stessa. se le difese immunitarie non sono sufficienti, il virus pu provocare la malattia da cui intendeva invece immunizzare. link",A1097
6,1,2,1,2,blondet:il progetto ue  di  vaccinazione totale – in italiano   link 27,A546
7,1,2,1,2,"""i casi di infezioni e decessi sono in aumento""  ""in toscana si  registrato il pi grande focolaio mai visto al mondo per quanto concerne il batterio new delhi""  per il new delhi non c' cura e non c' vaccino, quindi, non c' nessuna emergenza. link",A24
223,1,2,1,2,"coronavirus, i ricercatori temono il calo di contagi ci occorrono malati per vaccino” link",A648
173,2,0,2,2,"che il tuo vate si pronunci, o sommo vaccino, e ci liberi dalla tenebra...???? link",A564
260,2,0,2,2,fretta di trovare test sierologici. fretta di trovare farmaci. fretta di trovare un vaccino.  io spero che la fretta non si riveli un boomerang.,A820
319,2,0,2,2,non voglio un vaccino creato da un non laureato che dice ogni secondo di come l'umanità sia da ridurre drasticamente.,A1124
605,2,0,2,2,su la testa!: nuovo coronavirus: vaccino obbligatorio per tutti!: link,A1272
178,2,1,2,2,"non è necessario il vaccino di gates. la psicosi della pandemia (la peste del destino) messa fuori gioco da una rivolta, il merdstream ha ora una narrativa più eccitante per  la loro agenda, vale a dire la lotta razziale, cosi il virus è completamente fuori dalle notizie. link",A1115
469,2,1,2,2,abbiamo l'unico farmaco per il coronavirus: il plasma. è più potente di un vaccino - dr. de donno  link,A473
590,2,1,2,2,"il virologo giulio tarro all'antidiplomatico : ""una follia aspettare il vaccino per tornare ad una vita normale"" link",A951
705,2,1,2,2,di maio ed il pubblidirezionale pro-vax (di debora billi) link,A760
719,2,1,2,2,"""abbiamo l'unico farmaco per il coronavirus: il plasma. è più potente di un vaccino"" ► dr. de donno  link",A16
735,2,1,2,2,secondo montagnier il coronavirus è stato manipolato per un vaccino anti-aids link,A1240
762,2,1,2,2,"quando sarà il momento di votare, ricordiamoci i nomi e i partiti che hanno proposto queste idiozie! sileri: «il vaccino per il covid-19 dovrà essere obbligatorio» e il movimento si spacca link user",A1186
146,2,1,2,2,"italia paese capofila sulle sperimentazioni vaccinali, al mondo, un grande laboratorio a cielo aperto, dove i danni da #vaccino sono a carico del ssn e non delle case farmaceutiche! quindi chiunque abbia da sperimentare un vaccino viene in italia, non costa nulla! decretazione",A982
189,2,1,2,2,nessuno ha mai trovato un vaccino per l hiv     diamo.soldi a palate a ricercatori ma mai visto vaccini,A1103
211,2,1,2,2,#moriretetutti non di #covid19 ma vi assicuro che morirete tutti. credeteci. è solo questione di tempo. poi morirete. #coronavirus #covidー19 #covid_19 #vaccino #13giugno link,A416
363,2,3,2,2,"user user appartiene  alla categoria  "" solo il vaccino ci darà  la vita di prima""... però  il vaccino a me sembra più  chimera man mano che passano i mesi, forse perché  il covid pare abbia lo stesso  comportamento  dei virus del raffreddore?",A110
446,2,3,2,2,"#domandedasomaro 3) dai primi dati emersi dalla regione #emiliaromagna sui danni da #vaccino e reazioni avverse ai farmaci, risulta che dal 2017 c' un'impennata vertiginosa delle reazioni avverse, perch? link link",A395
43,2,3,2,2,"creare lepidemia, portare la popolazione allincubo malattia e annunciare la lieta novella: abemus vaccinum! ruba galline, ladri di vite umane, con quale coraggio iniettate farmaci ai vs simili? link",A741
130,2,3,2,2,"user oltre alla mascherina ci vogliono imporre anche il bavaglio, mi sembra si stia esagerando, non vorrei che dopo i camici cominciassero con le camice di forza a chi rifiuta il vaccino e l'appalto di esse dato ai cugini di primo letto e alle fidanzatine",A265
115,2,4,2,2,america  ora ufficialmente un sistema di caste! il new jersey vota per la modifica della legge s2173 su #vaccine esenzioni per bambini ricchi delle scuole private! va bene ferire e uccidere i poveri - bianchi e neri - quelli che non possono permettersi le scuole private. link,A500
210,2,4,2,2,"#novax, in principio furono i giornali. link",A418
247,2,4,2,2,"chissà il ""munifico filantropo"" bill gates quanto ha foraggiato le istituzioni per poter vaccinare l'universo mondo ... speranza: «rischio zero solo col vaccino» fase 3, si attendono le azioni delle regioni - link - cronaca, italia link",A571
467,2,4,2,2,user l'hanno ripetuto giornalmente a tutti quelli che come te non vogliono intendere che qualsiasi vaccino non serve e non aiuta col covid. hai capito adesso ? sei a rischio come tutti❗ stai a casa e evita domande inutili ❌,A164
742,2,4,2,2,"il vaccino primma dei canonici due anni, invece, va bene? link",A949
16,2,4,2,2,il fumetto dell’ue del 2012 dove era stato previsto tutto: dalla pandemia al vaccino  link,A914
30,2,4,2,2,ci potete scommettere #novax x sempre  link,A575
130,2,5,2,2,"user hanno scoperto il giochino e lo useranno ancora, non resta che aspettare un virus o presunto tale e saranno pronti ad imporre restrizioni sempre più dure. verremo marchiati con un vaccino, cip o app che sia.  mentre il simbolo di sottomissione c'è già : la mascherina!",A269
157,3,1,3,2,"il vaccinato infetta. e adesso come la mettiamo?"" link 10",B405
184,3,1,3,2,medico: “astrazeneca causa coaguli di sangue”. norvegia non riprende vaccinazione link,B428
110,3,2,3,2,"occorre per approfondire nel dettaglio la questione per poter aver un quadro pi chiaro e non distorto, partendo da questa notizia: la morte di 2 bambini samoani di dodici mesi, dopo pochi minuti dalla somministrazione del vaccino mmr a savaii nel 2018.?? link",A1126
3,3,4,3,2,@_cieloitalia user ma magari lo ha detto per evitare di essere bollato come novax. ci stava il paladino che era pronto a sbavare.,B479
104,3,4,3,2,user user user chi è vaccinato può infettarsi e trasmettere il virus su questo non ci piove. con il gp uno non fa più controlli per 8/12 mesi perché pensa di essere sano. la soluzione sono i tamponi salivari rapidi. dal 7 agosto l'aifa ha riconosciuto l'uso delle monoclinali per la cura.,B306
202,3,4,3,2,byoblu:aumento delle infezione nei vaccinati. la svezia vieta l’ingresso agli israeliani   link 28,B136
44,3,4,3,2,hanno fatto questo video perché la nazionale italiana ha vinto e la campagna di vaccinazione sta andando male.link,B490
81,3,4,3,2,#greenpass per viaggiare! #israele vieta l'ingresso ai #vaccinati perché portano la #variantedelta! #sipario!!! link,B282
29,3,5,3,2,"ecco la prima denuncia contro la rai per la disinformazione su vaccini e cure domiciliari"" link 8",B445
47,3,5,3,2,il vaccino lo farei a loro! veramente è non per finta! 👎👎👎,B470
80,3,5,3,2,"prima di covid, qualcuno ha chiesto se le infermiere erano vaccinate contro l'influenza? no, pensavo di no. eppure l'influenza è mortale per certi gruppi di persone. l'#ipocrisia è reale &amp; è fastidiosa. gli amanti delle maschere hanno mostrato i loro veri colori. sono dei ...👇",B97
47,3,5,3,2,pioggia di miliardi un anno fa vaccini a raffica oggi imprese pochi euro e al collasso vaccini niente ma ci rendiamo conto di quanto sti personaggi mantenuti da noi ci prendono per il culo intanto città invase da clandestini spacciatori??,B220
64,3,5,3,2,"brutti ignoranti buzzurri, la cura è una sola(o sóla) il vaccino, anche se non funziona.",B497
3,5,2,5,2,stefano montanari: un altro eroe antivaccinista lascia | nextquotidiano link,A1263
327,0,2,2,2,"""il grossissimo problema è che qualsiasi nuovo vaccino contro il #coronavirus potrebbe innescare reazioni immunitarie letali quando le persone vaccinate entreranno in contatto con il virus selvaggio!""  ma che problema c'è? facciamo subito la sperimentazione umana.  #covid19",A25
159,0,2,2,2,"zingaretti: 'la mascherina diventi la moda dell'estate, la metteremo fino al vaccino' link via user  maledetti",A1377
169,0,2,2,2,"user_baolo ammesso che un vaccino che funzioni lo si trovi veramente, con tutto questo: salta i test, aggira le regole, usiamolo anche se non approvato, il rischio è che fra qualche anno ci si accorga che i danni sono superiori ai benefici ma a quel punto il disastro sarebbe già fatto.",A119
46,0,2,2,2,"il vaccino per la meningite non  obbligatorio. ma qual  il problema quando puoi usare i media e creare una psicosi collettiva?  terribile che il user non intervenga.  liguria, vaccini gratis ai ragazzi. lettere a 79 mila famiglie. link",A948
47,1,2,2,2,"quattro paesi africani hanno riportato nuovi casi di polio.  peccato che questa sia vaccino derivata.  non capisco perch l'oms continui a dire che siamo vicini alla sua eradicazione quando, proprio attraverso i vaccini, stanno sorgendo nuovi ceppi. link",A1192
214,1,2,2,2,"al cotugno, ospedale di napoli specializzato in malattie infettive, vi sono stati alcuni casi di meningite. stessa cosa a bergamo. questo per� � un ceppo contro cui non c'� vaccino che tenga perch� il ceppo � subsahariano. silenzio totale dei media, ovviamente.",A483
414,1,2,2,2,"#ivaccinisonosicuri la rivista #vaccines ha pubblicato un lavoro di ricercatori dell'universit di bari, dove si  monitorato in maniera attiva le reazioni avverse al #vaccino #mprv.  #aifa riporta 12,7 reazioni gravi su 100.000 dosi, lo studio ne ha riscontrate 3.800 su 100.000 link",A406
608,1,2,2,2,user_fivestar user involontariamente zinga ha fatto autogol  i primi a non vaccinarsi sono proprio i medici  e poi i politici...mica la lorenzin ha fatto mai vedere i certificati di vaccinazione dei pargoli,A339
619,1,2,2,2,"batterio new dehli, 45 morti: un decesso ogni tre ricoveri.  a pisa attualmente 43 pazienti e un reparto dedicato con 12 letti.  non c' vaccino, nessuno ne parla, non  un problema. link",A535
661,1,2,2,2,neonata di due mesi muore in culla subito dopo il aver fatto il vaccino  link,A1101
1,1,2,2,2,"user_ansa chiss� perch� il #vaccino ce lo propinano sempre a noi italiani , i #migranti arrivano con tutte le pestilenze possibili mai sentito un urgenza di vaccinazione per loro...in effetti siamo noi da eliminare...",A84
2,1,2,2,2,conte scavalca il parlamento per dare altri 300 mln al vaccino di bill gates link,A595
51,1,3,3,2,tutti leoni e poi si cagano sotto...e fanno le corse per fare il vaccino,B193
245,2,1,1,2,sciacalli in corsa per il brevetto. la corsa al vaccino vale 30 miliardi: i favoriti sono le star delle borse. | rep link user,A1226
524,2,1,1,2,user  i sospetti di speculazione finanziaria dietro gli annunci sul vaccino di moderna link di user_italia,A172
203,2,1,1,2,"tg: la fase 2 inizierà tra 1 mese, ""gli esperti"": fase 2 lunga 8 mesi. giusto il tempo per fare il vaccino, bill cancelli dice: far circolare solo i vaccinati, e tracciarli, investe in chip e vaccini, mah... saranno solo seghe mentali, mi dicono che #andratuttobene, #covidー19",A1278
106,2,3,3,2,"ieri, una signora 82enne che conoscevo, in buona salute, è morta due giorni dopo il vaccino #pfizer, qui a cagliari. ci siamo mobilitati giustamente perché il #covid non uccidesse neppure una persona. dobbiamo fare lo stesso per i vaccini",B354
145,2,3,3,2,"user user_freisa chiedo a te che mi pare sia informato. è una domanda non provocatoria, ma seria. si hanno fonti attendibili circa l'ausilio di cellule derivanti da feti morti per la ricerca o messa a punto del vaccino az o j&amp;j?",B257
82,2,3,3,2,"user user questo lo potremo dire con sicurezza in autunno,nessuno in questo momento mi sta garantendo che il vaccino funziona,i dati dell'anno scorso in questo periodo non sono tanto diversi",B472
83,2,3,3,2,user il vaccinato è pericoloso. si contagia e può contagiare. solo i guariti meritano il green pass.,B340
8,2,4,4,2,"spettacolo!al corso preparto invitano i genitori a vaccinarsi contro la pertosse, in modo che il neonato non rischi di prendere la malattia prima di poter effettuare lui stesso il vaccino. quindi, dopo essermi bucato, non lo dovrei far uscire di casa?  chiedo a user link",A1255
204,3,2,2,2,"3 anni fa, user lanciava una vasta campagna d'immunizzazione contro il #morbilloi in africa centrale, afflitta oggi dalla ""pi grande epidemia di morbillo contemporanea"". o il vaccino non funziona, o - dubbio legittimo - scatena la malattia. #lascienza risponde senza insultare? link",A453
632,3,2,2,2,"jerome mor 12 ore dopo il vaccino esavalente, aveva due mesi. da una parte abbiamo la prova scientifica (la loro) che non ci sia alcun nesso causale tra le due cose. dall'altra abbiamo la prova scientifica che non fornisce spiegazioni sulla sua morte.  link",A985
33,3,2,2,2,"link abbiamo parlato spesso della correlazione tra morte in culla e vaccino esavalente. riporto a tal proposito un interessante articolo del 2014, dove si rilevava la necessit di uno studio in merito...a tale data era ancora concesso avere dubbi!",A848
93,3,2,2,2,user user user user le sfugge la differenza fra #vaccino e vaccino obbligatorio. quando sarà pronto ognuno deve decidere in accordo con il proprio medico di fiducia se farlo o meno. per esempio per questo medico è meno letale di polmoniti normali... link,A126
120,3,2,2,2,"tutti aspettano come una liberazione il vaccino, dimenticando che:  1° il vaccino viene sviluppato sulla base delle proiezioni teoriche sui virus in circolo l’anno precedente e dunque imprevedibili.  2° la forte variabilità di un #coronavirus di cui esistono già diverse varianti. link",A1295
128,3,2,2,2,"per il covid serve una cura più che il vaccino. il virus non deve più spaventarci. per il prossimo autunno, a differenza di quanto si prospetta secondo l’oms e la comunità scientifica, saremo, in larghissima parte, naturalmente immunizzati. user link",A1151
153,3,2,2,2,"esavalente ed mprv insieme al bimbo di 6 anni. il padre lotta per non fargli fare 2 #vaccini insieme. dopo il vaccino bimbo con 40 di febbre, nausea, problemi intestinali e stato di malessere 1erale. a voi, buona lettura. link",A804
155,3,2,2,2,#vaccino per la varicella causa meningite per la riattivazione del virus in due ragazzi di 14 anni  pu lo stato obbligarmi a un trattamento sanitario che pu causare danni come questi? siamo sicuri che i medici spieghino gli effetti avversi prima?   link,A438
43,3,4,4,2,"user noi gente normale, definiti ignoranti, già da tempo dicevamo che se sospendevano i medici no vax, sarebbero stati in difficoltà perché non sostituibili.",B320
188,3,4,4,2,"antidiplomatico:""non si tratta di pro-vax e no-vax"": la discriminazione come metodo educativo e la retorica dell'inclusione link 11",B158
63,3,4,4,2,"spiegate una cosa : se esiste un obbligo di #vaccinazione, non può richiedersi il consenso informato. cosa accadrà se il sanitario, alla presenza di pubblico ufficiale, si presenta per farsi #inoculare ma non sottoscrive la #liberatoria ? che dicono gli #avvocati ?",B401
183,4,1,1,2,lo sapevo e l'ho detto che gli usa avevano il vaccino. e voi cosa avete fatto? mi avete preso per il culo.  adesso rido io.,A1043
148,4,2,2,2,"hai gi avuto il morbillo ?  uguale ,o fai il #vaccino deciso dalla #scienza o sei fuori dallasilo.  complimenti anche al sindaco di pisa (user) che non ha ancora fatto niente per evitare schifezze come queste. user regionali 2020 ci ricorderemo #vaccini link",A837
172,4,2,2,2,"inchiodato bill gates, 2014 brevetta vaccino cov19. link di user",A965
274,4,2,2,2,"morbillo samoa, bandiera rossa sulle porte di casa delle persone non vaccinate... cambiano i tempi, cambiano i colori, ma la caccia alle streghe  sempre la stessa rougeole aux samoa: drapeau rouge devant le domicile des habitants non vaccins link via user",A1092
396,4,2,2,2,"link forse la verit viene a galla...indagati alcuni medici per omicidio colposo nei confronti di un ragazzo morto, appena dimesso dall'ospedale, a causa di meningite da meningococco. perch la soluzione non  il vaccino ma una diagnosi azzeccata e veloce!",A852
558,4,2,2,2,"quando avete finito di erigervi a paladini della buona e giusta vaccinazione, vorrei sommessamente ricordarvi che il new dehli esiste. tanto, che ora ha deciso di uscire dalla toscana. non esiste vaccino, quindi immagino non ve ne importi. link",A1182
235,4,2,2,2,"la chiesa di satana provax, ma tu guarda... con lavallo dei clinton poi. toh! link",A1002
182,4,2,2,2,link altro caso: 7 medici indagati per omicidio colposo a causa della morte di una ragazza colpita da meningite meningococcica. ripeto il vaccino non  la soluzione... una diagnosi tempestiva ed azzeccata a fare la differenza...,A862
7,4,3,3,2,india  uomo muore appena dopo aver ricevuto la prima dose del vaccino covid   man dies shortly after taking first dose of covid vaccine in angul  link,B72
14,4,3,3,2,user user zone rosse ora con questo caldo. l'anno scorso i vaccini non c'erano e ora che ci sono è la stessa minestra. ma andate a caxare.,B37
