	Text	Vaccine content	Vaccine safety	text_clean	Filter	text_without_stopwords	text_wo_filter_word
85	RT @mike_sweeney_13: @Inversionism Third Avenue Ale House kicked my son w Autism out of their OUTDOOR seating area because of NO VAXX card. It was NEVER required for outdoor seating in NYC. Ever.They told my wife it was to protect their employees. https://t.co/u5eFwz20Y5	1	0	 _sweeney_13  third avenue ale house kicked my son w autism out of their outdoor seating area because of no vax  card it was never required for outdoor seating in nyc everthey told my wife it was to protect their employees 	vaxx	_sweeney_13 third avenue ale house kicked son w autism outdoor seating area vax card never required outdoor seating nyc everthey told wife protect employees	 _sweeney_13  third avenue ale house kicked my son w autism out of their outdoor seating area because of no vax  card it was never required for outdoor seating in nyc everthey told my wife it was to protect their employees 
86	RT @mike_sweeney_13: @SWMom1 @DrTessaT With an Infectious Disease MD for a father, it took me 10 years to accept that the Vaxx Schedule was the reason for my son's Autism. Now, I can't believe how deep and wrong healthcare is in America. My story - https://t.co/8dkLoKNVoBMy Candidate - https://t.co/XegZspvZ65	1	1	 _sweeney_13   with an infectious disease md for a father it took me 10 years to accept that the vax  schedule was the reason for my sons autism now i cant believe how deep and wrong healthcare is in america my story   candidate  	vaxx	_sweeney_13 infectious disease md father took 10 years accept vax schedule reason sons autism cant believe deep wrong healthcare america story candidate	 _sweeney_13   with an infectious disease md for a father it took me 10 years to accept that the vax  schedule was the reason for my sons autism now i cant believe how deep and wrong healthcare is in america my story   candidate  
87	RT @MikeDorstewitz: And hilariously, @SharylAttkisson, uses DOCTOR Jill Biden catching COVID to DROP media/Lefty/Branch Covidians pushing VAXX https://t.co/BypJ5AxndI	1	0	  and hilariously  uses doctor jill biden catching covid to drop medialeftybranch covid ans pushing vax  	vaxx	hilariously uses doctor jill biden catching covid drop medialeftybranch covid ans pushing vax	  and hilariously  uses doctor jill biden catching covid to drop medialeftybranch covid ans pushing vax  
88	RT @Most_Maximus1: So the vaxx didn't help and neither did the mask, but she STILL promotes both. Imagine getting your dog a flea collar that didn't prevent fleas and then promoting said flea collar. These people are hilariously insane. https://t.co/cUBgQoe7Tj	1	0	 _maximus1 so the vax  didnt help and neither did the mask but she still promotes both imagine getting your dog a flea collar that didnt prevent fleas and then promoting said flea collar these people are hilariously insane 	vaxx	_maximus1 vax didnt help neither mask still promotes imagine getting dog flea collar didnt prevent fleas promoting said flea collar people hilariously insane	 _maximus1 so the vax  didnt help and neither did the mask but she still promotes both imagine getting your dog a flea collar that didnt prevent fleas and then promoting said flea collar these people are hilariously insane 
89	RT @myriampalomba: Inflation au top, impôts en hausse, hôpital en vrac, étudiants en détresse, mortalité infantile exceptionnelle, retraites, émeutes, chômage…Merci aux électeurs de Macron. Ils vont pouvoir tout oublier en accusant les non vaxx de tous les maux. Y a un super variant qui arrive…	1	0	  inflation au top impôts en hausse hôpital en vrac étudiants en détresse moalité infantile exceptionnelle retraites émeutes chômagemerci aux électeurs de macron ils vont pouvoir tout oublier en accusant les non vax  de tous les maux y a un super variant qui arrive	vaxx	inflation au top impôts en hausse hôpital en vrac étudiants en détresse moalité infantile exceptionnelle retraites émeutes chômagemerci aux électeurs de macron ils vont pouvoir tout oublier en accusant les non vax de tous les maux un super variant qui arrive	  inflation au top impôts en hausse hôpital en vrac étudiants en détresse moalité infantile exceptionnelle retraites émeutes chômagemerci aux électeurs de macron ils vont pouvoir tout oublier en accusant les non vax  de tous les maux y a un super variant qui arrive
90	"RT @n0ralalala: ""Was he vaxed?""""Why would you ask that man. He was hit by a car. Someone died dude that's not cool.""""I see. The vaxx impaired his fine motor control and he swerved into a car, killing himself.""""The car hit him man.""""I see. Was the driver of the car vaxed?""""...."""	1	0	  was he vax dwhy would you ask that man he was hit by a car someone died dude thats not cooli see the vax  impaired his fine motor control and he swerved into a car killing himselfthe car hit him mani see was the driver of the car vax d	vaxx	vax dwhy would ask man hit car someone died dude thats cooli see vax impaired fine motor control swerved car killing himselfthe car hit mani see driver car vax	  was he vax dwhy would you ask that man he was hit by a car someone died dude thats not cooli see the vax  impaired his fine motor control and he swerved into a car killing himselfthe car hit him mani see was the driver of the car vax d
91	RT @NoMoreDon8: @AnnahitaMahdavi @RealTimBlack In my extended family of all shades (brown/black/white), Covid &amp; the vaxx were acute issues, having lost some of our family. That's pretty callous of you, you don't speak for all PoC, and it's pretty callous how @CornelWest praised #Fauci, a man responsible for countless deaths.	1	0	    in my extended family of all shades brownblackwhite covid  the vax  were acute issues having lost some of our family thats pretty callous of you you dont speak for all poc and its pretty callous how  praised fauci a man responsible for countless deaths	vaxx	extended family shades brownblackwhite covid vax acute issues lost family thats pretty callous dont speak poc pretty callous praised fauci man responsible countless deaths	    in my extended family of all shades brownblackwhite covid  the vax  were acute issues having lost some of our family thats pretty callous of you you dont speak for all poc and its pretty callous how  praised fauci a man responsible for countless deaths
92	RT @NRSmaine: SO - Janet &amp; Dora finally NUKE the VAXX Mandate - Why now? Too many NEW ARRIVALS they hired refusing to submit? The Mills TYRANNY has all but decimated our healthcare systems. Thousands lost their jobs, patients left without care - TOO LATE NOW.🤬 https://t.co/xdjMPBTFu3	1	0	  so  janet  dora finally nuke the vax  mandate  why now too many new arrivals they hired refusing to submit the mills tyranny has all but decimated our healthcare systems thousands lost their jobs patients left without care  too late now 	vaxx	janet dora finally nuke vax mandate many new arrivals hired refusing submit mills tyranny decimated healthcare systems thousands lost jobs patients left without care late	  so  janet  dora finally nuke the vax  mandate  why now too many new arrivals they hired refusing to submit the mills tyranny has all but decimated our healthcare systems thousands lost their jobs patients left without care  too late now 
93	RT @OperHealAmerica: How can we be One Nation Under God w an admin that thinks they're ABOVE God?1. Open borders for illegal votes, fentanyl, terrorists, and HT2. Deep State Corruption3. Election Fraud4. Two-Tiered Injustice System5. Covid-19 Vaxx Crisis/Cover-up6. Race/Class/Culture war7.…	1	0	  how can we be one nation under god w an admin that thinks theyre above god1 open borders for illegal votes fentanyl terrorists and ht2 deep state corruption3 election fraud4 twotiered injustice system5 covid  vax  crisiscoverup6 raceclassculture war7	vaxx	one nation god w admin thinks theyre god1 open borders illegal votes fentanyl terrorists ht2 deep state corruption3 election fraud4 twotiered injustice system5 covid vax crisiscoverup6 raceclassculture war7	  how can we be one nation under god w an admin that thinks theyre above god1 open borders for illegal votes fentanyl terrorists and ht2 deep state corruption3 election fraud4 twotiered injustice system5 covid  vax  crisiscoverup6 raceclassculture war7
94	RT @paulvsheridan: An introduction to my recent interview on Stew Peters TV, complete interview here: https://t.co/TlGwbEdy9h https://t.co/AqLEizDDdQ	1	0	  an introduction to my recent interview on stew peters tv complete interview here  	vaxx	introduction recent interview stew peters tv complete interview	  an introduction to my recent interview on stew peters tv complete interview here  
95	RT @pceprize: @realouMAGAgirl @MagaButtercup The vaxx / boosters will end you &amp; blowout your heart via bloodclots.   Evidence is widespread and easy to find.	1	0	    the vax   boosters will end you  blowout your hea via bloodclots   evidence is widespread and easy to find	vaxx	vax boosters end blowout hea via bloodclots evidence widespread easy find	    the vax   boosters will end you  blowout your hea via bloodclots   evidence is widespread and easy to find
96	RT @PolitiBunny: Vaccinated and boosted. Huh.Sharyl Attkisson uses DOCTOR Jill Biden catching COVID to DROP media/Lefty/Branch Covidians pushing VAXX https://t.co/7dXn665nQb	1	0	  vaccinated and boosted huhsharyl attkisson uses doctor jill biden catching covid to drop medialeftybranch covid ans pushing vax  	vaxx	vaccinated boosted huhsharyl attkisson uses doctor jill biden catching covid drop medialeftybranch covid ans pushing vax	  vaccinated and boosted huhsharyl attkisson uses doctor jill biden catching covid to drop medialeftybranch covid ans pushing vax  
97	"RT @RealChrisLangan: ""Please explain why, if the entire primitive, backward continent of Africa is being weaponized against every Western (White) nation in such a way as to leave most nonwhite nations perfectly intact, Israel had one of the aggressive vaxx policies of all countries?""Very well.… https://t.co/ZJLD2zq1Ey"	1	0	  please explain why if the entire primitive backward continent of africa is being weaponized against every western white nation in such a way as to leave most nonwhite nations perfectly intact israel had one of the aggressive vax  policies of all countriesvery well 	vaxx	please explain entire primitive backward continent africa weaponized every western white nation way leave nonwhite nations perfectly intact israel one aggressive vax policies countriesvery well	  please explain why if the entire primitive backward continent of africa is being weaponized against every western white nation in such a way as to leave most nonwhite nations perfectly intact israel had one of the aggressive vax  policies of all countriesvery well 
98	"RT @RealWayneRoot: From Italian doctors. This is why I've been warning about ""Turbo Cancer."" Cancer EXPLODING among vaxxed...unlike previous cancer...it kills quickly. People are going from diagnosis to hospice in weeks. Tragic. Vaxx damages immune just like Covid itself. https://t.co/6y7xFoFMRF"	1	1	  from italian doctors this is why ive been warning about turbo cancer cancer exploding among vax edunlike previous cancerit kills quickly people are going from diagnosis to hospice in weeks tragic vax  damages immune just like covid itself 	vaxx	italian doctors ive warning turbo cancer cancer exploding among vax edunlike previous cancerit kills quickly people going diagnosis hospice weeks tragic vax damages immune like covid	  from italian doctors this is why ive been warning about turbo cancer cancer exploding among vax edunlike previous cancerit kills quickly people are going from diagnosis to hospice in weeks tragic vax  damages immune just like covid itself 
99	RT @Remroum: Being an anti-vaxx Covid conspiracy theorist is a right wing position. It's not a smear to call that person right wing, they are. Being critical of the US government, big pharma or the mainstream media doesn't automatically make you a leftist	1	0	  being an antivax  covid conspiracy theorist is a right wing position its not a smear to call that person right wing they are being critical of the us government big pharma or the mainstream media doesnt automatically make you a leftist	vaxx	antivax covid conspiracy theorist right wing position smear call person right wing critical us government big pharma mainstream media doesnt automatically make leftist	  being an antivax  covid conspiracy theorist is a right wing position its not a smear to call that person right wing they are being critical of the us government big pharma or the mainstream media doesnt automatically make you a leftist
100	RT @RepMaryFranson: *Never been a judge.*Never been a prosecutor.*6 years of law firm experience.*Buds with Walz's Chief of Staff*Received an award for drafting Walz's shutdown, mask and vaxx up executive orders.	1	0	  never been a judgenever been a prosecutor6 years of law firm experiencebuds with walzs chief of staffreceived an award for drafting walzs shutdown mask and vax  up executive orders	vaxx	never judgenever prosecutor6 years law firm experiencebuds walzs chief staffreceived award drafting walzs shutdown mask vax executive orders	  never been a judgenever been a prosecutor6 years of law firm experiencebuds with walzs chief of staffreceived an award for drafting walzs shutdown mask and vax  up executive orders
101	RT @RepMaryFranson: Winter of death. Vaxx up and vaxx up often.	1	0	  winter of death vax  up and vax  up often	vaxx	winter death vax vax often	  winter of death vax  up and vax  up often
102	RT @ResistItAllTX: @kansaspider It's exactly what he said.  Do you really believe the lies that he didn't lock Florida down, force the vaxx and make people wear masks?  My God.  I have tons of video.  Wake up.	1	0	   its exactly what he said  do you really believe the lies that he didnt lock florida down force the vax  and make people wear masks  my god  i have tons of video  wake up	vaxx	exactly said really believe lies didnt lock florida force vax make people wear masks god tons video wake	   its exactly what he said  do you really believe the lies that he didnt lock florida down force the vax  and make people wear masks  my god  i have tons of video  wake up
103	RT @Revelation2041: The FDA are having some very interesting medications pulled from store shelves.Doing it in September of all months makes it even more interesting.Meanwhile, the same FDA has approved a Covid-19 vaxx that has been tested on 4 rats. 4 rats. https://t.co/lDswwV1I94	1	0	  the fda are having some very interesting medications pulled from store shelvesdoing it in september of all months makes it even more interestingmeanwhile the same fda has approved a covid  vax  that has been tested on 4 rats 4 rats 	vaxx	fda interesting medications pulled store shelvesdoing september months makes even interestingmeanwhile fda approved covid vax tested 4 rats 4 rats	  the fda are having some very interesting medications pulled from store shelvesdoing it in september of all months makes it even more interestingmeanwhile the same fda has approved a covid  vax  that has been tested on 4 rats 4 rats 
104	RT @RnkSt7: ☠️Bidenz Vaxx Oppression☠️@emma6USA @Bagel69er @Chloe4Djt @RnkSt7 @ToscaAusten @4Mischief @Gitmo99 @Rickster_75 @rrrrrrrickrock @GaryWalters66 @tutukane @tannermaze6 @PaulMer53 @EL4USA @GabiNga1 @InjunJoe2726 @Ikennect @j0ker937 @Pgh_Buz @IndyMagz @PatriotInSF @baddaddee @RL9631 https://t.co/Ihpkgm2fTM	1	0	  bidenz vax  oppression       _75           _buz     	vaxx	bidenz vax oppression _75 _buz	  bidenz vax  oppression       _75           _buz     
105	RT @Sander_vdLinden: Let's be clear: Negative emotions play a key role in misinfo. Most anti-vaxx websites use emotional appeals, they do so b/c we know activating emotions makes people more likely to fall for fake news. TONS of work shows higher prevalence of emotion in fake news.🧵Here's &gt;20 papers	1	0	 _vdlinden lets be clear negative emotions play a key role in misinfo most antivax  websites use emotional appeals they do so bc we know activating emotions makes people more likely to fall for fake news tons of work shows higher prevalence of emotion in fake newsheres gt20 papers	vaxx	_vdlinden lets clear negative emotions play key role misinfo antivax websites use emotional appeals bc know activating emotions makes people likely fall fake news tons work shows higher prevalence emotion fake newsheres gt20 papers	 _vdlinden lets be clear negative emotions play a key role in misinfo most antivax  websites use emotional appeals they do so bc we know activating emotions makes people more likely to fall for fake news tons of work shows higher prevalence of emotion in fake newsheres gt20 papers
106	"RT @sayerjigmi: Arabella's Anti-Vaxx Watch astroturf 501c3 popup co-authored the ""disinformation dozen"" fraudulent and slanderous report with CCDH that was distributed globally, and now this Soros , Ford Foundation, and Gates funded juggernaut are being held accountable for their ""dark money""…"	1	0	  arabellas antivax  watch astroturf 501c3 popup coauthored the disinformation dozen fraudulent and slanderous repo with ccdh that was distributed globally and now this soros  ford foundation and gates funded juggernaut are being held accountable for their dark money	vaxx	arabellas antivax watch astroturf 501c3 popup coauthored disinformation dozen fraudulent slanderous repo ccdh distributed globally soros ford foundation gates funded juggernaut held accountable dark money	  arabellas antivax  watch astroturf 501c3 popup coauthored the disinformation dozen fraudulent and slanderous repo with ccdh that was distributed globally and now this soros  ford foundation and gates funded juggernaut are being held accountable for their dark money
107	"RT @SenRandPaul: Dr. @MartyMakary is a professor at Johns Hopkins School of Medicine. He wrote in The Wall Street Journal: ""The U.S. government is pushing Covid-19 vaccine boosters for 16- and 17-year-olds without supporting clinical data."" Read it here: https://t.co/lTbC2J6ag6 https://t.co/xAhyh5SsjN"	1	0	  dr  is a professor at johns hopkins school of medicine he wrote in the wall street journal the us government is pushing covid  vaccine boosters for 16 and 17yearolds without suppoing clinical data read it here  	vaxx	dr professor johns hopkins school medicine wrote wall street journal us government pushing covid vaccine boosters 16 17yearolds without suppoing clinical data read	  dr  is a professor at johns hopkins school of medicine he wrote in the wall street journal the us government is pushing covid  vaccine boosters for 16 and 17yearolds without suppoing clinical data read it here  
108	RT @SharpieDj: To any branch covidians out there that may see this post and are just creaming their pants at the thought of restrictions, masks, more vaxx, etc, all being reintroduced...#covidscam https://t.co/h0H0PhfbKJ	1	0	  to any branch covid ans out there that may see this post and are just creaming their pants at the thought of restrictions masks more vax  etc all being reintroducedcovid cam 	vaxx	branch covid ans may see post creaming pants thought restrictions masks vax etc reintroducedcovid cam	  to any branch covid ans out there that may see this post and are just creaming their pants at the thought of restrictions masks more vax  etc all being reintroducedcovid cam 
109	RT @sorryantivaxxer: Day84:Deanna H Gray, 44, Rosedale, IN: Despite husband's near-fatal COVID battle, she remained anti-vaxx. She succumbed to COVID on Sep 30, 2021, weeks after sharing reluctance to vaccinate due to vaccinated individuals spreading virus. #480daysoffacepalm https://t.co/tvOKCpc2az	1	0	  day84deanna h gray 44 rosedale in despite husbands nearfatal covid battle she remained antivax  she succumbed to covid on sep 30 2021 weeks after sharing reluctance to vaccinate due to vaccinated individuals spreading virus 480daysoffacepalm 	vaxx	day84deanna h gray 44 rosedale despite husbands nearfatal covid battle remained antivax succumbed covid sep 30 2021 weeks sharing reluctance vaccinate due vaccinated individuals spreading virus 480daysoffacepalm	  day84deanna h gray 44 rosedale in despite husbands nearfatal covid battle she remained antivax  she succumbed to covid on sep 30 2021 weeks after sharing reluctance to vaccinate due to vaccinated individuals spreading virus 480daysoffacepalm 
110	RT @sorryantivaxxer: Day88: Todd Snyder, 53, an anti-vaxxer, passed away from COVID after a prolonged battle. His wife, Shari, advocated alternative treatments despite medical advice. Despite her efforts, Todd's condition worsened, leading to his demise. #480daysoffacepalm https://t.co/uWd2OqtBZ2	1	0	  day88 todd snyder 53 an antivax er passed away from covid after a prolonged battle his wife shari advocated alternative treatments despite medical advice despite her effos todds condition worsened leading to his demise 480daysoffacepalm 	vaxx	day88 todd snyder 53 antivax er passed away covid prolonged battle wife shari advocated alternative treatments despite medical advice despite effos todds condition worsened leading demise 480daysoffacepalm	  day88 todd snyder 53 an antivax er passed away from covid after a prolonged battle his wife shari advocated alternative treatments despite medical advice despite her effos todds condition worsened leading to his demise 480daysoffacepalm 
111	"RT @Stuckelberger: 🚨 ALERT‼️high risk of another criminal Psych-op (maui-type) with 30'000 people blocked in Nevada Desert mud after heavy unusual storm!Fear narrative =  ""contagious mud"" with a transmissible infection risk (never tested again!) = justifies quarantine, masks, vaxx, LAX closed…"	1	0	   alehigh risk of another criminal psychop mauitype with 30000 people blocked in nevada dese mud after heavy unusual stormfear narrative   contagious mud with a transmissible infection risk never tested again  justifies quarantine masks vax  lax closed	vaxx	alehigh risk another criminal psychop mauitype 30000 people blocked nevada dese mud heavy unusual stormfear narrative contagious mud transmissible infection risk never tested justifies quarantine masks vax lax closed	   alehigh risk of another criminal psychop mauitype with 30000 people blocked in nevada dese mud after heavy unusual stormfear narrative   contagious mud with a transmissible infection risk never tested again  justifies quarantine masks vax  lax closed
112	RT @TandaMuntrose: I'm glad that @jimmy_dore is standing up for Rape! It's about time! Jimmy Dore is a really funny, Pro-Rape comedian as well as a brilliant left wing anti-vaxx proponent. Things couldn't get better for the online left with Jimmy representing them!	1	0	  im glad that _dore is standing up for rape its about time jimmy dore is a really funny prorape comedian as well as a brilliant left wing antivax  proponent things couldnt get better for the online left with jimmy representing them	vaxx	im glad _dore standing rape time jimmy dore really funny prorape comedian well brilliant left wing antivax proponent things couldnt get better online left jimmy representing	  im glad that _dore is standing up for rape its about time jimmy dore is a really funny prorape comedian as well as a brilliant left wing antivax  proponent things couldnt get better for the online left with jimmy representing them
113	RT @teacher_choice: @jeffreyatucker For the past 30 years (at least) the standard Pharma vaxx emergency playbook has been pump-n-dump fueled by fear and government subsidies. The covid crisis was an anomaly that went BEYOND this racket.But now it seems we are back to the trusty-ol' pump-n-dump playbook again.	1	0	 _choice  for the past 30 years at least the standard pharma vax  emergency playbook has been pumpndump fueled by fear and government subsidies the covid crisis was an anomaly that went beyond this racketbut now it seems we are back to the trustyol pumpndump playbook again	vaxx	_choice past 30 years least standard pharma vax emergency playbook pumpndump fueled fear government subsidies covid crisis anomaly went beyond racketbut seems back trustyol pumpndump playbook	 _choice  for the past 30 years at least the standard pharma vax  emergency playbook has been pumpndump fueled by fear and government subsidies the covid crisis was an anomaly that went beyond this racketbut now it seems we are back to the trustyol pumpndump playbook again
114	"RT @The_Real_Fly: BRO — $MRNA SPONSORED ""SHOT OF THE DAY"" FOR MOST ANTI VAXX ATHLETE IN THE WORLDhttps://t.co/lFJYB20OxM"	1	0	 _real_fly bro  mrna sponsored shot of the day for most anti vax  athlete in the world	vaxx	_real_fly bro mrna sponsored shot day anti vax athlete world	 _real_fly bro  mrna sponsored shot of the day for most anti vax  athlete in the world
115	RT @TheeSovereignnn: @Dracogocrazy762 Vaxx free is the only way to be	1	0	   vax  free is the only way to be	vaxx	vax free way	   vax  free is the only way to be
116	"RT @then_great12233: Genesis 6:11-12: ""The earth also was corrupt before God, and the earth was filled with violence.  And God looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.""How widespread the altered DNA eventually became!MOTB = Vaxx https://t.co/nBIqKrIaKe"	1	0	 _great12233 genesis 61112 the eah also was corrupt before god and the eah was filled with violence  and god looked upon the eah and behold it was corrupt for all flesh had corrupted his way upon the eahhow widespread the altered dna eventually becamemotb  vax  	vaxx	_great12233 genesis 61112 eah also corrupt god eah filled violence god looked upon eah behold corrupt flesh corrupted way upon eahhow widespread altered dna eventually becamemotb vax	 _great12233 genesis 61112 the eah also was corrupt before god and the eah was filled with violence  and god looked upon the eah and behold it was corrupt for all flesh had corrupted his way upon the eahhow widespread the altered dna eventually becamemotb  vax  
117	RT @TheoFleury14: We aren't anti vaxx we are anti bio weapons. Get it straight.	1	1	  we arent anti vax  we are anti bio weapons get it straight	vaxx	arent anti vax anti bio weapons get straight	  we arent anti vax  we are anti bio weapons get it straight
118	RT @TheRISEofROD: Canada is full-blown Vaxx and Mask Totalitarianism Canuck Cuck https://t.co/ApbcucEbpT	1	0	  canada is fullblown vax  and mask totalitarianism canuck cuck 	vaxx	canada fullblown vax mask totalitarianism canuck cuck	  canada is fullblown vax  and mask totalitarianism canuck cuck 
119	RT @TheRISEofROD: Congrats to all my fellow Purebloods for avoiding the Vaxx.	1	0	  congrats to all my fellow purebloods for avoiding the vax 	vaxx	congrats fellow purebloods avoiding vax	  congrats to all my fellow purebloods for avoiding the vax 
120	RT @TheRISEofROD: Misinformation = Truth calling out Covid Vaxx Mask Plandemic bullshitDisinformation = Truth calling out Climate Hoax bullshitThere is an Information War against the fucking Truth.Fuck WEF Fuck UN Fuck NWO	1	0	  misinformation  truth calling out covid vax  mask plandemic bullshitdisinformation  truth calling out climate hoax bullshitthere is an information war against the fucking truthfuck wef fuck un fuck nwo	vaxx	misinformation truth calling covid vax mask plandemic bullshitdisinformation truth calling climate hoax bullshitthere information war fucking truthfuck wef fuck un fuck nwo	  misinformation  truth calling out covid vax  mask plandemic bullshitdisinformation  truth calling out climate hoax bullshitthere is an information war against the fucking truthfuck wef fuck un fuck nwo
121	RT @TheRISEofROD: Thank God I was smart enough to pass on the vaxx despite massive peer pressure from family and propaganda by Big Pharma backed government.Be Prepared for Plandemic 2.0 https://t.co/Lewo8zLiJw	1	0	  thank god i was sma enough to pass on the vax  despite massive peer pressure from family and propaganda by big pharma backed governmentbe prepared for plandemic 20 	vaxx	thank god sma enough pass vax despite massive peer pressure family propaganda big pharma backed governmentbe prepared plandemic 20	  thank god i was sma enough to pass on the vax  despite massive peer pressure from family and propaganda by big pharma backed governmentbe prepared for plandemic 20 
122	RT @theserfstv: An entire 🧵showing all the receipts of Jimmy Dore not only accepting thousands of dollars from a billionaire to promote anti-vaxx hysteria but admitting to it	1	0	  an entire showing all the receipts of jimmy dore not only accepting thousands of dollars from a billionaire to promote antivax  hysteria but admitting to it	vaxx	entire showing receipts jimmy dore accepting thousands dollars billionaire promote antivax hysteria admitting	  an entire showing all the receipts of jimmy dore not only accepting thousands of dollars from a billionaire to promote antivax  hysteria but admitting to it
123	"RT @TiffMoodNukes: When they tell us to vaxx up and mask up, I will not breach my lifelong contract with ""Fuck"" and ""You"" to comply"	1	0	  when they tell us to vax  up and mask up i will not breach my lifelong contract with fuck and you to comply	vaxx	tell us vax mask breach lifelong contract fuck comply	  when they tell us to vax  up and mask up i will not breach my lifelong contract with fuck and you to comply
124	"RT @TisWhoWeAre: ""We Will Not Comply"" .  You're already dying of COVID at much higher rates than we are, silly Trumpers.  We mask and vaxx, you don't, you keep dying of COVID at much higher rates.  Simple."	1	0	  we will not comply   youre already dying of covid at much higher rates than we are silly trumpers  we mask and vax  you dont you keep dying of covid at much higher rates  simple	vaxx	comply youre already dying covid much higher rates silly trumpers mask vax dont keep dying covid much higher rates simple	  we will not comply   youre already dying of covid at much higher rates than we are silly trumpers  we mask and vax  you dont you keep dying of covid at much higher rates  simple
125	"RT @va_shiva: #9 - Here's #BigPharma's Brahmin BROWN-NOSER all in for BIDEN's pro-VAXX mandating rollout to ALL ADULTS:""Biden says all adults will be vaccine eligible by May 1. That's GOOD NEWS. Give credit where due""-Vivek SNAKE, 3/11/21 https://t.co/kdBVlNOVqG"	1	0	 _shiva   heres bigpharmas brahmin brownnoser all in for bidens provax  mandating rollout to all adultsbiden says all adults will be vaccine eligible by may 1 thats good news give credit where duevivek snake 31121 	vaxx	_shiva heres bigpharmas brahmin brownnoser bidens provax mandating rollout adultsbiden says adults vaccine eligible may 1 thats good news give credit duevivek snake 31121	 _shiva   heres bigpharmas brahmin brownnoser all in for bidens provax  mandating rollout to all adultsbiden says all adults will be vaccine eligible by may 1 thats good news give credit where duevivek snake 31121 
126	RT @va_shiva: In 2020, when I ran for US SENATE, GOVT was pushing Mask MandatesWe DEFIED this unscientific nonsense &amp; held massive rallies W/O MASKS &amp; educated folks ON BOOSTING IMMUNITY Meanwhile Joe Kennedy, who Booby F'n Kennedy ENDORSED, was Pro-Vaxx &amp; Pro-Maskhttps://t.co/SeNWf5JwVO	1	0	 _shiva in 2020 when i ran for us senate govt was pushing mask mandateswe defied this unscientific nonsense  held massive rallies wo masks  educated folks on boosting immunity meanwhile joe kennedy who booby fn kennedy endorsed was provax   promask	vaxx	_shiva 2020 ran us senate govt pushing mask mandateswe defied unscientific nonsense held massive rallies wo masks educated folks boosting immunity meanwhile joe kennedy booby fn kennedy endorsed provax promask	 _shiva in 2020 when i ran for us senate govt was pushing mask mandateswe defied this unscientific nonsense  held massive rallies wo masks  educated folks on boosting immunity meanwhile joe kennedy who booby fn kennedy endorsed was provax   promask
127	RT @VeBo1991: Plandemic Chapter 2 : The CDC's new purchase order for 20M pediatric vaxx worth $1.8B . The order was organized in June 👇👇👇 https://t.co/otJCguO1NX	1	0	  plandemic chapter 2  the cdcs new purchase order for 20m pediatric vax  woh 18b  the order was organized in june  	vaxx	plandemic chapter 2 cdcs new purchase order 20m pediatric vax woh 18b order organized june	  plandemic chapter 2  the cdcs new purchase order for 20m pediatric vax  woh 18b  the order was organized in june  
128	"RT @vgclements1: 💥IT FINALLY COMES OUT: 'IVERMECTIN' IS THE WONDER DRUG THAT ""CONSPIRACY THEORISTS"" SAID IT WAS‼️*It's So Effective that it's Still Banned in the Tyrannical State of Canada! Maybe it helps with Vaxx-Injuries? Wouldn't want anything Helpful left on the Market!#MedicalMafia"	1	1	  it finally comes out ivermectin is the wonder drug that conspiracy theorists said it wasits so effective that its still banned in the tyrannical state of canada maybe it helps with vax injuries wouldnt want anything helpful left on the marketmedicalmafia	vaxx	finally comes ivermectin wonder drug conspiracy theorists said wasits effective still banned tyrannical state canada maybe helps vax injuries wouldnt want anything helpful left marketmedicalmafia	  it finally comes out ivermectin is the wonder drug that conspiracy theorists said it wasits so effective that its still banned in the tyrannical state of canada maybe it helps with vax injuries wouldnt want anything helpful left on the marketmedicalmafia
129	RT @vgclements1: 💥Trump Keeps Using the Spanish Flu (SF)/100 Million Deaths to Justify Warp Speed &amp; the Experimental mRNA Jabs‼️ *Problem with that is: the Spanish Flu (like Covid) was a Hoax...Both Were Genocidal Mass Vaxx Campaigns! Do Your Own Research or Read Below.https://t.co/7AZ7lg18oY	1	1	  trump keeps using the spanish flu sf100 million deaths to justify warp speed  the experimental mrna jabs problem with that is the spanish flu like covid  was a hoaxboth were genocidal mass vax  campaigns do your own research or read below	vaxx	trump keeps using spanish flu sf100 million deaths justify warp speed experimental mrna jabs problem spanish flu like covid hoaxboth genocidal mass vax campaigns research read	  trump keeps using the spanish flu sf100 million deaths to justify warp speed  the experimental mrna jabs problem with that is the spanish flu like covid  was a hoaxboth were genocidal mass vax  campaigns do your own research or read below
130	"RT @Windoctorx: During the Covid Pandemic of 2020 DC Politicians were EXEMPT from taking the ""lifesaving"" vaxx.Guess what's gonna happen in 24?"	1	0	  during the covid pandemic of 2020 dc politicians were exempt from taking the lifesaving vax guess whats gonna happen in 24	vaxx	covid pandemic 2020 dc politicians exempt taking lifesaving vax guess whats gonna happen 24	  during the covid pandemic of 2020 dc politicians were exempt from taking the lifesaving vax guess whats gonna happen in 24
