	Text	Vaccine content	Vaccine safety	Filter
16	 @vgclements1: 💥trump keeps using the spanish flu (sf)/100 million deaths to justify warp speed &amp; the experimental mrna jabs‼️ *problem with that is: the spanish flu (like covid) was a hoax...both were genocidal mass vaxx campaigns! do your own research or read below.https://t.co/7az7lg18oy	1	1	vaxx
17	75% of vaxx-induced myocarditis victims will die.	1	1	vaxx
18	by now every american knows someone in their own circles who got vaxx damaged. cancer rate has skyrocketed since the jabs.  you should never trust the government that comes to power via fraud.https://t.co/sjgwt4noei	1	1	vaxx
19	how many people do you know that have #diedsuddenly ? thx john galt. heard of the vaxx antidote? https://t.co/x1hzjdrgr3	1	1	vaxx
20	https://t.co/bnxwew4rsa	1	1	vaxx
21	if you take any of those vaxx shots you actually heighten the chances of u becoming ill/dying idk how it's still being promoted on the radio!	1	1	vaxx
22	in 2003 my youngest kids were seriously vaxx injured. i figured it out by looking back at my late stepdaughters vaxx records when she was mis diagnosed with hiv. i then saw how every single mf org including chd sells out for pharma $. listen to the moms who are dissenters &amp; not…	1	1	vaxx
23	study finds 1 in 35 moderna booster recipients suffered vaxx-related heart damage https://t.co/tmanuy9lt1	1	1	vaxx
24	yes ‼️                   the vaxx is poison. https://t.co/abuwzd7c9f	1	1	vaxx
25	🚨 new blog post ale 🚨🔥 in a stunning turn of events, mr. pfizer exposes the truth behind injured ny jets qb aaron rodgers' jab at kc's travis kelce for advocating the covid-19 vaxx. don't miss out! 👉 read the full story here: https://t.co/qd4rolxjxo	1	1	vaxx
26	" @17thankq: all i keep seeing is it's trump's vaxx, he pushed it, warp speed……..blah blah blahremember this one????the biden administration ""is still trying to locate upwards of 20 million vaccine doses that have been sent to states."" they just ""disappeared"" right after biden took…"	1	0	vaxx
27	 @17thankq: burning man psyop ✅covid psyop ✅election psyop ✅9/11 psyop ✅elections psyop ✅all vaxx psyop ✅education psyop ✅taxes psyop ✅train derailment psyop ✅fires psyop ✅medicine psyop ✅msm psyop ✅jan 6 psyop ✅indictments psyop ✅impeachment psyop ✅can we all…	1	0	vaxx
28	" @17thankq: desantis is still trying to push ""it's trump's fault"" what do you think? who's vaccine hurt people? who made mandates for it? i've said this many times the vaxx was switched and nobody got ""hurt"" on trump's vaxx. did you hear trump say 1917 again? why does he keep referring to…"	1	0	vaxx
29	 @17thankq: no masksno vaxxno plastic barriers that don't workno social distancing no two weeks to slow the spreadno communismno aid to foreign countriesno patriot frontno blmno antifano dewsno illegal immigration no drug traffickingno child trafficking no human traffickingno… https://t.co/9hoautzk3n	1	0	vaxx
30	 @17thankq: now that they are pushing the vaxx again , let's revisit this video by @jamesokeefeiii and that @pfizer knows our antibodies are better than their own vaxx!!!!!!!!@robschneider @catturd2 https://t.co/yhtgeemquv	1	0	vaxx
31	 @1960cherelle: you have to be a special kind of stupid, if you let your 6 month old baby get the vaxx.  kind of a late term abortion for sure.	1	0	vaxx
32	 @4winds_: i see doors open on border wall❌ but, why does the wall have so many doors in the first place?🔥 does anyone else get the feeling that maybe we should utilize these doors to get out, before they close them❌ digital id❌ cbdc❌ soc cred score🩸 disease x (vaxx zombies)	1	0	vaxx
33	 @7thenumber7:  if you never took the covid vaccine and if you were never even tested!got my fake vaxx cardjust like @findgg33 saidf the mainstream mediaf bidenf lockdownsi will not comply	1	0	vaxx
34	" @abortionchat: for the anti vaxx crowd -my roommate and i both have covid. i had my ""rough"" day tuesday. fever, backache, headache. took excedrine. now small cough but i'm fine.my unvaccinated roommate? yea - he's miserable."	1	0	vaxx
35	 @ak4wa: @timpnw98104 the allergy issue for vaxx vs. unvaxx'd is insane.  the data alone would wake up anyone if they were serious about seeing it.unreal.	1	0	vaxx
36	 @alifeofinsanity: with the covid virus coming back in escalating numbers the party of pro life is flexing their muscles and pushing an anti vaxx campaign to insure their constituents have a better chance of catching the virus and witching being hospitalized or dying. if your dead you can't vote…	1	0	vaxx
37	 @amandasmylife: i asked dan bongino how he could continue to grift off of and support trump because of trump's failure to admit the vaxx is unsafe and ineffective. bongino admitted on his show he regretted taking the vaxx. i simply asked if he'd lost his principles. well he's definitely thin… https://t.co/eriav4m9bc	1	0	vaxx
38	 @amandasmylife: i followed gunther for years and he followed me back. everything was fine until i left vaxx daddy's cult. the cult continues to mock anyone not in the cult for any reason even engages in personal attacks when someone posts something very personal like patriot grammy did hoping it…	1	0	vaxx
39	 @amanincan1: if your a 'pure blood' and anti vaxx but you still eat like shit and drink beerhave you really escaped government tyranny?the deepest tyranny lives in our own habits	1	0	vaxx
40	" @ames2420: my girls and i didn't take the vaxx.  my youngest daughter's pediatrician  and i almost had an altercation...because he kept trying to make me agree to let him give her one.   finally i told him to "" drop it already"".... https://t.co/oq6kuwsnl1"	1	0	vaxx
41	 @ames2420: that will be a no from me dawg!!   not gonna happen.   didnt get it last time, sure as hell not getting the vaxx this time. https://t.co/yydwde2lcq	1	0	vaxx
42	 @anthonyjouve1: #doctoctoc vous vous souvenez que pour les femmes enceintes, même le doliprane c'est risqué.en fait, tout médicament expose les femmes enceintes à des risques.pourtant, les vaxx covid c'est open bar... aucun risque !!!ben en fait, c'était encore un mensonge #complotisme	1	0	vaxx
43	 @armedpatriot45: don't wanna close the border??wanna keep allowing millions of untested illegal aliens into america??fine!but take your mask, vaxx &amp; any other bloody mandate you tout &amp; shove it up your arse, @thedemocrats!#fjb#fdemocrats#fyourmask#plandemic#covidiots#dontcomply https://t.co/eazhk9vv55	1	0	vaxx
44	 @armedpatriot45: make no mistake, vaxx extremists who wanted &amp; want to ostracize us from society, will not be forgotten!there'll be no forgiveness nor amnesty, ever, for those who wish us harm &amp; kept us from family, for not acquiescing to their absurd mandates!#covid #covidiots#dontcomply	1	0	vaxx
45	 @armedpatriot45: no nazi gov't, mandated mask nor vaxx will eradicate #covid, so der fuhr @joebiden, your gestapo &amp; supporters, can take your dictatorial decrees &amp; shove them up your arse!you're kicking a hornet's nest...tread lightly!#fjb#fdemocrats#covidiots#plandemic#donotcomply https://t.co/tpmd9hhfln	1	0	vaxx
46	 @armedpatriot45: no, i will not sit down!no, i will not be quiet!no, i will not #mask up!no, i will not vaxx up!no, i will not comply!don't like it??ts!stay home &amp; hide, like the lab rat you are!#plandemic#covidiots#fyourmask #dontcomply #democratsarestupid https://t.co/wndlhebedg	1	0	vaxx
47	 @armybarb7: isn't nicki vaxx tweet still up and she had the government dragging her ass ...lol yall think she cares about leelovesbey opinions 😭🤣🤣🤣🤣	1	0	vaxx
48	 @authorcial: truth matterswhat the covid scamdemic was all about and what the vaxx really do @authorcial #iob #iot #bluebooth #humanantennae #markofthebeasthttps://t.co/w6yhwsjdvs	1	0	vaxx
49	 @backtolife_2023: there is no such thing as an anti-vaxx. if anyone raises questions or is hesitant about it, it doesn't make one antivaxx. that makes one a critical thinker and not just one that follows instruction blindly.	1	0	vaxx
50	 @brockriddickifb: people who:1. comply with vaxx out rolls. 2. attain medical exemption 3. forge vaxx certificationare exactly the same.all of them promote the vaxx rollout infrastructure. the only way to resist - is full-out, blunt, direct, straight unjustified refusal to comply.	1	0	vaxx
51	 @busydrt: psych drugs not working - don't worry though, guessing it won't be long before there's a vaxx for that 😷 https://t.co/vamvkwq7m6	1	0	vaxx
52	" @cernovich: where were conservatives in 2019? they were calling them ""crazy anti vaxx moms."" i remember it well."	1	0	vaxx
53	 @claytravis: aaron rodgers went to watch novak djokovic play at the us open and crossed out moderna's logo on the tennis court and praised novak for refusing to get the covid shot. love it: https://t.co/0ig2wceecn	1	0	vaxx
54	 @clif_high: in a period of hypernovelty, the old social engineering normative processes will not hold. the 'officialdom narradigm' is one of the major, visible first failures.  officialdom says 'vaxx is safe'....well, what do the people know &amp; do? this will escalate bigly ovr next 8 months	1	0	vaxx
55	" @cygnus_321: jimmy dore, who insisted that socialists align w/oath keepers and libertarians (who consider us ""inhuman scum"") at the 'rage' rally in march trashes his friend &amp; politically ally cornel west for calling trump a fascist and refusing to promote his deranged anti-vaxx campaign. https://t.co/e9ugt7ueql"	1	0	vaxx
56	" @diedsuddenly_: @floriogina stew peters gives some background on ""no-vaxx djokovich"" and how he is the greatest sports hero of our time - even if cowardly corporations like disney-owned espn refuse to acknowledge it. https://t.co/vc5dmyblfl"	1	0	vaxx
57	 @diedsuddenly_: novak djokovic wins first tournament in usa after being allow back on us soil after refusing the covid vaccine. @floriogina discuss how refusing to get the vaxx is the reason he's still able to perform as the greatest even at 36-years-old. full video: https://t.co/emzz5bxych https://t.co/jvoohknkzn	1	0	vaxx
58	 @doodlestrks: many people took the vaxx, i think it was dumb af, i think it gave them the ability to try and mandate it..i'm not sure of your point, desantis took it too and helped push it in his state with many live vaxx campaigns...	1	0	vaxx
59	 @drjulieponesse: very clearly, the c-vid vaxx mandates were unjustified but it isn't clear to me that health care mandates are ever justified.@twccanadahealth	1	0	vaxx
60	 @eddieconroy10: gates is in bed with  cia &amp; they knew covid was already being released &amp; was the vehicle for people to take the vaxx. you know the one they planned when he gave the mind control/god gene shut off to control extremist, 2005 video. event 201 oct 2019 corona virus exercise,he knew	1	0	vaxx
61	 @ellamaulding: ken paxton has worked to end the invasion at the texas border, defend families from the gay mafia, preserve 2a, ensure vaxx-choice, and has faithfully stood by our leader, donald trump. this is why #txlege needs him impeached. an enemy of the government is a friend of mine.	1	0	vaxx
62	 @evalization: sooo 4 different women including a minor are accusing russell brand of sex assault, abuse and rape because he is anti-vaxx and doesn't support ukraine…that's the angle y'all pushing??🧍🏿‍♀️im sure tucker et all would be condemning him had he still been a bernie bro https://t.co/atbyiewobo	1	0	vaxx
63	 @famous14u: spike protein ordered nov 2019 unc chapel hill modified messenger rna gene therapy manufactures spike protein. body becomes a manufacturing plant. these companies never produced a vaxx in the past. paid over 2 billion in fines.	1	0	vaxx
64	 @fievel131: @acyn welp, if that's not reason enough not to vote for him, he stated he would appoint his anti vaxx surgeon general as sg.also, note this: https://t.co/mghajeon15	1	0	vaxx
65	 @genefortexas: covid-19 has disproportionately killed more republicans because of policies like this and consistent anti-vaxx attitudes by republican leaders.but, if the governor is fine with this, then i'm good too.	1	0	vaxx
66	 @georgefareed2: veritas: joe ladapo,md, on lack of efficacy, adverse reactions and increase in susceptibility post c-19 vaxx. ⁦@flsurgeongen⁩ ⁦@p_mcculloughmd⁩ ⁦@btysonmd⁩ ⁦@drsimonegold⁩ ⁦@vigilantfox⁩ ⁦@sabinehazanmd⁩ ⁦@seanhannity⁩ ⁦@klveritas⁩ https://t.co/yn3o2eizto	1	0	vaxx
67	 @giammacool: the c0vid vaxx is an obvious scam.as a woman, don't build a future with any man who fell for it. you can't expect them to provide accurate guidance for you and your kids if they couldn't lead themselves through this hoax.	1	0	vaxx
68	 @gianni340121: the #nwo #agenda2030 plans sunk in yet?𝙒𝙝𝙤: wef, racketeers, who, medical-mafia, gov-ds𝙒𝙝𝙖𝙩: money-for-players, control, death𝙃𝙤𝙬: extortion, fear, power/food/fuel shortage, vaxx#wewillnotcomply#wewillnotforget#usconstitution#sovereignty https://t.co/xa4twjhn44	1	0	vaxx
69	 @godfatherparte2: you want to mask up?knock yourself out!you want to vaxx and booster up 20 times?have at it!!just don't expect rational, clear thinking folks to play along!😷💉😷💉😷💉😷💉😷 https://t.co/gnqj2uzjkl	1	0	vaxx
70	 @goober_finchley: @rich10e vaxx	1	0	vaxx
71	 @greeneyedbo13: @travis_in_flint they never got the vaxx, if they show it in public, they got saline. it's all make believe!!	1	0	vaxx
72	 @gyamey: 💉 vaccinate adolescent girls and boys there are many benefits to giving the hpv vaccine to all adolescents—boys and girls aged 11-12i wish i'd been vaccinated at that age (the vaccine wasn't around at the time); our son will get the vaxx when he turns 11	1	0	vaxx
73	 @hoggman_memes: the last mandated vaxx worked so well,  covid is back! and they want to mandate an even deadlier round of shots because they couldn't kill off enough of you dummies the first time around. good luck! #donotcomply #donotcomplyever #trump2024 https://t.co/rl58jjrpng	1	0	vaxx
74	 @infamouslucia: the anti-vaxx cult doesn't think this could happen to them or their spawn.	1	0	vaxx
75	 @jabbyjanene: i got fucking time today- i am not here for anyones mess- stop speculating stop with the vaxx shit-stop posting on ig - its not anyones news to share unless the family has instructed people to do so- and i am sure marnie would be the only one they trust to give info-idiots	1	0	vaxx
76	 @janetbeckman19: @alx @steviestacks84 vaxx kicking in time for him to resign	1	0	vaxx
77	 @jdemoor: i find it amazing that the florida gqp is still trying to kill their own voters through anti-vaxx and anti-mask propaganda.can anybody tell me why?  buehler?  buehler?	1	0	vaxx
78	 @jeninyounesesq: the fifth circuit just issued an excellent decision saying that the fda acted outside of its delegated authority when it tweeted that people shouldn't take ivermectin. the decision is available below, &amp; is applicable in censorship &amp; vaxx mandate cases 1/https://t.co/4vjldm3r9c	1	0	vaxx
79	 @jenn10007: we've been told for 3 years sit down, shut up, put your masks on, get a fauity vaxx, cancei hoiidays, iock yourself in your house, and accept an iiiegitimate presidency. hard pass!	1	0	vaxx
80	 @jeremynewberger: being a bigoted slob is not enough for the pie crust lady. she also wants to be anti-vaxx.	1	0	vaxx
81	 @jessicam6946: i will be getting my covid &amp; flu vaxx after work in the morning.  i hope y'all get them asap.  some info for anyone uninsured or underinsured! https://t.co/tybofqbdrp	1	0	vaxx
82	" @jimmy_dore: https://t.co/r6vme58lesthis is for my comedian friends who still repeat the big pharma lie that ""nobody ever said the vaxx would stop the transmission of covid virus"" here is everyone saying it:"	1	0	vaxx
83	 @jimmy_dore: the jimmy dore show is live! now!rfk jr. says dems rigging primary against him! moderna lauds ant-vaxx athlete!featuring dr. robert epstein @drrepstein,craig pasta jardula @yopasta, kurt metzger @kurtmetzger&amp; stef zamorano @miserablelib plus fun with mike macrae… https://t.co/yqpxwybban	1	0	vaxx
84	" @krossny1: fond memories of beltway traffic killing the qanon/anti-vaxx ""people's convoy"""	1	0	vaxx
85	 @laurellaw_: @resistitalltx @kansaspider the article quoting desantis was published july 21, 2021 at 3:29 pm. same time everyone was saying that crap. fact: he didn't lock florida down.fact: he didn't force the vaxx.fact: he didn't make people were masks.	1	0	vaxx
86	 @lee_ritz: to the ob/gyn's who pressured young pregnant moms to take the vaxx, even when they were very reluctant to, i hope you're proud of yourselves. you know for certain there will be no long-term side effects. oh, and how exactly do you know this? /14	1	0	vaxx
87	 @lisahudsonchow7: 🚨vaxx street🚨651a@lisahudsonchow7@pat300000@aguyontw_tter@freethankelon@pokemom2r@stevealex140@greywolfv2@saltlife177@pgh_buz@bagel69er@chrislilbooksto@nolacookpatriot@whyohyme1@magakag_st3v3_i@lsgamike@misfitnici@mbgausa@blancoloco420@cburnsley @siirsl_ https://t.co/yos5xxi8wc	1	0	vaxx
88	 @madmotormant: @rickydoggin isn't it amazing about a variant they told us about in august already has an approve vaxx. (moderna) which supposedly protects from this new variant. hmm so fast???? https://t.co/sksixwccpa	1	0	vaxx
89	 @majgencybercmd: do you regret getting the vaxx? repost @judyannaggie @vossex @jimmyjoeyam @p2neus @renaegarner66 @zerodarkkitty @csexi4 @myeveningout @abscbnnews @kelseyhthemodel @mlucoji @michaeljfell	1	0	vaxx
90	" @malachiteriot: this is the same shit like when all of those fucking anti-vaxx, anti-mask shitheads were calling themselves ""lions"".  these idiots see themselves as big, strong, aggressive beasts, when at best they're just bullies who act like assholes &amp; intentionally fuck things up for everyone"	1	0	vaxx
91	 @mamadoctorjones: i made an informercial to advertise dr. mary bowden's anti-vaxx practice, but she blocked me so i can't send it to her. https://t.co/3bhw5jfgdz	1	0	vaxx
92	 @mamafanbts: every. single. day. this guy posts a new video reviewing bts. and look how many likes he is getting?? but he is homophobic, anti-vaxx, pro-trump, and he is just using us to line his pockets. these are some of his likes on twt. army, we are smarter than this!!! do not engage!! https://t.co/iohk0lpwzm	1	0	vaxx
93	 @mariaelenajmj: for me it was when they were offering free donuts if you got the vaxx,and when liquor stores and walmart were allowed to stay open but not churches.	1	0	vaxx
94	" @mattgertz: 6. and that's when i discovered that the daily caller has a ""cardiac arrest"" tag it started using in january, when nfl player damar hamlin's on-field collapse after getting hit in the chest triggered a wave of anti-vaxx theories. https://t.co/ebo0fcgszi"	1	0	vaxx
95	 @matthewdmarsden: even though masks do absolutely nothing… and all of these clowns have more than likely taken the vaxx, they are still doing this. this has nothing to do with science or any kinds of logic.it's brainwashing.	1	0	vaxx
96	 @matthewdmarsden: why would the studios end the strike with sag? they have no incentive to do that. btw, thousands of actors are going to lose their health insurance because of the strike. the big hitters won't. they also stopped us from working if we wouldn't take the covid vaxx.let it burn	1	0	vaxx
97	 @maura_resister: destupid will install his ant-vaxx quack surgen general as head of the cdc should he become presultimately thrusting the u.s. into the dark agesfl's surgen general will leave covid up to godyou read that, righthttps://t.co/krpzw42ytq https://t.co/xdf7elwxjg	1	0	vaxx
98	 @melina_lacy: @paytonronald47 @carolinehertz our local independent pharmacies stopped given covid vaccines.also both pharmacists i spoke with at local pharmacy regret getting and giving vaxx.	1	0	vaxx
99	 @mike_sweeney_13: @inversionism third avenue ale house kicked my son w autism out of their outdoor seating area because of no vaxx card. it was never required for outdoor seating in nyc. ever.they told my wife it was to protect their employees. https://t.co/u5efwz20y5	1	0	vaxx
100	 @mikedorstewitz: and hilariously, @sharylattkisson, uses doctor jill biden catching covid to drop media/lefty/branch covidians pushing vaxx https://t.co/bypj5axndi	1	0	vaxx
101	 @most_maximus1: so the vaxx didn't help and neither did the mask, but she still promotes both. imagine getting your dog a flea collar that didn't prevent fleas and then promoting said flea collar. these people are hilariously insane. https://t.co/cubgqoe7tj	1	0	vaxx
102	 @myriampalomba: inflation au top, impôts en hausse, hôpital en vrac, étudiants en détresse, mortalité infantile exceptionnelle, retraites, émeutes, chômage…merci aux électeurs de macron. ils vont pouvoir tout oublier en accusant les non vaxx de tous les maux. y a un super variant qui arrive…	1	0	vaxx
103	" @n0ralalala: ""was he vaxed?""""why would you ask that man. he was hit by a car. someone died dude that's not cool.""""i see. the vaxx impaired his fine motor control and he swerved into a car, killing himself.""""the car hit him man.""""i see. was the driver of the car vaxed?""""...."""	1	0	vaxx
104	 @nomoredon8: @annahitamahdavi @realtimblack in my extended family of all shades (brown/black/white), covid &amp; the vaxx were acute issues, having lost some of our family. that's pretty callous of you, you don't speak for all poc, and it's pretty callous how @cornelwest praised #fauci, a man responsible for countless deaths.	1	0	vaxx
105	 @nrsmaine: so - janet &amp; dora finally nuke the vaxx mandate - why now? too many new arrivals they hired refusing to submit? the mills tyranny has all but decimated our healthcare systems. thousands lost their jobs, patients left without care - too late now.🤬 https://t.co/xdjmpbtfu3	1	0	vaxx
106	 @operhealamerica: how can we be one nation under god w an admin that thinks they're above god?1. open borders for illegal votes, fentanyl, terrorists, and ht2. deep state corruption3. election fraud4. two-tiered injustice system5. covid-19 vaxx crisis/cover-up6. race/class/culture war7.…	1	0	vaxx
107	 @paulvsheridan: an introduction to my recent interview on stew peters tv, complete interview here: https://t.co/tlgwbedy9h https://t.co/aqleizdddq	1	0	vaxx
108	 @pceprize: @realoumagagirl @magabuttercup the vaxx / boosters will end you &amp; blowout your heart via bloodclots.   evidence is widespread and easy to find.	1	0	vaxx
109	 @politibunny: vaccinated and boosted. huh.sharyl attkisson uses doctor jill biden catching covid to drop media/lefty/branch covidians pushing vaxx https://t.co/7dxn665nqb	1	0	vaxx
110	" @realchrislangan: ""please explain why, if the entire primitive, backward continent of africa is being weaponized against every western (white) nation in such a way as to leave most nonwhite nations perfectly intact, israel had one of the aggressive vaxx policies of all countries?""very well.… https://t.co/zjld2zq1ey"	1	0	vaxx
111	 @remroum: being an anti-vaxx covid conspiracy theorist is a right wing position. it's not a smear to call that person right wing, they are. being critical of the us government, big pharma or the mainstream media doesn't automatically make you a leftist	1	0	vaxx
112	 @repmaryfranson: *never been a judge.*never been a prosecutor.*6 years of law firm experience.*buds with walz's chief of staff*received an award for drafting walz's shutdown, mask and vaxx up executive orders.	1	0	vaxx
113	 @repmaryfranson: winter of death. vaxx up and vaxx up often.	1	0	vaxx
114	 @resistitalltx: @kansaspider it's exactly what he said.  do you really believe the lies that he didn't lock florida down, force the vaxx and make people wear masks?  my god.  i have tons of video.  wake up.	1	0	vaxx
115	 @revelation2041: the fda are having some very interesting medications pulled from store shelves.doing it in september of all months makes it even more interesting.meanwhile, the same fda has approved a covid-19 vaxx that has been tested on 4 rats. 4 rats. https://t.co/ldswwv1i94	1	0	vaxx
116	 @rnkst7: ☠️bidenz vaxx oppression☠️@emma6usa @bagel69er @chloe4djt @rnkst7 @toscaausten @4mischief @gitmo99 @rickster_75 @rrrrrrrickrock @garywalters66 @tutukane @tannermaze6 @paulmer53 @el4usa @gabinga1 @injunjoe2726 @ikennect @j0ker937 @pgh_buz @indymagz @patriotinsf @baddaddee @rl9631 https://t.co/ihpkgm2ftm	1	0	vaxx
117	 @sander_vdlinden: let's be clear: negative emotions play a key role in misinfo. most anti-vaxx websites use emotional appeals, they do so b/c we know activating emotions makes people more likely to fall for fake news. tons of work shows higher prevalence of emotion in fake news.🧵here's &gt;20 papers	1	0	vaxx
118	" @sayerjigmi: arabella's anti-vaxx watch astroturf 501c3 popup co-authored the ""disinformation dozen"" fraudulent and slanderous report with ccdh that was distributed globally, and now this soros , ford foundation, and gates funded juggernaut are being held accountable for their ""dark money""…"	1	0	vaxx
119	" @senrandpaul: dr. @martymakary is a professor at johns hopkins school of medicine. he wrote in the wall street journal: ""the u.s. government is pushing covid-19 vaccine boosters for 16- and 17-year-olds without supporting clinical data."" read it here: https://t.co/ltbc2j6ag6 https://t.co/xahyh5ssjn"	1	0	vaxx
120	 @sharpiedj: to any branch covidians out there that may see this post and are just creaming their pants at the thought of restrictions, masks, more vaxx, etc, all being reintroduced...#covidscam https://t.co/h0h0phfbkj	1	0	vaxx
121	 @sorryantivaxxer: day84:deanna h gray, 44, rosedale, in: despite husband's near-fatal covid battle, she remained anti-vaxx. she succumbed to covid on sep 30, 2021, weeks after sharing reluctance to vaccinate due to vaccinated individuals spreading virus. #480daysoffacepalm https://t.co/tvokcpc2az	1	0	vaxx
122	 @sorryantivaxxer: day88: todd snyder, 53, an anti-vaxxer, passed away from covid after a prolonged battle. his wife, shari, advocated alternative treatments despite medical advice. despite her efforts, todd's condition worsened, leading to his demise. #480daysoffacepalm https://t.co/uwd2oqtbz2	1	0	vaxx
123	" @stuckelberger: 🚨 ale‼️high risk of another criminal psych-op (maui-type) with 30'000 people blocked in nevada desert mud after heavy unusual storm!fear narrative =  ""contagious mud"" with a transmissible infection risk (never tested again!) = justifies quarantine, masks, vaxx, lax closed…"	1	0	vaxx
124	 @tandamuntrose: i'm glad that @jimmy_dore is standing up for rape! it's about time! jimmy dore is a really funny, pro-rape comedian as well as a brilliant left wing anti-vaxx proponent. things couldn't get better for the online left with jimmy representing them!	1	0	vaxx
125	 @teacher_choice: @jeffreyatucker for the past 30 years (at least) the standard pharma vaxx emergency playbook has been pump-n-dump fueled by fear and government subsidies. the covid crisis was an anomaly that went beyond this racket.but now it seems we are back to the trusty-ol' pump-n-dump playbook again.	1	0	vaxx
126	" @the_real_fly: bro — $mrna sponsored ""shot of the day"" for most anti vaxx athlete in the worldhttps://t.co/lfjyb20oxm"	1	0	vaxx
127	 @theesovereignnn: @dracogocrazy762 vaxx free is the only way to be	1	0	vaxx
128	" @then_great12233: genesis 6:11-12: ""the earth also was corrupt before god, and the earth was filled with violence.  and god looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.""how widespread the altered dna eventually became!motb = vaxx https://t.co/nbiqkriake"	1	0	vaxx
129	 @theriseofrod: canada is full-blown vaxx and mask totalitarianism canuck cuck https://t.co/apbcucebpt	1	0	vaxx
130	 @theriseofrod: congrats to all my fellow purebloods for avoiding the vaxx.	1	0	vaxx
131	 @theriseofrod: misinformation = truth calling out covid vaxx mask plandemic bullshitdisinformation = truth calling out climate hoax bullshitthere is an information war against the fucking truth.fuck wef fuck un fuck nwo	1	0	vaxx
132	 @theriseofrod: thank god i was smart enough to pass on the vaxx despite massive peer pressure from family and propaganda by big pharma backed government.be prepared for plandemic 2.0 https://t.co/lewo8zlijw	1	0	vaxx
133	 @theserfstv: an entire 🧵showing all the receipts of jimmy dore not only accepting thousands of dollars from a billionaire to promote anti-vaxx hysteria but admitting to it	1	0	vaxx
134	" @tiffmoodnukes: when they tell us to vaxx up and mask up, i will not breach my lifelong contract with ""fuck"" and ""you"" to comply"	1	0	vaxx
135	" @tiswhoweare: ""we will not comply"" .  you're already dying of covid at much higher rates than we are, silly trumpers.  we mask and vaxx, you don't, you keep dying of covid at much higher rates.  simple."	1	0	vaxx
136	" @va_shiva: #9 - here's #bigpharma's brahmin brown-noser all in for biden's pro-vaxx mandating rollout to all adults:""biden says all adults will be vaccine eligible by may 1. that's good news. give credit where due""-vivek snake, 3/11/21 https://t.co/kdbvlnovqg"	1	0	vaxx
137	 @va_shiva: in 2020, when i ran for us senate, govt was pushing mask mandateswe defied this unscientific nonsense &amp; held massive rallies w/o masks &amp; educated folks on boosting immunity meanwhile joe kennedy, who booby f'n kennedy endorsed, was pro-vaxx &amp; pro-maskhttps://t.co/senwf5jwvo	1	0	vaxx
138	 @vebo1991: plandemic chapter 2 : the cdc's new purchase order for 20m pediatric vaxx worth $1.8b . the order was organized in june 👇👇👇 https://t.co/otjcguo1nx	1	0	vaxx
139	" @windoctorx: during the covid pandemic of 2020 dc politicians were exempt from taking the ""lifesaving"" vaxx.guess what's gonna happen in 24?"	1	0	vaxx
140	"""san luis obispo cty health officer issued a vaxx and mask mandate...that requires all healthcare workers to get yearly vaccines or wear a mask at work.instead of taking guidance from the state, slo county health officer penny...created her own mandate""https://t.co/jwaeelhicu"	1	0	vaxx
141	"""this will make your blood boil"" - biden admin goes full orwell denying vaxx mandates ever happened | zerohedge      https://t.co/wkrw1klbf1"	1	0	vaxx
142	$rad down 50% on bankruptcy rumors -- vaxx shots and boosters down significantly whilst at the same time looting is up sharply has led to this condition ***	1	0	vaxx
143	$vaxx   top   analyst target price  for next  week 📈📈         🔗https://t.co/sh6utrdcwb	1	0	vaxx
144	$vaxx initiated with outperform, $7 target at baird	1	0	vaxx
145	"1 / 3 fl surgeon general joseph ladapo md - vaxx is ""unsafe medication""- raises chance of catching covid later 🤔- causes myocarditis ""my judgment is that it's not a good decision for young people &amp; for people who are not at high risk at this point""https://t.co/5a5mdhegta"	1	0	vaxx
146	74% of triple-vaxxed canadians now have vaids, government data shows - news addicts https://t.co/7fznsoypvb	1	0	vaxx
147	@jonathanotto17 @ardisdoc @stella_immanuel @drhenryealy healing from my own blood plasma which is my own urine taken since june 6 internally and 10 days poultice externally to heal vaxx injury shingles photos before and after on face and on rib cage. i am going to make it through… https://t.co/xvss1kbvzj	1	0	vaxx
148	@mikeggibbs the masks and shutdowns and covid19 vaxx don't workdystopian leftist universe of ignorance and fear	1	0	vaxx
149	alex jones [full] thursday 9/14/23 • take no comfort in previous covid vaxx, they won't protect you https://t.co/ghoepihcr9	1	0	vaxx
150	all my books  change lives!go to my website&amp; load up! education is the key tochanging your life...you know if you are ready...don't let the bigmedicine vaxx pushinglie monster run yourlife!and... let's go brandon.#rogerbezanis#letsgobrandon https://t.co/nixpik7xmu	1	0	vaxx
151	another survivor of the anti-vaxx industry:  https://t.co/4bwhv3azbf	1	0	vaxx
152	breanna morello who was forced out at fox news for refusing vaxx owns brian kilmeade and his fake outrage https://t.co/bzxq07liou	1	0	vaxx
153	check out 👑kingdomcoins🪙's video! #tiktok https://t.co/gepqq6joyx micro needle vaxx‼️👿🤬	1	0	vaxx
154	finally,  i'd rather be known for being sexy instead of for always being difficult. 😁 🚫💉😷🔒#covid #covid19 #mask #maskmandate #lockdown #vaccine #vaxx #jab #refusetocomply #prosecutefauci https://t.co/ipydmzofyv	1	0	vaxx
