	Text	Vaccine content	Vaccine safety	Filter	text_clean	text_wo_filter_word	text_wo_stopwords_or_filter
11	 @hugh_mankind: 😱 stevens-johnson syndrome after pfizer and moderna covid-19 vaccines.700% increase since vaccination started, up to 25% are fatalread here: https://t.co/03mruvbxea https://t.co/utgzn6y7fh	1.0	1	 Pfizer	 _mankind  stevensjohnson syndrome after pfizer and moderna covid  vaccine  increase since vaccination staed up to  are fatalread here  	 _mankind  stevensjohnson syndrome after pfizer and moderna covid  vaccine  increase since vaccination staed up to  are fatalread here  	_mankind stevensjohnson syndrome pfizer moderna covid vaccine increase since vaccination staed fatalread
12	 @ichudov: scientists found that pfizer covid vaccine causes #vaids in kids 5-11 years old. immune responses to heterologous pathogens, such as e. coli, staph. aureus, and other bacteria, decrease by ten times 28 days after vaccination!this is called vaids...🧵https://t.co/u15anqhlry	1.0	1	 Pfizer	  scientists found that pfizer covid vaccine causes vaids in kids  years old immune responses to heterologous pathogens such as e coli staph aureus and other bacteria decrease by ten times 8 days after vaccinationthis is called vaids	  scientists found that pfizer covid vaccine causes vaids in kids  years old immune responses to heterologous pathogens such as e coli staph aureus and other bacteria decrease by ten times 8 days after vaccinationthis is called vaids	scientists found pfizer covid vaccine causes vaids kids years old immune responses heterologous pathogens e coli staph aureus bacteria decrease ten times 8 days vaccinationthis called vaids
13	 @legeneral_off: des médecins &amp; chercheurs scientifiques au québec lancent un appel à l'ordre des médecins et au ministère de la santé pour la suspension immédiate de la vaccination contre le covid19 pour les enfants et les femmes enceintes à cause des effets secondaires #pfizer #mckinsey 📽 apdq https://t.co/ojozzbv09i	1.0	1	 Pfizer	 _off des médecins  chercheurs scientifiques au québec lancent un appel à lordre des médecins et au ministère de la santé pour la suspension immédiate de la vaccination contre le covid  pour les enfants et les femmes enceintes à cause des effets secondaires pfizer mckinsey  apdq 	 _off des médecins  chercheurs scientifiques au québec lancent un appel à lordre des médecins et au ministère de la santé pour la suspension immédiate de la vaccination contre le covid  pour les enfants et les femmes enceintes à cause des effets secondaires pfizer mckinsey  apdq 	_off des médecins chercheurs scientifiques au québec lancent un appel à lordre des médecins et au ministère de la santé pour la suspension immédiate de la vaccination contre le covid pour les enfants et les femmes enceintes à cause des effets secondaires pfizer mckinsey apdq
14	" @lionadvocacy: according to immunizebc, the long-term safety of the c19 💉 has been already proven. ""decades"" of study.i guess immunizebc didn't get a copy of the pfizer contract where health canada acknowledged that the long-term risks were specifically ""unknown.""https://t.co/fr2nczh3hn https://t.co/ynlo1zt6zz"	1.0	1	 Pfizer	  according to immunizebc the longterm safety of the c  has been already proven decades of studyi guess immunizebc didnt get a copy of the pfizer contract where health canada acknowledged that the longterm risks were specifically unknown 	  according to immunizebc the longterm safety of the c  has been already proven decades of studyi guess immunizebc didnt get a copy of the pfizer contract where health canada acknowledged that the longterm risks were specifically unknown 	according immunizebc longterm safety c already proven decades studyi guess immunizebc didnt get copy pfizer contract health canada acknowledged longterm risks specifically unknown
15	" @lionadvocacy: health canada is in big trouble.check out the disclaimer pfizer got south africa to sign.  same as slovenia's. same as canada's undoubtedly.""long term effects and efficacy not currently known""""adverse events... not currently known"".health canada knew.and misled canadians. https://t.co/bcsxgmgbjn"	1.0	1	 Pfizer	  health canada is in big troublecheck out the disclaimer pfizer got south africa to sign  same as slovenias same as canadas undoubtedlylong term effects and efficacy not currently knownadverse events not currently knownhealth canada knewand misled canadians 	  health canada is in big troublecheck out the disclaimer pfizer got south africa to sign  same as slovenias same as canadas undoubtedlylong term effects and efficacy not currently knownadverse events not currently knownhealth canada knewand misled canadians 	health canada big troublecheck disclaimer pfizer got south africa sign slovenias canadas undoubtedlylong term effects efficacy currently knownadverse events currently knownhealth canada knewand misled canadians
16	 @makismd: canada &amp; us gave pfizer covid-19 mrna vaccines to kids ages 5-11 in early 2022six months later:us had worst flu season in 2 decadescanada flu epidemic had 10 dead kids, 2000% ⬆️ in 🏥australia had 360% ⬆️ in strep auk had worst flu season in 1 decade#cdnpoli #ableg https://t.co/rimfwaartd	1.0	1	 Pfizer	  canada  us gave pfizer covid  mrna vaccine  to kids ages  in early six months laterus had worst flu season in  decadescanada flu epidemic had  dead kids   in australia had   in strep auk had worst flu season in  decadecdnpoli ableg 	  canada  us gave pfizer covid  mrna vaccine  to kids ages  in early six months laterus had worst flu season in  decadescanada flu epidemic had  dead kids   in australia had   in strep auk had worst flu season in  decadecdnpoli ableg 	canada us gave pfizer covid mrna vaccine kids ages early six months laterus worst flu season decadescanada flu epidemic dead kids australia strep auk worst flu season decadecdnpoli ableg
17	 @makismd: feb.17, 2023 - uk - 6 year old milly-rose stirrup fell ill on feb.14 with pain in her stomach &amp; her heartwithin days she was dead. doctors suspect sepsisnew research shows pfizer covid-19 mrna vaccine destroys immune systems of kids ages 5-11 !#diedsuddenly #cdnpoli #ableg https://t.co/8glqmme77y	1.0	1	 Pfizer	  feb   uk   year old millyrose stirrup fell ill on feb with pain in her stomach  her heawithin days she was dead doctors suspect sepsisnew research shows pfizer covid  mrna vaccine destroys immune systems of kids ages  diedsuddenly cdnpoli ableg 	  feb   uk   year old millyrose stirrup fell ill on feb with pain in her stomach  her heawithin days she was dead doctors suspect sepsisnew research shows pfizer covid  mrna vaccine destroys immune systems of kids ages  diedsuddenly cdnpoli ableg 	feb uk year old millyrose stirrup fell ill feb pain stomach heawithin days dead doctors suspect sepsisnew research shows pfizer covid mrna vaccine destroys immune systems kids ages diedsuddenly cdnpoli ableg
18	 @makismd: feb.23, 2023 - bloomington, il - 7 year old rose tylor kunkes died suddenly from strep throataustralian researchers just published a paper showing pfizer covid-19 mrna vaccine destroys immune system of kids ages 5-11read more in my new article#diedsuddenly #cdnpoli #ableg https://t.co/yh5dotfeht	1.0	1	 Pfizer	  feb   bloomington il   year old rose tylor kunkes died suddenly from strep throataustralian researchers just published a paper showing pfizer covid  mrna vaccine destroys immune system of kids ages read more in my new aiclediedsuddenly cdnpoli ableg 	  feb   bloomington il   year old rose tylor kunkes died suddenly from strep throataustralian researchers just published a paper showing pfizer covid  mrna vaccine destroys immune system of kids ages read more in my new aiclediedsuddenly cdnpoli ableg 	feb bloomington il year old rose tylor kunkes died suddenly strep throataustralian researchers published paper showing pfizer covid mrna vaccine destroys immune system kids ages read new aiclediedsuddenly cdnpoli ableg
19	 @makismd: new aicle: children's immune systems are damaged by pfizer covid-19 mrna vaccinebreaking news: australian group just published research on mrna jabs harming children as infections surge in australiahealthy mrna jabbed kids are dying from influenza, strep a, sepsis,… https://t.co/oofdpxwcu8	1.0	1	 Pfizer	  new aicle childrens immune systems are damaged by pfizer covid  mrna vaccine reaking news australian group just published research on mrna jabs harming children as infections surge in australiahealthy mrna jabbed kids are dying from influenza strep a sepsis 	  new aicle childrens immune systems are damaged by pfizer covid  mrna vaccine reaking news australian group just published research on mrna jabs harming children as infections surge in australiahealthy mrna jabbed kids are dying from influenza strep a sepsis 	new aicle childrens immune systems damaged pfizer covid mrna vaccine reaking news australian group published research mrna jabs harming children infections surge australiahealthy mrna jabbed kids dying influenza strep sepsis
20	 @makismd: new aicle: depression, psychosis &amp; suicidal ideation - the dark side of pfizer &amp; moderna covid-19 mrna vaccine effects on the brain. i review 9 studies on suicidality, 12 on psychosis, 5 on depression!- @cdcgov reported 2 us teenagers committed suicide after pfizer mrna-… https://t.co/mksvb0bnc8	1.0	1	 Pfizer	  new aicle depression psychosis  suicidal ideation  the dark side of pfizer  moderna covid  mrna vaccine effects on the brain i review  studies on suicidality  on psychosis  on depression  repoed  us teenagers committed suicide after pfizer mrna 	  new aicle depression psychosis  suicidal ideation  the dark side of pfizer  moderna covid  mrna vaccine effects on the brain i review  studies on suicidality  on psychosis  on depression  repoed  us teenagers committed suicide after pfizer mrna 	new aicle depression psychosis suicidal ideation dark side pfizer moderna covid mrna vaccine effects brain review studies suicidality psychosis depression repoed us teenagers committed suicide pfizer mrna
21	 @makismd: new aicle: mrna vaccine myositis - more evidence of immune system damage from covid-19 mrna vaccines - 16 cases!pfizer mrna was found in severely inflamed muscle one month after injection!rashes, arm/leg swelling, debilitating muscle weakness: auto-immune reaction to jab!… https://t.co/ykhgsoldzc	1.0	1	 Pfizer	  new aicle mrna vaccine myositis  more evidence of immune system damage from covid  mrna vaccine    casespfizer mrna was found in severely inflamed muscle one month after injectionrashes armleg swelling debilitating muscle weakness autoimmune reaction to jab 	  new aicle mrna vaccine myositis  more evidence of immune system damage from covid  mrna vaccine    casespfizer mrna was found in severely inflamed muscle one month after injectionrashes armleg swelling debilitating muscle weakness autoimmune reaction to jab 	new aicle mrna vaccine myositis evidence immune system damage covid mrna vaccine casespfizer mrna found severely inflamed muscle one month injectionrashes armleg swelling debilitating muscle weakness autoimmune reaction jab
22	 @makismd: pregnant woman killed by pfizer covid-19 mrna vaccine - deleted from vaersvaers 1793710 - 37 year old woman had pfizer mrna, got transverse myelitis (common pfizer ae)c-section at 36wk2d then died after deliveryanother normal day!@jathorpmfm#diedsuddenly #cdnpoli #ableg https://t.co/lvf8wvbkb0	1.0	1	 Pfizer	  pregnant woman killed by pfizer covid  mrna vaccine  deleted from vaersvaers    year old woman had pfizer mrna got transverse myelitis common pfizer aecsection at wkd then died after deliveryanother normal daydiedsuddenly cdnpoli ableg 	  pregnant woman killed by pfizer covid  mrna vaccine  deleted from vaersvaers    year old woman had pfizer mrna got transverse myelitis common pfizer aecsection at wkd then died after deliveryanother normal daydiedsuddenly cdnpoli ableg 	pregnant woman killed pfizer covid mrna vaccine deleted vaersvaers year old woman pfizer mrna got transverse myelitis common pfizer aecsection wkd died deliveryanother normal daydiedsuddenly cdnpoli ableg
23	 @makismd: video clips - pilot tim mcadams, age 59, had 2 cerebellar strokes 3 weeks after 2nd pfizer shot (nov.2021)warns everyone not to get the toxic covid-19 mrna vaccine booster shot!credit: @childrenshd@joshyoder @stkirsch @usfreedomflyers#diedsuddenly #cdnpoli #ableg https://t.co/xn8nthtacg	1.0	1	 Pfizer	  video clips  pilot tim mcadams age  had  cerebellar strokes  weeks after nd pfizer shot novwarns everyone not to get the toxic covid  mrna vaccine booster shotcredit   diedsuddenly cdnpoli ableg 	  video clips  pilot tim mcadams age  had  cerebellar strokes  weeks after nd pfizer shot novwarns everyone not to get the toxic covid  mrna vaccine booster shotcredit   diedsuddenly cdnpoli ableg 	video clips pilot tim mcadams age cerebellar strokes weeks nd pfizer shot novwarns everyone get toxic covid mrna vaccine booster shotcredit diedsuddenly cdnpoli ableg
24	" @mdbreathe: ""people who received pfizer's covid vaccine showed a 24% greater likelihood of dying than the placebo group after six months."" watch and share."	1.0	1	 Pfizer	  people who received pfizers covid vaccine showed a  greater likelihood of dying than the placebo group after six months watch and share	  people who received pfizers covid vaccine showed a  greater likelihood of dying than the placebo group after six months watch and share	people received pfizers covid vaccine showed greater likelihood dying placebo group six months watch share
25	 @naomirwolf: 3/3rd report revealing murder of babies in utero, about wh pfizer knew. nyt cheered on vaccination of pregnant women via @apoorva_nyc, who should have known that there was no safety data. because i told her. babies surely died as a result of this nyt propaganda.…	1.0	1	 Pfizer	  rd repo revealing murder of babies in utero about wh pfizer knew nyt cheered on vaccination of pregnant women via _nyc who should have known that there was no safety data because i told her babies surely died as a result of this nyt propaganda	  rd repo revealing murder of babies in utero about wh pfizer knew nyt cheered on vaccination of pregnant women via _nyc who should have known that there was no safety data because i told her babies surely died as a result of this nyt propaganda	rd repo revealing murder babies utero wh pfizer knew nyt cheered vaccination pregnant women via _nyc known safety data told babies surely died result nyt propaganda
26	 @naomirwolf: but respectfully the pfizer documents concluded that their product failed. the third most common side effect was 'covid'	1.0	1	 Pfizer	  but respectfully the pfizer documents concluded that their product failed the third most common side effect was covid 	  but respectfully the pfizer documents concluded that their product failed the third most common side effect was covid 	respectfully pfizer documents concluded product failed third common side effect covid
27	 @naomirwolf: this historic report showing more deaths in vaccinated than unvaccinated groups, was written and published on a preprint by the @warroom dailyclout pfizer documents research team 3. please support them/us on https://t.co/nkstnmq8tt.	1.0	1	 Pfizer	  this historic repo showing more deaths in vaccinated than unvaccinated groups was written and published on a preprint by the  dailyclout pfizer documents research team  please suppo themus on 	  this historic repo showing more deaths in vaccinated than unvaccinated groups was written and published on a preprint by the  dailyclout pfizer documents research team  please suppo themus on 	historic repo showing deaths vaccinated unvaccinated groups written published preprint dailyclout pfizer documents research team please suppo themus
28	 @p_mcculloughmd: ceos of c19vax bio-defense contractors such as @incresilience  should be called to testify in washington.  @pfizer @moderna_tx are marketing shields for the low quality, unsafe, ineffective, mrna products.  @epochtimes @kevin_mckernan @janjekielek @jo_bond	1.0	1	 Pfizer	 _mcculloughmd ceos of cvax biodefense contractors such as   should be called to testify in washington   _tx are marketing shields for the low quality unsafe ineffective mrna products   _mckernan  _bond	 _mcculloughmd ceos of cvax biodefense contractors such as   should be called to testify in washington   _tx are marketing shields for the low quality unsafe ineffective mrna products   _mckernan  _bond	_mcculloughmd ceos cvax biodefense contractors called testify washington _tx marketing shields low quality unsafe ineffective mrna products _mckernan _bond
29	 @planetes360: 🚨explosif: les dirigeants de pfizer et albert bourla dans le collimateur! un cardiologue us les accuse de 'mensonges criminels' sur la sécurité du vaccin! 😵 #truthaboutpfizer #vaccinedangers https://t.co/5k7nbfhucf	1.0	1	 Pfizer	  explosif les dirigeants de pfizer et albe bourla dans le collimateur un cardiologue us les accuse de mensonges criminels sur la sécurité du vaccin  truthaboutpfizer vaccine angers 	  explosif les dirigeants de pfizer et albe bourla dans le collimateur un cardiologue us les accuse de mensonges criminels sur la sécurité du vaccin  truthaboutpfizer vaccine angers 	explosif les dirigeants de pfizer et albe bourla dans le collimateur un cardiologue us les accuse de mensonges criminels sur la sécurité du vaccin truthaboutpfizer vaccine angers
30	 @prettypatriotca: #pfizer #pfizerliedpeopledied #crimesagainsthumanity#bioterrorism	1.0	1	 Pfizer	  pfizer pfizerliedpeopledied crimesagainsthumanitybioterrorism	  pfizer pfizerliedpeopledied crimesagainsthumanitybioterrorism	pfizer pfizerliedpeopledied crimesagainsthumanitybioterrorism
31	 @renztom: i guess it could be worse for @megynkelly from the @megynkellyshow - she only has autoimmune issues from the covid vaccine. people have no idea how bad these #modrna / #mrna shots are. here is the pfizer document where there internal study showed a number of cases of #herpes… https://t.co/avc3xnbll8	1.0	1	 Pfizer	  i guess it could be worse for  from the   she only has autoimmune issues from the covid vaccine  people have no idea how bad these modrna  mrna shots are here is the pfizer document where there internal study showed a number of cases of herpes 	  i guess it could be worse for  from the   she only has autoimmune issues from the covid vaccine  people have no idea how bad these modrna  mrna shots are here is the pfizer document where there internal study showed a number of cases of herpes 	guess could worse autoimmune issues covid vaccine people idea bad modrna mrna shots pfizer document internal study showed number cases herpes
32	 @retsefl: study in frontiers raises concerns re prolonged reduced immune response in children against viruses &amp; bacteria post mrna vax. adds to cumulative evidence suggesting adverse immune alteration by cov vax.pfizer's children trial had more vaccinated hospitalized with illnesses! https://t.co/b8vkvwrddk	1.0	1	 Pfizer	  study in frontiers raises concerns re prolonged reduced immune response in children against viruses  bacteria post mrna vax  adds to cumulative evidence suggesting adverse immune alteration by cov vax pfizers children trial had more vaccinated hospitalized with illnesses 	  study in frontiers raises concerns re prolonged reduced immune response in children against viruses  bacteria post mrna vax  adds to cumulative evidence suggesting adverse immune alteration by cov vax pfizers children trial had more vaccinated hospitalized with illnesses 	study frontiers raises concerns prolonged reduced immune response children viruses bacteria post mrna vax adds cumulative evidence suggesting adverse immune alteration cov vax pfizers children trial vaccinated hospitalized illnesses
33	" @rickster_75: they never did any fertility studies❗️out of the 25 women who accidentally got pregnant during the pfizer vaccine trial: -15 miscarried.  -9 babies born, 5 had abnormalities.cdc said ""safe and effective"" and pushed the shot on pregnant women. https://t.co/4onjhjbbzy"	1.0	1	 Pfizer	 _ they never did any feility studiesout of the  women who accidentally got pregnant during the pfizer vaccine trial  miscarried   babies born  had abnormalitiescdc said safe and effective and pushed the shot on pregnant women 	 _ they never did any feility studiesout of the  women who accidentally got pregnant during the pfizer vaccine trial  miscarried   babies born  had abnormalitiescdc said safe and effective and pushed the shot on pregnant women 	_ never feility studiesout women accidentally got pregnant pfizer vaccine trial miscarried babies born abnormalitiescdc said safe effective pushed shot pregnant women
34	 @straightgoodsw1: they now admit that the jabs cause ms. the pfizer docs were available and known to our regulatory bodies before the mandates. when do the arrests begin?  https://t.co/b6l9wp51km	1.0	1	 Pfizer	  they now admit that the jabs cause ms the pfizer docs were available and known to our regulatory bodies before the mandates when do the arrests begin  	  they now admit that the jabs cause ms the pfizer docs were available and known to our regulatory bodies before the mandates when do the arrests begin  	admit jabs cause ms pfizer docs available known regulatory bodies mandates arrests begin
35	 @tatiann69922625: tiens le 🇯🇵 a soudainement admis hier 54 ☠️ supp dus à des 💉,portant le total du mois d'août à 63on dirait qu'un raz-de-marée arrive...4000 dossiers toujours en cours d'examenqq chose s'est cassé !pfizer a-t-il oublié de payer des frais aux régulateurs ?😔@fgidf98fj9jh0h	1.0	1	 Pfizer	  tiens le  a soudainement admis hier   supp dus à des poant le total du mois daoût à on dirait quun razdemarée arrive dossiers toujours en cours dexamenqq chose sest cassé pfizer atil oublié de payer des frais aux régulateurs 	  tiens le  a soudainement admis hier   supp dus à des poant le total du mois daoût à on dirait quun razdemarée arrive dossiers toujours en cours dexamenqq chose sest cassé pfizer atil oublié de payer des frais aux régulateurs 	tiens le soudainement admis hier supp dus à des poant le total du mois daoût à dirait quun razdemarée arrive dossiers toujours en cours dexamenqq chose sest cassé pfizer atil oublié de payer des frais aux régulateurs
36	" @theavnersolal: la chanteuse faye #fantarrow vient de décéder à 21 ans d'une tumeur cérébrale fulgurante. il y a 2 ans, dans une interview, elle disait : ""les antivax se feront vacciner quand ils réaliseront qu'ils ne peuvent plus voyager"". tous vaccinés, tous empoisonnés. #pfizer #covid #rip 🙏🏻 https://t.co/qohmvlcbup"	1.0	1	 Pfizer	  la chanteuse faye fantarrow vient de décéder à  ans dune tumeur cérébrale fulgurante il y a  ans dans une interview elle disait  les antivax se feront vaccine  quand ils réaliseront quils ne peuvent plus voyager tous vaccinés tous empoisonnés pfizer covid rip  	  la chanteuse faye fantarrow vient de décéder à  ans dune tumeur cérébrale fulgurante il y a  ans dans une interview elle disait  les antivax se feront vaccine  quand ils réaliseront quils ne peuvent plus voyager tous vaccinés tous empoisonnés pfizer covid rip  	la chanteuse faye fantarrow vient de décéder à ans dune tumeur cérébrale fulgurante il ans dans une interview elle disait les antivax se feront vaccine quand ils réaliseront quils ne peuvent plus voyager tous vaccinés tous empoisonnés pfizer covid rip
37	 @thebabylonbee: an important message from pfizer: https://t.co/wda95omgn1	1.0	1	 Pfizer	  an impoant message from pfizer 	  an impoant message from pfizer 	impoant message pfizer
38	 @theblackfemini3: this was apparently last weekcanadian protesters demanding mandatory mask mandates return physically attack a man over his signs - no mask mandates - pfizer lied people died &amp; other truthful signage  do not take this shit again!!!#canada #trudeaustepdown #trudeaumustgonow… https://t.co/rpt0urvbck	1.0	1	 Pfizer	  this was apparently last weekcanadian protesters demanding mandatory mask mandates return physically attack a man over his signs  no mask mandates  pfizer lied people died  other truthful signage  do not take this shit againcanada trudeaustepdown trudeaumustgonow 	  this was apparently last weekcanadian protesters demanding mandatory mask mandates return physically attack a man over his signs  no mask mandates  pfizer lied people died  other truthful signage  do not take this shit againcanada trudeaustepdown trudeaumustgonow 	apparently last weekcanadian protesters demanding mandatory mask mandates return physically attack man signs mask mandates pfizer lied people died truthful signage take shit againcanada trudeaustepdown trudeaumustgonow
39	 @thevivafrei: the deep state's next attempt / plan to take down trump after the indictment strategy fails? claim that trump knew the jab was unsafe; that he knowingly withheld troubling data: that he pressured fda officials / pfizer execs to cut corners knowing the problematic clinical trials…	1.0	1	 Pfizer	  the deep states next attempt  plan to take down trump after the indictment strategy fails claim that trump knew the jab was unsafe that he knowingly withheld troubling data that he pressured fda officials  pfizer execs to cut corners knowing the problematic clinical trials	  the deep states next attempt  plan to take down trump after the indictment strategy fails claim that trump knew the jab was unsafe that he knowingly withheld troubling data that he pressured fda officials  pfizer execs to cut corners knowing the problematic clinical trials	deep states next attempt plan take trump indictment strategy fails claim trump knew jab unsafe knowingly withheld troubling data pressured fda officials pfizer execs cut corners knowing problematic clinical trials
40	 @tulloch1978: brazil, victor sálvaro, stylist and producer of curitiba fashion #diedsuddenly (august 2023)49 years old. the cause of death has not been disclosed.https://t.co/utamjmuaoy#suddendeath #pfizer #vax 🇧🇷 https://t.co/d8kb4czvrp	1.0	1	 Pfizer	  brazil victor sálvaro stylist and producer of curitiba fashion diedsuddenly august  years old the cause of death has not been disclosed pfizer vax  	  brazil victor sálvaro stylist and producer of curitiba fashion diedsuddenly august  years old the cause of death has not been disclosed pfizer vax  	brazil victor sálvaro stylist producer curitiba fashion diedsuddenly august years old cause death disclosed pfizer vax
41	 @tulloch1978: italy, dr. piero realdon is dead 🇮🇹#diedsuddenly (september 2023)fully vaccinated doctor &amp; covid-19 vaccinator went to sleep &amp; didn't wake up.the director of the terme colli dell ulss 6 district was hit by a sudden illness.https://t.co/w7prmxy2gu#suddendeath #pfizer #vax https://t.co/2xx6g3eev4	1.0	1	 Pfizer	  italy dr piero realdon is dead diedsuddenly september fully vaccinated doctor  covid  vaccinator went to sleep  didnt wake upthe director of the terme colli dell ulss  district was hit by a sudden illness pfizer vax 	  italy dr piero realdon is dead diedsuddenly september fully vaccinated doctor  covid  vaccinator went to sleep  didnt wake upthe director of the terme colli dell ulss  district was hit by a sudden illness pfizer vax 	italy dr piero realdon dead diedsuddenly september fully vaccinated doctor covid vaccinator went sleep didnt wake upthe director terme colli dell ulss district hit sudden illness pfizer vax
42	" @tulloch1978: new mexico, martha martinez#diedsuddenly (august 2023)""it is with such a heavy heart and great sadness that i announce the untimely passing of my mother martha 💔… she passed away suddenly at 7:42 this morning.""#pfizer #vaccinedeath https://t.co/oklvfvgjoc"	1.0	1	 Pfizer	  new mexico maha mainezdiedsuddenly august it is with such a heavy hea and great sadness that i announce the untimely passing of my mother maha  she passed away suddenly at  this morningpfizer vaccine eath 	  new mexico maha mainezdiedsuddenly august it is with such a heavy hea and great sadness that i announce the untimely passing of my mother maha  she passed away suddenly at  this morningpfizer vaccine eath 	new mexico maha mainezdiedsuddenly august heavy hea great sadness announce untimely passing mother maha passed away suddenly morningpfizer vaccine eath
43	 @vabvox: shocker that this anti-vax conspiracy loon still masquerading as a doctor is advancing the idea of ebola at burning man and subsequent government takeovers and quarantines. last week she said pfizer was murdering babies with covid vaccines (her pinned tweet).	1.0	1	 Pfizer	  shocker that this antivax conspiracy loon still masquerading as a doctor is advancing the idea of ebola at burning man and subsequent government takeovers and quarantines last week she said pfizer was murdering babies with covid vaccine  her pinned tweet	  shocker that this antivax conspiracy loon still masquerading as a doctor is advancing the idea of ebola at burning man and subsequent government takeovers and quarantines last week she said pfizer was murdering babies with covid vaccine  her pinned tweet	shocker antivax conspiracy loon still masquerading doctor advancing idea ebola burning man subsequent government takeovers quarantines last week said pfizer murdering babies covid vaccine pinned tweet
44	" @vigilantfox: what the media &amp; big pharma won't tell you about the pfizer clinical trials, as explained by rfk jr.""for every life they save by preventing a death from covid, they are killing four people from cardiac arrest.""• in the pfizer clinical trials, they gave 22,000 people two… https://t.co/przodmbrqt"	1.0	1	 Pfizer	  what the media  big pharma wont tell you about the pfizer clinical trials as explained by rfk jrfor every life they save by preventing a death from covid  they are killing four people from cardiac arrest in the pfizer clinical trials they gave  people two 	  what the media  big pharma wont tell you about the pfizer clinical trials as explained by rfk jrfor every life they save by preventing a death from covid  they are killing four people from cardiac arrest in the pfizer clinical trials they gave  people two 	media big pharma wont tell pfizer clinical trials explained rfk jrfor every life save preventing death covid killing four people cardiac arrest pfizer clinical trials gave people two
45	 @vprasadmdmph: one big unknown is how many people don't have chest pain but have enzymes elevated consistent with heart damage. fda initially asked pfizer to report this. they have repeatedly extended this deadline. negligent regulation.	1.0	1	 Pfizer	  one big unknown is how many people dont have chest pain but have enzymes elevated consistent with hea damage fda initially asked pfizer to repo this they have repeatedly extended this deadline negligent regulation	  one big unknown is how many people dont have chest pain but have enzymes elevated consistent with hea damage fda initially asked pfizer to repo this they have repeatedly extended this deadline negligent regulation	one big unknown many people dont chest pain enzymes elevated consistent hea damage fda initially asked pfizer repo repeatedly extended deadline negligent regulation
46	" @wideawake_media: dr. mike yeadon, former vice president at pfizer, tells dr. drew that the experimental mrna injections rolled out en masse from late 2020 onwards, were deliberately designed to cause blood clots, in addition to the immune system attacking itself.""my contention is that there are… https://t.co/4r69xmplmk"	1.0	1	 Pfizer	 _media dr mike yeadon former vice president at pfizer tells dr drew that the experimental mrna injections rolled out en masse from late  onwards were deliberately designed to cause blood clots in addition to the immune system attacking itselfmy contention is that there are 	 _media dr mike yeadon former vice president at pfizer tells dr drew that the experimental mrna injections rolled out en masse from late  onwards were deliberately designed to cause blood clots in addition to the immune system attacking itselfmy contention is that there are 	_media dr mike yeadon former vice president pfizer tells dr drew experimental mrna injections rolled en masse late onwards deliberately designed cause blood clots addition immune system attacking itselfmy contention
47	" @wideawake_media: former vice president at pfizer, dr. mike yeadon: the so-called ""pandemic"" was planned and co-ordinated in advance, by unelected globalist bodies like the who and wef, as a pretext to deliberately depopulate the planet via lethal mrna injections:""we're facing something much… https://t.co/qdy2qmujpv"	1.0	1	 Pfizer	 _media former vice president at pfizer dr mike yeadon the socalled pandemic was planned and coordinated in advance by unelected globalist bodies like the who and wef as a pretext to deliberately depopulate the planet via lethal mrna injectionswere facing something much 	 _media former vice president at pfizer dr mike yeadon the socalled pandemic was planned and coordinated in advance by unelected globalist bodies like the who and wef as a pretext to deliberately depopulate the planet via lethal mrna injectionswere facing something much 	_media former vice president pfizer dr mike yeadon socalled pandemic planned coordinated advance unelected globalist bodies like wef pretext deliberately depopulate planet via lethal mrna injectionswere facing something much
48	@cpho_canada @justintrudeau #coronavirus #covid19 @fordnation @epdevilla @markhollandlib @joellightbound @sylviajonesmpp pfizer records reveal 23-person study of covid vaccine booster safety and effectiveness before approvalhttps://t.co/1lxpftzjip https://t.co/bz4q101yex	1.0	1	 Pfizer	_canada  coronavirus covid       pfizer records reveal person study of covid vaccine booster safety and effectiveness before approval 	_canada  coronavirus covid       pfizer records reveal person study of covid vaccine booster safety and effectiveness before approval 	_canada coronavirus covid pfizer records reveal person study covid vaccine booster safety effectiveness approval
49	anyone who shills for pfizer like kelce is not to be trusted. he's sold his soul to the devil big pharma and supports the tragic deaths of hundreds of athletes dying of myocarditis from shot and millions of victims who were lied to. do some research the evidence is all there.	1.0	1	 Pfizer	anyone who shills for pfizer like kelce is not to be trusted hes sold his soul to the devil big pharma and suppos the tragic deaths of hundreds of athletes dying of myocarditis from shot and millions of victims who were lied to do some research the evidence is all there	anyone who shills for pfizer like kelce is not to be trusted hes sold his soul to the devil big pharma and suppos the tragic deaths of hundreds of athletes dying of myocarditis from shot and millions of victims who were lied to do some research the evidence is all there	anyone shills pfizer like kelce trusted hes sold soul devil big pharma suppos tragic deaths hundreds athletes dying myocarditis shot millions victims lied research evidence
50	breaking and beware cases of comirnaty, pfizer's branded death shot, just started showing up on u.s. military bases - marked 2023-2024!what are these bastards up to? and anybody know why it no longer needs to be kept at -77°?🚨🚨do not comply🚨🚨 https://t.co/va9jgn9bie	1.0	1	 Pfizer	breaking and beware cases of comirnaty pfizers branded death shot just staed showing up on us military bases  marked what are these bastards up to and anybody know why it no longer needs to be kept at do not comply 	breaking and beware cases of comirnaty pfizers branded death shot just staed showing up on us military bases  marked what are these bastards up to and anybody know why it no longer needs to be kept at do not comply 	breaking beware cases comirnaty pfizers branded death shot staed showing us military bases marked bastards anybody know longer needs kept comply
