	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word
259	Il virus HPV (virus del papilloma umano) è causa di lesioni che spesso guariscono da sole. In rari casi ne causa altre che invece evolvono in forme tumorali. Il contagio è quasi sempre per via sessuale, in pochi casi (2%) per altre vie. Esiste una vaccinazione molto efficace. https://t.co/kstm1WhdsS	1.0	0.0	2023-09-01 16:02	il virus hpv virus del papilloma umano è causa di lesioni che spesso guariscono da sole in rari casi ne causa altre che invece evolvono in forme tumorali il contagio è quasi sempre per via sessuale in pochi casi  per altre vie esiste una vaccinazione molto efficace 	vaccinazione	il virus hpv virus del papilloma umano è causa di lesioni che spesso guariscono da sole in rari casi ne causa altre che invece evolvono in forme tumorali il contagio è quasi sempre per via sessuale in pochi casi  per altre vie esiste una  molto efficace 
300	È morto (Suicidato) il patologo tedesco Professor Arne Burkhardt.Aveva da poco tenuto un importante presentazione al Parlamento europeo, al Vertice internazionale COVID III sulle sue scoperte in 75 autopsie di persone morte in relazione alla vaccinazione COVID-19.	1.0	1.0	2023-09-02 5:22	è moo suicidato il patologo tedesco professor arne burkhardtaveva da poco tenuto un impoante presentazione al parlamento europeo al veice internazionale covid iii sulle sue scopee in  autopsie di persone moe in relazione alla vaccinazione covid 	vaccinazione	è moo suicidato il patologo tedesco professor arne burkhardtaveva da poco tenuto un impoante presentazione al parlamento europeo al veice internazionale covid iii sulle sue scopee in  autopsie di persone moe in relazione alla  covid 
331	"?Ipertensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla vaccinazione COVID-19:??? STUDIO SCIENTIFICO""Sono necessari ulteriori studi per comprendere la correlazione tra le risposte immunitarie e la formazione di microtrombi dopo la vaccinazione https://t.co/5SbPottHCz"	1.0	1.0	2023-09-02 11:35	ipeensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla vaccinazione covid  studio scientificosono necessari ulteriori studi per comprendere la correlazione tra le risposte immunitarie e la formazione di microtrombi dopo la vaccinazione 	vaccinazione	ipeensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla  covid  studio scientificosono necessari ulteriori studi per comprendere la correlazione tra le risposte immunitarie e la formazione di microtrombi dopo la  
338	?? Scopri perché i casi di #Covid19 stanno aumentando nonostante la vaccinazione e l'immunità acquisita ?? https://t.co/TNcE9Fojrb	1.0	0.0	2023-09-02 13:21	 scopri perché i casi di covid  stanno aumentando nonostante la vaccinazione e limmunità acquisita  	vaccinazione	 scopri perché i casi di covid  stanno aumentando nonostante la  e limmunità acquisita  
347	Ipertensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla vaccinazione contro il COVID-19.Studio Giapponese pubblicato il 26/07/2023.SOLO IN ESCLUSIVA TRADOTTO INTERAMENTE IN  ITALIANO SU QUESTO CANALE!https://t.co/45cUwfZsUd	1.0	1.0	2023-09-02 14:20	ipeensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla vaccinazione contro il covid studio giapponese pubblicato il solo in esclusiva tradotto interamente in  italiano su questo canale	vaccinazione	ipeensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla  contro il covid studio giapponese pubblicato il solo in esclusiva tradotto interamente in  italiano su questo canale
354	?Vaccino COVID-19 adattato per le campagne di vaccinazione autunnali ??????https://t.co/1kReACf5jK https://t.co/m1BkvHSPOO	1.0	0.0	2023-09-02 18:20	vaccino covid  adattato per le campagne di vaccinazione autunnali  	vaccinazione	vaccino covid  adattato per le campagne di  autunnali  
388	Se hai effetti avversi dalla vaccinazione è colpa tua!Se il clima cambia la colpa è tua e del tuo Pandino!Se gli immigrati non si integrano la colpa è tua e dei fassisti!Se ti stuprano la colpa è tua che vuoi uscire di sera!Ecc, ecc...È il nuovo peccato originale. https://t.co/QgqVI8BJG5	1.0	1.0	2023-09-03 13:20	se hai effetti avversi dalla vaccinazione è colpa tuase il clima cambia la colpa è tua e del tuo pandinose gli immigrati non si integrano la colpa è tua e dei fassistise ti stuprano la colpa è tua che vuoi uscire di seraecc eccè il nuovo peccato originale 	vaccinazione	se hai effetti avversi dalla  è colpa tuase il clima cambia la colpa è tua e del tuo pandinose gli immigrati non si integrano la colpa è tua e dei fassistise ti stuprano la colpa è tua che vuoi uscire di seraecc eccè il nuovo peccato originale 
445	"""Difese immunitarie alterate"". Lo studio choc""Le risposte infiammatorie delle chitochine"" sono diminuite, nei bambini, a seguito della vaccinazione contro il Covid. https://t.co/WqYkDJ03ET"	1.0	1.0	2023-09-04 7:15	difese immunitarie alterate lo studio chocle risposte infiammatorie delle chitochine sono diminuite nei bambini a seguito della vaccinazione contro il covid  	vaccinazione	difese immunitarie alterate lo studio chocle risposte infiammatorie delle chitochine sono diminuite nei bambini a seguito della  contro il covid  
457	In questo studio del nostro gruppo di ricerca condotto nel 2021, la vaccinazione per #SARSCoV2  ha evitato a chi veniva ricoverato in ospedale, l'ingresso in rianimazione  (OR = 0.23, p = 0.046) e il ricorso all'ossigeno (OR = 0.33, p = 0.008). Dedicato a chi nutre ancora dubbi	1.0	0.0	2023-09-04 8:21	in questo studio del nostro gruppo di ricerca condotto nel  la vaccinazione per sarscov  ha evitato a chi veniva ricoverato in ospedale lingresso in rianimazione  or   p   e il ricorso allossigeno or   p  8 dedicato a chi nutre ancora dubbi	vaccinazione	in questo studio del nostro gruppo di ricerca condotto nel  la  per sarscov  ha evitato a chi veniva ricoverato in ospedale lingresso in rianimazione  or   p   e il ricorso allossigeno or   p  8 dedicato a chi nutre ancora dubbi
462	Attendiamo la tua opinione sulla vaccinazione anti-influenzale nei pazienti adulti, con particolare attenzione a chi soffre di malattie cardiovascolari, completando questo sondaggio, parte del FLUence Project della World Heart Federation: https://t.co/ZKWKR9zPD6 @worldheartfed	1.0	0.0	2023-09-04 8:58	attendiamo la tua opinione sulla vaccinazione antiinfluenzale nei pazienti adulti con paicolare attenzione a chi soffre di malattie cardiovascolari completando questo sondaggio pae del fluence project della world hea federation  	vaccinazione	attendiamo la tua opinione sulla  antiinfluenzale nei pazienti adulti con paicolare attenzione a chi soffre di malattie cardiovascolari completando questo sondaggio pae del fluence project della world hea federation  
507	"""Si evidenzia un legame tra la vaccinazione anti COVID-19 e la nuova insorgenza o il peggioramento di malattie cutanee infiammatorie e autoimmuni""https://t.co/FnrFH1w59z""Il numero reale di nuova insorgenza o peggioramento di malattie autoimmuni ovviamente sottostimato"" https://t.co/XR4ReFvzyr"	1.0	1.0	2023-09-04 16:13	si evidenzia un legame tra la vaccinazione anti covid  e la nuova insorgenza o il peggioramento di malattie cutanee infiammatorie e autoimmuni numero reale di nuova insorgenza o peggioramento di malattie autoimmuni ovviamente sottostimato 	vaccinazione	si evidenzia un legame tra la  anti covid  e la nuova insorgenza o il peggioramento di malattie cutanee infiammatorie e autoimmuni numero reale di nuova insorgenza o peggioramento di malattie autoimmuni ovviamente sottostimato 
566	Il #Ministerodellasalute ci riprova! Da  ottobre si raccomanda la #vaccinazione #anticovid anche a:-donne in gravidanza,  postpartum, allattamento -persone dai 6 mesi ai 59 anni con elevata fragilità.Sono dei #criminali recidivi e lo sanno!!!	1.0	0.0	2023-09-05 9:31	il ministerodellasalute ci riprova da  ottobre si raccomanda la vaccinazione anticovid anche adonne in gravidanza  postpaum allattamento persone dai  mesi ai  anni con elevata fragilitàsono dei criminali recidivi e lo sanno	vaccinazione	il ministerodellasalute ci riprova da  ottobre si raccomanda la  anticovid anche adonne in gravidanza  postpaum allattamento persone dai  mesi ai  anni con elevata fragilitàsono dei criminali recidivi e lo sanno
577	Siobhan Molloy, portavoce dell'Hpra, ha dichiarato che l'autorità non realizza poster di informazione sulla vaccinazione contro la Covid-19, precisando che è l'HSE che in Irlanda ha questo compito. Sentito da Reuters, anche il portavoce dell'HSE ha chiarito...1/2 https://t.co/OaICCLawYj	1.0	0.0	2023-09-05 12:16	siobhan molloy poavoce dellhpra ha dichiarato che lautorità non realizza poster di informazione sulla vaccinazione contro la covid  precisando che è lhse che in irlanda ha questo compito sentito da reuters anche il poavoce dellhse ha chiarito 	vaccinazione	siobhan molloy poavoce dellhpra ha dichiarato che lautorità non realizza poster di informazione sulla  contro la covid  precisando che è lhse che in irlanda ha questo compito sentito da reuters anche il poavoce dellhse ha chiarito 
692	#COVID19  Vaccinazione: il braccio può fare la differenza #vaccinationhttps://t.co/mFhdsz8SYq https://t.co/snacXbBIaK	1.0	0.0	2023-09-06 15:00	covid   vaccinazione il braccio può fare la differenza vaccination 	vaccinazione	covid    il braccio può fare la differenza vaccination 
694	Alla mostra agricola di Tradate anche l'open day per la vaccinazione anti-pneumococco https://t.co/HdxbRDVt68 #vaccinazioni #weekend	1.0	0.0	2023-09-06 15:07	alla mostra agricola di tradate anche lopen day per la vaccinazione antipneumococco  vaccinazioni weekend	vaccinazione	alla mostra agricola di tradate anche lopen day per la  antipneumococco  vaccinazioni weekend
700	Le conseguenze spirituali della vaccinazione Corona. Le testimonianze di terapeuti energetici https://t.co/wNnACBBDat	1.0	0.0	2023-09-06 16:32	le conseguenze spirituali della vaccinazione corona le testimonianze di terapeuti energetici 	vaccinazione	le conseguenze spirituali della  corona le testimonianze di terapeuti energetici 
725	Aggravamento del pemfigo in seguito alla vaccinazione covid ! https://t.co/UZ47yu8dyS	1.0	1.0	2023-09-06 20:50	aggravamento del pemfigo in seguito alla vaccinazione covid  	vaccinazione	aggravamento del pemfigo in seguito alla  covid  
760	L'agenzia @EU_HaDEA organizza a #Bruxelles un evento per presentare i risultati dello studio del programma #EU4Health sulle linee guida per valutare le prestazioni dei programmi di #vaccinazione dei paesi #UE.??28.09.2023? 09:00 - 18:00Per info ??https://t.co/ziFWshiauH https://t.co/J6DrYyqqEY	1.0	0.0	2023-09-07 9:55	lagenzia  organizza a bruxelles un evento per presentare i risultati dello studio del programma euhealth sulle linee guida per valutare le prestazioni dei programmi di vaccinazione dei paesi ue8   8per info  	vaccinazione	lagenzia  organizza a bruxelles un evento per presentare i risultati dello studio del programma euhealth sulle linee guida per valutare le prestazioni dei programmi di  dei paesi ue8   8per info  
787	Ho volentieri dato il mio patrocinio all'associazione Condav per la ventesima edizione della loro giornata di ricordo per le vittime degli effetti avversi da vaccinazione. Per accrediti e partecipazione segreteria condav: info @ condav . It https://t.co/8t3mPMtSwC	1.0	1.0	2023-09-07 14:54	ho volentieri dato il mio patrocinio allassociazione condav per la ventesima edizione della loro giornata di ricordo per le vittime degli effetti avversi da vaccinazione per accrediti e paecipazione segreteria condav info  condav  it 	vaccinazione	ho volentieri dato il mio patrocinio allassociazione condav per la ventesima edizione della loro giornata di ricordo per le vittime degli effetti avversi da  per accrediti e paecipazione segreteria condav info  condav  it 
879	Ricordiamo a @borghi_claudio che le ultime vittime da vaccino in Italia risalgono all'antipolio Sabin, non più utilizzato dal 2000. Non si usa più perché, grazie alla vaccinazione di tutti, il virus in Italia non circola ed è sufficiente il Salk, meno efficace ma più sicuro. https://t.co/Gdcp0ZGsvz	1.0	0.0	2023-09-07 20:43	ricordiamo a  che le ultime vittime da vaccino in italia risalgono allantipolio sabin non più utilizzato dal  non si usa più perché grazie alla vaccinazione di tutti il virus in italia non circola ed è sufficiente il salk meno efficace ma più sicuro 	vaccinazione	ricordiamo a  che le ultime vittime da vaccino in italia risalgono allantipolio sabin non più utilizzato dal  non si usa più perché grazie alla  di tutti il virus in italia non circola ed è sufficiente il salk meno efficace ma più sicuro 
899	"LA CAZZOLATA DI CAZZOLA NON ERA CERTO UNA FOMENTAZIONE ALL'ODIO, MA SOLO UN INVITO ALLA VACCINAZIONE E NON HA INDIGNATO NESSUNO, VERO?No vax, Cazzola invoca le armi: ""Serve il piombo""https://t.co/Vb6L3qtryc"	1.0	0.0	2023-09-07 21:58	la cazzolata di cazzola non era ceo una fomentazione allodio ma solo un invito alla vaccinazione e non ha indignato nessuno verono vax  cazzola invoca le armi serve il piombo	vaccinazione	la cazzolata di cazzola non era ceo una fomentazione allodio ma solo un invito alla  e non ha indignato nessuno verono vax  cazzola invoca le armi serve il piombo
989	"Il primo ministro neozelandese afferma che il governo non ha obbligato nessuno a prendere il vaccino.""Le persona hanno fatto le proprie scelte. Non esisteva alcuna vaccinazione obbligatoria. Quindi ?????? smettetela di dire ""sono stato costretto"" ?????? https://t.co/Hi4hoBpt3V"	1.0	0.0	2023-09-08 11:37	il primo ministro neozelandese afferma che il governo non ha obbligato nessuno a prendere il vaccinole persona hanno fatto le proprie scelte non esisteva alcuna vaccinazione obbligatoria quindi  smettetela di dire sono stato costretto  	vaccinazione	il primo ministro neozelandese afferma che il governo non ha obbligato nessuno a prendere il vaccinole persona hanno fatto le proprie scelte non esisteva alcuna  obbligatoria quindi  smettetela di dire sono stato costretto  
997	"Questa è una sentenza nella quale viene affermato che l'insorgenza dell'autismo è ""riconducibile con ragionevole probabilità scientifica"" alla vaccinazione MPR. Ma la scienza ha dimostrato in maniera inconfutabile che questo non è vero.Come la mettiamo @borghi_claudio? https://t.co/hJxUxQxPcz"	1.0	1.0	2023-09-08 11:49	questa è una sentenza nella quale viene affermato che linsorgenza dellautismo è riconducibile con ragionevole probabilità scientifica alla vaccinazione mpr ma la scienza ha dimostrato in maniera inconfutabile che questo non è verocome la mettiamo  	vaccinazione	questa è una sentenza nella quale viene affermato che linsorgenza dellautismo è riconducibile con ragionevole probabilità scientifica alla  mpr ma la scienza ha dimostrato in maniera inconfutabile che questo non è verocome la mettiamo  
1008	"Il leghista Borghi patrocinerà una giornara in ""ricordo delle vittime degli effetti avversi da vaccinazione"". Dice che ""non ci sono sottintesi"", ma subito dopo mette in dubbio l'efficacia dei vaccini. https://t.co/UgxzfTnjqK"	1.0	1.0	2023-09-08 12:10	il leghista borghi patrocinerà una giornara in ricordo delle vittime degli effetti avversi da vaccinazione dice che non ci sono sottintesi ma subito dopo mette in dubbio lefficacia dei vaccini 	vaccinazione	il leghista borghi patrocinerà una giornara in ricordo delle vittime degli effetti avversi da  dice che non ci sono sottintesi ma subito dopo mette in dubbio lefficacia dei vaccini 
1009	Il vaccino come comandamento. Le origini ebraiche della vaccinazione di massa  https://t.co/t1tDTAvqLO https://t.co/ckb5FbmvND	1.0	0.0	2023-09-08 12:11	il vaccino come comandamento le origini ebraiche della vaccinazione di massa   	vaccinazione	il vaccino come comandamento le origini ebraiche della  di massa   
1043	Quindi il responsabile di una struttura sanitaria può chiedere la vaccinazione per l'ingresso in una struttura?	1.0	0.0	2023-09-08 15:33	quindi il responsabile di una struttura sanitaria può chiedere la vaccinazione per lingresso in una struttura	vaccinazione	quindi il responsabile di una struttura sanitaria può chiedere la  per lingresso in una struttura
1053	Covid. Aumento dei positivi legato alle nuove sottovarianti. E gli esperti insistono sull'importanza della vaccinazione soprattutto per i più fragilihttps://t.co/bVWJdH0jEq#ioseguotgr @tgrrai #Covid	1.0	0.0	2023-09-08 16:39	covid  aumento dei positivi legato alle nuove sottovarianti e gli espei insistono sullimpoanza della vaccinazione soprattutto per i più fragili  covid	vaccinazione	covid  aumento dei positivi legato alle nuove sottovarianti e gli espei insistono sullimpoanza della  soprattutto per i più fragili  covid
1065	In caso di positività niente di più obbligo di restare a casa e vaccinazione consigliata solo a determinate fasce fragili. La gestione del Covid nel prossimo autunno sarà organizzata sul modello antinfluenzale. Di @GiovaQuez https://t.co/2Vbe6wv1oE	1.0	0.0	2023-09-08 18:30	in caso di positività niente di più obbligo di restare a casa e vaccinazione consigliata solo a determinate fasce fragili la gestione del covid nel prossimo autunno sarà organizzata sul modello antinfluenzale di  	vaccinazione	in caso di positività niente di più obbligo di restare a casa e  consigliata solo a determinate fasce fragili la gestione del covid nel prossimo autunno sarà organizzata sul modello antinfluenzale di  
1106	"Però come ha affermato della presidente della Corte Costituzionale Silvana Sciarra: ""sui vaccini la Consulta ha seguito la scienza"".Sanità e Giustizia? NO, grazie.Preferisco starne alla larga.https://t.co/kZtITrwhtO"	1.0	0.0	2023-09-09 5:22	però come ha affermato della presidente della coe costituzionale silvana sciarra sui vaccini la consulta ha seguito la scienzasanità e giustizia no graziepreferisco starne alla larga	vaccinazione	però come ha affermato della presidente della coe costituzionale silvana sciarra sui vaccini la consulta ha seguito la scienzasanità e giustizia no graziepreferisco starne alla larga
1153	Covid, il monito dei medici: la malattia non è scomparsa, presto la vaccinazione #Napoli https://t.co/NWPwDFlT66	1.0	0.0	2023-09-09 13:37	covid  il monito dei medici la malattia non è scomparsa presto la vaccinazione napoli 	vaccinazione	covid  il monito dei medici la malattia non è scomparsa presto la  napoli 
1158	"LA MEDICINA DEL VIAGGIATORE - Il dottor Paolo Meo: ""Casi Covid-19 in aumento in tutto il mondo. Si alla vaccinazione agli ultra settantenni e ai malati cronici"" https://t.co/dp435qPa2t"	1.0	0.0	2023-09-09 14:02	la medicina del viaggiatore  il dottor paolo meo casi covid  in aumento in tutto il mondo si alla vaccinazione agli ultra settantenni e ai malati cronici 	vaccinazione	la medicina del viaggiatore  il dottor paolo meo casi covid  in aumento in tutto il mondo si alla  agli ultra settantenni e ai malati cronici 
1161	Cercasi: medici esperti, altamente credibili in posizioni di autorità per denunciare la catastrofe umanitaria scatenata dalla campagna globale di vaccinazione contro il #Covid . Il #Giappone risponde alla chiamata. @orazioschillaci @robersperanza @RobertoBurioni  @AStramezzi https://t.co/XWATih9OjY	1.0	1.0	2023-09-09 14:52	cercasi medici espei altamente credibili in posizioni di autorità per denunciare la catastrofe umanitaria scatenata dalla campagna globale di vaccinazione contro il covid  il giappone risponde alla chiamata      	vaccinazione	cercasi medici espei altamente credibili in posizioni di autorità per denunciare la catastrofe umanitaria scatenata dalla campagna globale di  contro il covid  il giappone risponde alla chiamata      
1173	In una settimana + 44% ma dove? Vaccinazione non obbligatoria ma raccomandata ai più fragili. Misure che possono essere variate a discrezione dai direttori sanitari. Comincio ad intravedere il medesimo comportamento degli anni precedenti. Sbaglio?	1.0	0.0	2023-09-09 18:20	in una settimana   ma dove vaccinazione non obbligatoria ma raccomandata ai più fragili misure che possono essere variate a discrezione dai direttori sanitari comincio ad intravedere il medesimo compoamento degli anni precedenti sbaglio	vaccinazione	in una settimana   ma dove  non obbligatoria ma raccomandata ai più fragili misure che possono essere variate a discrezione dai direttori sanitari comincio ad intravedere il medesimo compoamento degli anni precedenti sbaglio
1195	?? Ipertensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla vaccinazione contro il C0VID-19.Studio Giapponese pubblicato il 26/07/2023.Scarica il file Tradotto ITAhttps://t.co/8IY1aRqA95Link originario ??https://t.co/a11yURVVTx@a_meluzzi https://t.co/x6LrEIVXVE	1.0	1.0	2023-09-10 4:14	 ipeensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla vaccinazione contro il cvidstudio giapponese pubblicato il scarica il file tradotto ita originario  	vaccinazione	 ipeensione polmonare acuta dovuta alla formazione di microtrombi in seguito alla  contro il cvidstudio giapponese pubblicato il scarica il file tradotto ita originario  
1196	????Dipartimento di Scienze Cliniche e Salute di Comunità, Università degli Studi di Milano.Aumento del rischio di malattie dell'occhio e della tiroide a seguito della vaccinazione contro il Covid-19.Scarica il file tradotto ITAhttps://t.co/SY172kmlvy https://t.co/9G3YhKcAFu	1.0	1.0	2023-09-10 4:19	dipaimento di scienze cliniche e salute di comunità università degli studi di milanoaumento del rischio di malattie dellocchio e della tiroide a seguito della vaccinazione contro il covid scarica il file tradotto ita 	vaccinazione	dipaimento di scienze cliniche e salute di comunità università degli studi di milanoaumento del rischio di malattie dellocchio e della tiroide a seguito della  contro il covid scarica il file tradotto ita 
1206	Aumentano le voci contrarie alla vaccinazione di massa ma vengono sempre silenziate. .. https://t.co/Zp8VxReKS2	1.0	0.0	2023-09-10 6:44	aumentano le voci contrarie alla vaccinazione di massa ma vengono sempre silenziate  	vaccinazione	aumentano le voci contrarie alla  di massa ma vengono sempre silenziate  
1251	"Il ministero alla Salute: ""Vaccinazione anti Covid per tutti gli over 60"" - la Repubblica ?? quegli intrugli per topi di fogna ve li potete ficcare nel foro anale ? https://t.co/v4msDdlRac"	1.0	0.0	2023-09-10 12:09	il ministero alla salute vaccinazione anti covid per tutti gli over   la repubblica  quegli intrugli per topi di fogna ve li potete ficcare nel foro anale  	vaccinazione	il ministero alla salute  anti covid per tutti gli over   la repubblica  quegli intrugli per topi di fogna ve li potete ficcare nel foro anale  
1277	??  LANCET: LA VACCINAZIONE PEGGIORA IL LONG COVID?? https://t.co/xUi7LLBHBi	1.0	1.0	2023-09-10 15:13	  lancet la vaccinazione peggiora il long covid  	vaccinazione	  lancet la  peggiora il long covid  
1280	Dr Mc Cullough: la vaccinazione peggiora e prolunga la sindrome da Long-COVID https://t.co/SNM9uBz1C8	1.0	1.0	2023-09-10 15:40	dr mc cullough la vaccinazione peggiora e prolunga la sindrome da longcovid 	vaccinazione	dr mc cullough la  peggiora e prolunga la sindrome da longcovid 
1302	@VincenzoDeLuca Vorrebbe gentilmente spiegare a noi poveri cittadini campani come mai per accedere all'abbonamento bus gratuito per gli studenti si deve esibire la certificazione di avvenuta vaccinazione? Era forse obbligatoria per essere cittadini italiani? Ci spieghi.	1.0	0.0	2023-09-10 19:35	 vorrebbe gentilmente spiegare a noi poveri cittadini campani come mai per accedere allabbonamento bus gratuito per gli studenti si deve esibire la ceificazione di avvenuta vaccinazione era forse obbligatoria per essere cittadini italiani ci spieghi	vaccinazione	 vorrebbe gentilmente spiegare a noi poveri cittadini campani come mai per accedere allabbonamento bus gratuito per gli studenti si deve esibire la ceificazione di avvenuta  era forse obbligatoria per essere cittadini italiani ci spieghi
1358	Non capisco perché @Open_gol, con i suoi giovani brillanti sotto la guida di quel figaccione di @DavidPuente, non facciano un bel fact checking sulla carriera di #Djokovic allo sfascio dopo la mancata vaccinazione. Chiediamo al direttore @FrancoBechis.	1.0	0.0	2023-09-11 13:06	non capisco perché  con i suoi giovani brillanti sotto la guida di quel figaccione di  non facciano un bel fact checking sulla carriera di djokovic allo sfascio dopo la mancata vaccinazione chiediamo al direttore 	vaccinazione	non capisco perché  con i suoi giovani brillanti sotto la guida di quel figaccione di  non facciano un bel fact checking sulla carriera di djokovic allo sfascio dopo la mancata  chiediamo al direttore 
1359	Caro @EnricoMentana perché il suo @Open_gol non vede se corrisponde al vero il fatto che la carriera di #Djokovic dopo la mancata vaccinazione sia andata a ramengo? Volete essere credibili con le vostre lezioncine o no? Avanti...	1.0	0.0	2023-09-11 13:09	caro  perché il suo  non vede se corrisponde al vero il fatto che la carriera di djokovic dopo la mancata vaccinazione sia andata a ramengo volete essere credibili con le vostre lezioncine o no avanti	vaccinazione	caro  perché il suo  non vede se corrisponde al vero il fatto che la carriera di djokovic dopo la mancata  sia andata a ramengo volete essere credibili con le vostre lezioncine o no avanti
1373	Novak Djokovic (@DjokerNole ) Il fatto che @moderna_tx sia stato lo sponsor principale dei #USOpen2023  rende la tua vittoria ancora più trionfante. Congratulazioni, Novak! Sei l'idolo per miliardi di persone su questo pianeta che non si sono piegate alla nazi vaccinazione. ??	1.0	0.0	2023-09-11 17:06	novak djokovic   il fatto che  sia stato lo sponsor principale dei usopen  rende la tua vittoria ancora più trionfante congratulazioni novak sei lidolo per miliardi di persone su questo pianeta che non si sono piegate alla nazi vaccinazione 	vaccinazione	novak djokovic   il fatto che  sia stato lo sponsor principale dei usopen  rende la tua vittoria ancora più trionfante congratulazioni novak sei lidolo per miliardi di persone su questo pianeta che non si sono piegate alla nazi  
1377	"?? Il primo ministro neozelandese Chris Hipkins afferma che il governo non ha obbligato nessuno a prendere il vaccino.???? ""Per quanto riguarda gli obblighi sui vaccini non esisteva alcuna vaccinazione obbligatoria. Le persone hanno fatto le loro scelte"" https://t.co/7ZSUkIPcu4"	1.0	0.0	2023-09-11 17:57	 il primo ministro neozelandese chris hipkins afferma che il governo non ha obbligato nessuno a prendere il vaccino per quanto riguarda gli obblighi sui vaccini non esisteva alcuna vaccinazione obbligatoria le persone hanno fatto le loro scelte 	vaccinazione	 il primo ministro neozelandese chris hipkins afferma che il governo non ha obbligato nessuno a prendere il vaccino per quanto riguarda gli obblighi sui vaccini non esisteva alcuna  obbligatoria le persone hanno fatto le loro scelte 
1392	IN COREA DEL SUD E A TAIWAN COMINCIANO A FARE I CONTI CON LE VITTIME DEL VACCINOIl governo sudcoreano ha annunciato piani per risarcire le famiglie per la perdita di parenti che muoiono entro 90 giorni dalla vaccinazione contro il COVID-19, riferisce Pulse di Maeil https://t.co/ArOwQoUYpo	1.0	1.0	2023-09-12 7:06	in corea del sud e a taiwan cominciano a fare i conti con le vittime del vaccinoil governo sudcoreano ha annunciato piani per risarcire le famiglie per la perdita di parenti che muoiono entro  giorni dalla vaccinazione contro il covid  riferisce pulse di maeil 	vaccinazione	in corea del sud e a taiwan cominciano a fare i conti con le vittime del vaccinoil governo sudcoreano ha annunciato piani per risarcire le famiglie per la perdita di parenti che muoiono entro  giorni dalla  contro il covid  riferisce pulse di maeil 
1400	Il danno fatto alla società dall'inutile contrapposizione tra provax e novax è enorme. Le tesi strampalate dei secondi, inascoltate per anni, sono diventate strumenti nelle mani dei primi per certificare la bontà delle loro scelte, anziché i risultati della vaccinazione.	1.0	0.0	2023-09-12 9:57	il danno fatto alla società dallinutile contrapposizione tra provax e novax è enorme le tesi strampalate dei secondi inascoltate per anni sono diventate strumenti nelle mani dei primi per ceificare la bontà delle loro scelte anziché i risultati della vaccinazione	vaccinazione	il danno fatto alla società dallinutile contrapposizione tra provax e novax è enorme le tesi strampalate dei secondi inascoltate per anni sono diventate strumenti nelle mani dei primi per ceificare la bontà delle loro scelte anziché i risultati della 
1406	"#Covid Nuovo vaccino adattato a XBB.1.5. Novavax:""Dosi arrivate ieri in Usa e pronte per essere distribuite per campagna di vaccinazione autunnale, in attesa dell'azione della FDA e del CDC.Oggi ultimi dati sul vaccino presentati alla riunione dell'ACIPhttps://t.co/yxlB9NzMPA"	1.0	0.0	2023-09-12 12:58	covid nuovo vaccino adattato a xbb novavax dosi arrivate ieri in usa e pronte per essere distribuite per campagna di vaccinazione autunnale in attesa dellazione della fda e del cdcoggi ultimi dati sul vaccino presentati alla riunione dellacip	vaccinazione	covid nuovo vaccino adattato a xbb novavax dosi arrivate ieri in usa e pronte per essere distribuite per campagna di  autunnale in attesa dellazione della fda e del cdcoggi ultimi dati sul vaccino presentati alla riunione dellacip
1417	"#Covid Nuovi vaccini aggiornati per tutti in UsaCDC: ""La vaccinazione, oltre a ospedalizzazione e morte riduce anche la possibilità di subire gli effetti del #LongCovid, che possono svilupparsi durante o in seguito a un'infezione acuta e durare per un periodo prolungato"""	1.0	0.0	2023-09-13 6:00	covid nuovi vaccini aggiornati per tutti in usacdc la vaccinazione oltre a ospedalizzazione e moe riduce anche la possibilità di subire gli effetti del longcovid  che possono svilupparsi durante o in seguito a uninfezione acuta e durare per un periodo prolungato	vaccinazione	covid nuovi vaccini aggiornati per tutti in usacdc la  oltre a ospedalizzazione e moe riduce anche la possibilità di subire gli effetti del longcovid  che possono svilupparsi durante o in seguito a uninfezione acuta e durare per un periodo prolungato
1418	Diversamente che in Italia, in UK e nella maggior parte dei paesi del mondo, dove si punta alle CATEGORIE A RISCHIO, i CDC USA hanno raccomandato la vaccinazione con il vaccino covid aggiornato a TUTTI sopra i 6 mesi di età (VACCINAZIONE UNIVERSALE).https://t.co/7gkFPFMm5y	1.0	0.0	2023-09-13 6:02	diversamente che in italia in uk e nella maggior pae dei paesi del mondo dove si punta alle categorie a rischio i cdc usa hanno raccomandato la vaccinazione con il vaccino covid aggiornato a tutti sopra i  mesi di età vaccinazione universale	vaccinazione	diversamente che in italia in uk e nella maggior pae dei paesi del mondo dove si punta alle categorie a rischio i cdc usa hanno raccomandato la  con il vaccino covid aggiornato a tutti sopra i  mesi di età  universale
