	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filters
33	"So, after pushing covid jabs for kids and vilifying us resuseniks, Dr Flanj is in hospital with a ""mystery illness"".Poetic justice."	1.0	0.0	2023-08-02 17:48	so after pushing covid jabs for kids and vilifying us resuseniks dr flanj is in hospital with a mystery illnesspoetic justice	jabs	so after pushing covid  for kids and vilifying us resuseniks dr flanj is in hospital with a mystery illnesspoetic justice	pushing covid kids vilifying us resuseniks dr flanj hospital mystery illnesspoetic justice
36	RT @BohemianAtmosp1: They will get there eventually. If the jabs don't kill them first obviously. https://t.co/jtLWCVDFj0	1.0	1.0	2023-08-02 20:34	  they will get there eventually if the jabs dont kill them first obviously 	jabs	  they will get there eventually if the  dont kill them first obviously 	get eventually dont kill first obviously
38	RT @drcole12: Happy to testify in court against any administrator still requiring these expired jabs, for extinct variants.	1.0	0.0	2023-08-02 22:31	  happy to testify in cou against any administrator still requiring these expired jabs for extinct variants	jabs	  happy to testify in cou against any administrator still requiring these expired  for extinct variants	happy testify cou administrator still requiring expired extinct variants
41	RT @litecoin_bull: Make no mistake. The #COVID jabs were an operation to depopulate the worldPeople are waking up to the fact that the people who ran the world are evil, demonic, psychopathic, pathological lying freaks.	1.0	0.0	2023-08-03 6:32	  make no mistake the covid jabs were an operation to depopulate the worldpeople are waking up to the fact that the people who ran the world are evil demonic psychopathic pathological lying freaks	jabs	  make no mistake the covid  were an operation to depopulate the worldpeople are waking up to the fact that the people who ran the world are evil demonic psychopathic pathological lying freaks	make mistake covid operation depopulate worldpeople waking fact people ran world evil demonic psychopathic pathological lying freaks
42	@CartlandDavid Any ideas David? Scabies? ringworm. I recall research saying either parasite or bacteria from jabs?  It is on Pfizer jabbed lady-it did subside &amp; reappear so fungal too?  Deet? Castor oil? Genetian violet? I don't know the person just spotted the post.	1.0	0.0	2023-08-03 8:16	 any ideas david scabies ringworm i recall research saying either parasite or bacteria from jabs  it is on pfizer jabbed ladyit did subside  reappear so fungal too  deet castor oil genetian violet i dont know the person just spotted the post	jabs	 any ideas david scabies ringworm i recall research saying either parasite or bacteria from   it is on pfizer jabbed ladyit did subside  reappear so fungal too  deet castor oil genetian violet i dont know the person just spotted the post	ideas david scabies ringworm recall research saying either parasite bacteria pfizer jabbed ladyit subside reappear fungal deet castor oil genetian violet dont know person spotted post
44	RT @Peter_Pavlov777: @AlanBixter @JoshWalkos @rikirikiroo Unbelievable that people like you still exist and are afraid of catching a virus. The jabs are useless or did you miss that memo from two yrs ago?	1.0	0.0	2023-08-03 9:34	     unbelievable that people like you still exist and are afraid of catching a virus the jabs are useless or did you miss that memo from two yrs ago	jabs	     unbelievable that people like you still exist and are afraid of catching a virus the  are useless or did you miss that memo from two yrs ago	unbelievable people like still exist afraid catching virus useless miss memo two yrs ago
47	Did you know? ? 15 mins with someone who had measles is enough time for the virus to be passed on. Measles can have serious and sometimes fatal consequences, so make sure you're up to date with #MMR vaccinations, and ask your GP about catch up jabs if you need. https://t.co/JuDDww8J2t	1.0	0.0	2023-08-03 11:01	did you know   mins with someone who had measles is enough time for the virus to be passed on measles can have serious and sometimes fatal consequences so make sure youre up to date with mmr vaccinations and ask your gp about catch up jabs if you need 	jabs	did you know   mins with someone who had measles is enough time for the virus to be passed on measles can have serious and sometimes fatal consequences so make sure youre up to date with mmr vaccinations and ask your gp about catch up  if you need 	know mins someone measles enough time virus passed measles serious sometimes fatal consequences make sure youre date mmr vaccinations ask gp catch need
48	RT @Jjulian6412: @SandraWeeden A very thorough list of risks &amp; government preparations, except for one glaring omission:The response to -and responsibility of - Government in the event that millions are killed or injured by pharmaceutical products.They have lied to and betrayed the public over mRNA jabs https://t.co/Cwf7wVup8P	1.0	1.0	2023-08-03 13:52	   a very thorough list of risks  government preparations except for one glaring omissionthe response to and responsibility of  government in the event that millions are killed or injured by pharmaceutical productsthey have lied to and betrayed the public over mrna jabs 	jabs	   a very thorough list of risks  government preparations except for one glaring omissionthe response to and responsibility of  government in the event that millions are killed or injured by pharmaceutical productsthey have lied to and betrayed the public over mrna  	thorough list risks government preparations except one glaring omissionthe response responsibility government event millions killed injured pharmaceutical productsthey lied betrayed public mrna
49	???? Pfizer doctors repeatedly will not answer the direct question about the mechanism of why myocarditis is impacting those who took the Covid jabs. They are obviously deflecting and covering up. Watch... and make up your own mind.    ??????	1.0	1.0	2023-08-03 14:47	 pfizer doctors repeatedly will not answer the direct question about the mechanism of why myocarditis is impacting those who took the covid jabs they are obviously deflecting and covering up watch and make up your own mind    	jabs	 pfizer doctors repeatedly will not answer the direct question about the mechanism of why myocarditis is impacting those who took the covid  they are obviously deflecting and covering up watch and make up your own mind    	pfizer doctors repeatedly answer direct question mechanism myocarditis impacting took covid obviously deflecting covering watch make mind
53	RT @RitaPanahi: Sure the mandates meant if you didn't have at least two Covid jabs you'd have no job, couldn't travel, couldn't enter shops, restaurants or just about any building other than a private residence but apparently that doesn't amount to coercion.	1.0	0.0	2023-08-04 3:28	  sure the mandates meant if you didnt have at least two covid jabs youd have no job couldnt travel couldnt enter shops restaurants or just about any building other than a private residence but apparently that doesnt amount to coercion	jabs	  sure the mandates meant if you didnt have at least two covid  youd have no job couldnt travel couldnt enter shops restaurants or just about any building other than a private residence but apparently that doesnt amount to coercion	sure mandates meant didnt least two covid youd job couldnt travel couldnt enter shops restaurants building private residence apparently doesnt amount coercion
57	Check out this lockdown diary. Jabs, masks and binge drinking ?? ?? #satire #kindle #mustread #BooksWorthReading#Covidhttps://t.co/Y76mIpXoty https://t.co/od9z8zPm4W	1.0	0.0	2023-08-04 7:56	check out this lockdown diary jabs masks and binge drinking   satire kindle mustread bookswohreadingcovid ttpstcoymipxoty 	jabs	check out this lockdown diary  masks and binge drinking   satire kindle mustread bookswohreadingcovid ttpstcoymipxoty 	check lockdown diary masks binge drinking satire kindle mustread bookswohreadingcovid ttpstcoymipxoty
60	"RT @JaniceW78256134: ""Multiple, DELIBERATE toxicities"" in covid jabs. Mike Yeadon foresaw the destruction they would wreak on the population! He was right &amp; we are witnessing it, yet STILL it continues.Would everyone complain to their MPs &amp; Area Health Authority please.They have no intention of"	1.0	1.0	2023-08-04 9:00	  multiple deliberate toxicities in covid jabs mike yeadon foresaw the destruction they would wreak on the population he was right  we are witnessing it yet still it continueswould everyone complain to their mps  area health authority pleasethey have no intention of	jabs	  multiple deliberate toxicities in covid  mike yeadon foresaw the destruction they would wreak on the population he was right  we are witnessing it yet still it continueswould everyone complain to their mps  area health authority pleasethey have no intention of	multiple deliberate toxicities covid mike yeadon foresaw destruction would wreak population right witnessing yet still continueswould everyone complain mps area health authority pleasethey intention
61	RT @VodkaWardrobe: Check out this lockdown diary. Jabs, masks and binge drinking ?? ?? #satire #kindle #mustread #BooksWorthReading#Covidhttps://t.co/Y76mIpXoty https://t.co/od9z8zPm4W	1.0	0.0	2023-08-04 9:06	  check out this lockdown diary jabs masks and binge drinking   satire kindle mustread bookswohreadingcovid ttpstcoymipxoty 	jabs	  check out this lockdown diary  masks and binge drinking   satire kindle mustread bookswohreadingcovid ttpstcoymipxoty 	check lockdown diary masks binge drinking satire kindle mustread bookswohreadingcovid ttpstcoymipxoty
70	"I'd love to have seen the response if a few ""anti-vaxxers"" climbed Rishi Sunak's mansion and unfurled a ""No New Covid Jabs"" banner.Police helicopters, anti-terrorist squads, dogs, the lot. Would they have been released on bail like the Greenpeace actors?Not a fucking chance. https://t.co/OpLIRcr4RA"	1.0	0.0	2023-08-04 11:02	id love to have seen the response if a few antivax ers climbed rishi sunaks mansion and unfurled a no new covid jabs bannerpolice helicopters antiterrorist squads dogs the lot would they have been released on bail like the greenpeace actorsnot a fucking chance 	jabs	id love to have seen the response if a few antivax ers climbed rishi sunaks mansion and unfurled a no new covid  bannerpolice helicopters antiterrorist squads dogs the lot would they have been released on bail like the greenpeace actorsnot a fucking chance 	id love seen response antivax ers climbed rishi sunaks mansion unfurled new covid bannerpolice helicopters antiterrorist squads dogs lot would released bail like greenpeace actorsnot fucking chance
73	RT @goodfoodgal: Extraordinary. Moderna minions had no numbers available in relation to adverse reactions to their poison jabs. (Well let's face it - showing them would only make them look bad)	1.0	1.0	2023-08-04 11:22	  extraordinary moderna minions had no numbers available in relation to adverse reactions to their poison jabs well lets face it  showing them would only make them look bad	jabs	  extraordinary moderna minions had no numbers available in relation to adverse reactions to their poison  well lets face it  showing them would only make them look bad	extraordinary moderna minions numbers available relation adverse reactions poison well lets face showing would make look bad
80	#Measles can be a serious infection that can lead to complications, especially in young children &amp; those with weakened immune systems. Measles spreads easily but it is preventable. Make sure you &amp; your loved ones are up to date with your #MMR jabs or catch up on any missed jabs. https://t.co/667ATbntaA	1.0	0.0	2023-08-04 12:59	measles can be a serious infection that can lead to complications especially in young children  those with weakened immune systems measles spreads easily but it is preventable make sure you  your loved ones are up to date with your mmr jabs or catch up on any missed jabs 	jabs	measles can be a serious infection that can lead to complications especially in young children  those with weakened immune systems measles spreads easily but it is preventable make sure you  your loved ones are up to date with your mmr  or catch up on any missed  	measles serious infection lead complications especially young children weakened immune systems measles spreads easily preventable make sure loved ones date mmr catch missed
84	RT @SteveCollins03: @JimFergusonUK Conspiracy theorists knew the fines pfzier have paid over the years.  Conspiracy theorists read what pfzier was doing in Africa .Conspiracy theorists knew pfzier convid jabs were poison.Conspiracy theorists knew the virus was a lie .As conspiracy theorist pay attention....	1.0	0.0	2023-08-04 13:47	   conspiracy theorists knew the fines pfzier have paid over the years  conspiracy theorists read what pfzier was doing in africa conspiracy theorists knew pfzier convid jabs were poisonconspiracy theorists knew the virus was a lie as conspiracy theorist pay attention	jabs	   conspiracy theorists knew the fines pfzier have paid over the years  conspiracy theorists read what pfzier was doing in africa conspiracy theorists knew pfzier convid  were poisonconspiracy theorists knew the virus was a lie as conspiracy theorist pay attention	conspiracy theorists knew fines pfzier paid years conspiracy theorists read pfzier africa conspiracy theorists knew pfzier convid poisonconspiracy theorists knew virus lie conspiracy theorist pay attention
85	RT @UKHSA: #Measles can be a serious infection that can lead to complications, especially in young children &amp; those with weakened immune systems. Measles spreads easily but it is preventable. Make sure you &amp; your loved ones are up to date with your #MMR jabs or catch up on any missed jabs. https://t.co/667ATbntaA	1.0	0.0	2023-08-04 14:01	  measles can be a serious infection that can lead to complications especially in young children  those with weakened immune systems measles spreads easily but it is preventable make sure you  your loved ones are up to date with your mmr jabs or catch up on any missed jabs 	jabs	  measles can be a serious infection that can lead to complications especially in young children  those with weakened immune systems measles spreads easily but it is preventable make sure you  your loved ones are up to date with your mmr  or catch up on any missed  	measles serious infection lead complications especially young children weakened immune systems measles spreads easily preventable make sure loved ones date mmr catch missed
87	RT @smartfarts1: These incredible human being spoke their experiences being injured by the covid 19 jabs please support them in any way you can they must have a voice and  must receive medical assistance ????????https://t.co/VlhQFbhsqJ	1.0	1.0	2023-08-04 14:29	  these incredible human being spoke their experiences being injured by the covid  jabs please suppo them in any way you can they must have a voice and  must receive medical assistance 	jabs	  these incredible human being spoke their experiences being injured by the covid   please suppo them in any way you can they must have a voice and  must receive medical assistance 	incredible human spoke experiences injured covid please suppo way must voice must receive medical assistance
88	RT @CartlandDavid: Doctors and nurses who deny that there isn't something gravely wrong with the C19 jabs are not only clinically but criminally negligent! Prove me wrong with data rather than ad hominem!	1.0	0.0	2023-08-04 15:16	  doctors and nurses who deny that there isnt something gravely wrong with the c jabs are not only clinically but criminally negligent prove me wrong with data rather than ad hominem	jabs	  doctors and nurses who deny that there isnt something gravely wrong with the c  are not only clinically but criminally negligent prove me wrong with data rather than ad hominem	doctors nurses deny isnt something gravely wrong c clinically criminally negligent prove wrong data rather ad hominem
91	RT @beverleyturner: As I was shouting about in 2020-2022, @pfizer NEVER TESTED the jabs re #transmission. So all those bullies telling people they were going to kill grandma were just repeating a lie.All that b****cks about vaccine passports; jab-or-no-job; lock up the unjabbed.... Was based on https://t.co/uf6p0XPTB0	1.0	0.0	2023-08-04 16:09	  as i was shouting about in   never tested the jabs re transmission so all those bullies telling people they were going to kill grandma were just repeating a lieall that bcks about vaccine passpos jabornojob lock up the unjabbed was based on 	jabs	  as i was shouting about in   never tested the  re transmission so all those bullies telling people they were going to kill grandma were just repeating a lieall that bcks about vaccine passpos jabornojob lock up the unjabbed was based on 	shouting never tested transmission bullies telling people going kill grandma repeating lieall bcks vaccine passpos jabornojob lock unjabbed based
101	RT @TLtj18: Anyway, Just keep getting your jabsand believing Islam is peacefulAnd trans women aren't menand the world is on fire..	1.0	0.0	2023-08-04 18:27	  anyway just keep getting your jabsand believing islam is peacefuland trans women arent menand the world is on fire	jabs	  anyway just keep getting your and believing islam is peacefuland trans women arent menand the world is on fire	anyway keep getting believing islam peacefuland trans women arent menand world fire
109	RT @beverleyturner: As I was shouting about in 2020-2022, @pfizer NEVER TESTED the jabs re #transmission. So all those bullies telling people they were going to kill grandma were just repeating a lie.All that b****cks about vaccine passports; jab-or-no-job; lock up the unjabbed.... Was based on	1.0	0.0	2023-08-04 21:12	  as i was shouting about in   never tested the jabs re transmission so all those bullies telling people they were going to kill grandma were just repeating a lieall that bcks about vaccine passpos jabornojob lock up the unjabbed was based on	jabs	  as i was shouting about in   never tested the  re transmission so all those bullies telling people they were going to kill grandma were just repeating a lieall that bcks about vaccine passpos jabornojob lock up the unjabbed was based on	shouting never tested transmission bullies telling people going kill grandma repeating lieall bcks vaccine passpos jabornojob lock unjabbed based
110	RT @TonyNikolic10: In August 2021 we challenged mandates in Australia's first legal challenge (Kassam v Hazard). We placed the fact jabs did not stop transmission into evidence more than 2 years ago and there was no need to coerce or subject the population to traumatising policies and laws to	1.0	0.0	2023-08-04 21:25	  in august  we challenged mandates in australias first legal challenge kassam v hazard we placed the fact jabs did not stop transmission into evidence more than  years ago and there was no need to coerce or subject the population to traumatising policies and laws to	jabs	  in august  we challenged mandates in australias first legal challenge kassam v hazard we placed the fact  did not stop transmission into evidence more than  years ago and there was no need to coerce or subject the population to traumatising policies and laws to	august challenged mandates australias first legal challenge kassam v hazard placed fact stop transmission evidence years ago need coerce subject population traumatising policies laws
113	RT @BuzzedBeard: Pfizer exec admits under oath that their mRNA jabs were never tested for transmission before being rolled out to the public. Never even tested. https://t.co/l0P78MVSDP	1.0	0.0	2023-08-04 22:14	  pfizer exec admits under oath that their mrna jabs were never tested for transmission before being rolled out to the public never even tested 	jabs	  pfizer exec admits under oath that their mrna  were never tested for transmission before being rolled out to the public never even tested 	pfizer exec admits oath mrna never tested transmission rolled public never even tested
114	RT @TurnOffYourTvN1: Are people dying from the covid jabs?	1.0	1.0	2023-08-05 0:36	  are people dying from the covid jabs	jabs	  are people dying from the covid 	people dying covid
117	RT @beverleyturner: As I was shouting about in 2020-2022, @pfizer NEVER TESTED the jabs re #transmission. So all those bullies telling people they were going to kill grandma were just repeating a lie.All that b****cks about vaccine passports; jab-or-no-job; lock up the unjabbed.... Was based on	1.0		2023-08-05 5:37	  as i was shouting about in   never tested the jabs re transmission so all those bullies telling people they were going to kill grandma were just repeating a lieall that bcks about vaccine passpos jabornojob lock up the unjabbed was based on	jabs	  as i was shouting about in   never tested the  re transmission so all those bullies telling people they were going to kill grandma were just repeating a lieall that bcks about vaccine passpos jabornojob lock up the unjabbed was based on	shouting never tested transmission bullies telling people going kill grandma repeating lieall bcks vaccine passpos jabornojob lock unjabbed based
118	RT @Dominiquetaegon: If the jabs that millions of people were blackmailed into injecting themselves with weren't experimental, why were Pfizer employees given a 'special batch'?	1.0	0.0	2023-08-05 5:50	  if the jabs that millions of people were blackmailed into injecting themselves with werent experimental why were pfizer employees given a special batch	jabs	  if the  that millions of people were blackmailed into injecting themselves with werent experimental why were pfizer employees given a special batch	millions people blackmailed injecting werent experimental pfizer employees given special batch
124	RT @SandraWeeden: 1/2??1 in 4 chance of a CATASTROPHIC pandemic in 5 years killing 840,000! Fortuitously, the MHRA has just authorised the NINTH 'Covid' jab, BIMERVAX, and investment in a Moderna facility producing 250million jabs a year!We are SO blessed in the U.K.https://t.co/klxn4aTgCX https://t.co/bmjc0Bp1H9	1.0	0.0	2023-08-05 7:51	   in  chance of a catastrophic pandemic in  years killing 8 fouitously the mhra has just authorised the ninth covid  jab bimervax  and investment in a moderna facility producing million jabs a yearwe are so blessed in the uk 	jabs	   in  chance of a catastrophic pandemic in  years killing 8 fouitously the mhra has just authorised the ninth covid  jab bimervax  and investment in a moderna facility producing million  a yearwe are so blessed in the uk 	chance catastrophic pandemic years killing 8 fouitously mhra authorised ninth covid jab bimervax investment moderna facility producing million yearwe blessed uk
126	@dailytelegraph Why would you quote Hotez, who ALWAYS pushes the jabs that have harmed many? Covid spike may be caused by Barbie and drizzle, says expert https://t.co/6fX6UkRHdV	1.0	0.0	2023-08-05 8:25	 why would you quote hotez who always pushes the jabs that have harmed many covid spike may be caused by barbie and drizzle says expe 	jabs	 why would you quote hotez who always pushes the  that have harmed many covid spike may be caused by barbie and drizzle says expe 	would quote hotez always pushes harmed many covid spike may caused barbie drizzle says expe
127	RT @gazcon: Genuine claims I've seen on Twitter lately...- Nobody tried to overturn Brexit- Nobody was forced to take the jabs- Nobody was locked downAll from people with a documented record of vehemently supporting all of these things.	1.0	0.0	2023-08-05 8:36	  genuine claims ive seen on twitter lately nobody tried to oveurn brexit nobody was forced to take the jabs nobody was locked downall from people with a documented record of vehemently suppoing all of these things	jabs	  genuine claims ive seen on twitter lately nobody tried to oveurn brexit nobody was forced to take the  nobody was locked downall from people with a documented record of vehemently suppoing all of these things	genuine claims ive seen twitter lately nobody tried oveurn brexit nobody forced take nobody locked downall people documented record vehemently suppoing things
131	RT @nearsidejohn: Trudeau &amp; wife took fake covid jabs (because they were safe and effective?)@thespacepirate @LadyBelinda57@FrankBullitt39 @Formerlyhappy@biffbaffboffboo @lennythepen@HarPaul1966 @ben98870523@Hells4Heroes@charlesthecab@DeaconJustified@deanyb71@jocottle1@PinkAvis	1.0	0.0	2023-08-05 9:17	  trudeau  wife took fake covid jabs because they were safe and effective    	jabs	  trudeau  wife took fake covid  because they were safe and effective    	trudeau wife took fake covid safe effective
135	RT @SilvioTattiscon: Why's Covid jabs still indemnity protected, the more that comes out about placebo jabs given to the big wigs &amp; employees, big pharma is still killing people, with no comeback I had to take them I've a lung disease, I'm taking no more, it's like Russian Roulette now, not playing	1.0	0.0	2023-08-05 10:21	  whys covid jabs still indemnity protected the more that comes out about placebo jabs given to the big wigs  employees big pharma is still killing people with no comeback i had to take them ive a lung disease im taking no more its like russian roulette now not playing	jabs	  whys covid  still indemnity protected the more that comes out about placebo  given to the big wigs  employees big pharma is still killing people with no comeback i had to take them ive a lung disease im taking no more its like russian roulette now not playing	whys covid still indemnity protected comes placebo given big wigs employees big pharma still killing people comeback take ive lung disease im taking like russian roulette playing
137	RT @AussieVal10: Get the jab by 15 October 2021 or you can:Lose your job;Lose your house;Starve;Watch your kids starve;Live on the streets;Maniacs were blackmailing and bullying jabs into peoplesounds like force to me. https://t.co/9NuVp9lU9T	1.0	0.0	2023-08-05 11:43	  get the jab by  october  or you canlose your joblose your housestarvewatch your kids starvelive on the streetsmaniacs were blackmailing and bullying jabs into peoplesounds like force to me 	jabs	  get the jab by  october  or you canlose your joblose your housestarvewatch your kids starvelive on the streetsmaniacs were blackmailing and bullying  into peoplesounds like force to me 	get jab october canlose joblose housestarvewatch kids starvelive streetsmaniacs blackmailing bullying people sounds like force
145	RT @ReEducationNZ: @LozzaFox I know 3 people personally with teenage male children that developed a heart condition shortly after taking the jabs. According to officials, this is impossible.	1.0	1.0	2023-08-05 13:48	   i know  people personally with teenage male children that developed a hea condition sholy after taking the jabs according to officials this is impossible	jabs	   i know  people personally with teenage male children that developed a hea condition sholy after taking the  according to officials this is impossible	know people personally teenage male children developed hea condition sholy taking according officials impossible
155	Biggest con in history for sure ??	1.0	0.0	2023-08-05 17:33	biggest con in history for sure 	jabs	biggest con in history for sure 	biggest con history sure
156	"RT @Censored4sure: ""Covid"" is not coming back. Don't believe mainstream media. The only thing on the rise is direct effects from these jabs. They can't hide it anymore. Instead of telling the truth, they want you to believe theirs another wave coming. People are going to be sicker than they've https://t.co/Te0NXbDsk6"	1.0	0.0	2023-08-05 17:52	  covid  is not coming back dont believe mainstream media the only thing on the rise is direct effects from these jabs they cant hide it anymore instead of telling the truth they want you to believe theirs another wave coming people are going to be sicker than theyve 	jabs	  covid  is not coming back dont believe mainstream media the only thing on the rise is direct effects from these  they cant hide it anymore instead of telling the truth they want you to believe theirs another wave coming people are going to be sicker than theyve 	covid coming back dont believe mainstream media thing rise direct effects cant hide anymore instead telling truth want believe another wave coming people going sicker theyve
169	Dr John Campbell's latest videoPfizer reps avoiding answering questions https://t.co/x99OO8QFO0It's very clear at this point non of the covid jabs were safe or effective - exactly the opposite in fact! https://t.co/UuR59CSqpG	1.0	1.0	2023-08-06 0:25	dr john campbells latest videopfizer reps avoiding answering questions  very clear at this point non of the covid jabs were safe or effective  exactly the opposite in fact 	jabs	dr john campbells latest videopfizer reps avoiding answering questions  very clear at this point non of the covid  were safe or effective  exactly the opposite in fact 	dr john campbells latest videopfizer reps avoiding answering questions clear point non covid safe effective exactly opposite fact
175	RT @CartlandDavid: This surgery Stennack in St Ives after visiting informally to meet the manager who told me that my 'application caused quite a stir' then proceeded to chat with me about how they agreed and hadn't been convinced of the jabs safety. I was assured of at least a conversation with https://t.co/qPgd5BIUcW	1.0	1.0	2023-08-06 9:43	  this surgery stennack in st ives after visiting informally to meet the manager who told me that my application caused quite a stir then proceeded to chat with me about how they agreed and hadnt been convinced of the jabs safety i was assured of at least a conversation with 	jabs	  this surgery stennack in st ives after visiting informally to meet the manager who told me that my application caused quite a stir then proceeded to chat with me about how they agreed and hadnt been convinced of the  safety i was assured of at least a conversation with 	surgery stennack st ives visiting informally meet manager told application caused quite stir proceeded chat agreed hadnt convinced safety assured least conversation
176	RT @chrisprimod: Dazelle Peters is a 16 year old girl that is currently fighting for her life.She is being DENIED a double lung transplant at Sydney's St Vincent's Hospital because she is unvaccinated and doesn't want to receive four Covid jabs as per the unnecessary and tyrannical Covid https://t.co/5FsRrQIZ62	1.0	0.0	2023-08-06 10:20	  dazelle peters is a  year old girl that is currently fighting for her lifeshe is being denied a double lung transplant at sydneys st vincents hospital because she is unvaccinated and doesnt want to receive four covid jabs as per the unnecessary and tyrannical covid  	jabs	  dazelle peters is a  year old girl that is currently fighting for her lifeshe is being denied a double lung transplant at sydneys st vincents hospital because she is unvaccinated and doesnt want to receive four covid  as per the unnecessary and tyrannical covid  	dazelle peters year old girl currently fighting lifeshe denied double lung transplant sydneys st vincents hospital unvaccinated doesnt want receive four covid per unnecessary tyrannical covid
180	RT @VDejan0000: @karma44921039 I had a tweet saved to my bookmarks with Jacinta Ardern stating that if New Zealanders don't take the C19 jabs, that she may add it to the water supply.  She was on video in a conference saying this.  The tweet was removed from my bookmarks &amp; wiped from all search engines since.	1.0	0.0	2023-08-06 13:55	   i had a tweet saved to my bookmarks with jacinta ardern stating that if new zealanders dont take the c jabs that she may add it to the water supply  she was on video in a conference saying this  the tweet was removed from my bookmarks  wiped from all search engines since	jabs	   i had a tweet saved to my bookmarks with jacinta ardern stating that if new zealanders dont take the c  that she may add it to the water supply  she was on video in a conference saying this  the tweet was removed from my bookmarks  wiped from all search engines since	tweet saved bookmarks jacinta ardern stating new zealanders dont take c may add water supply video conference saying tweet removed bookmarks wiped search engines since
184	RT @toadmeister: Moderna's Covid booster caused one in 35 people to have heart injuries detectable with blood tests, according to a new Swiss doctors' report. https://t.co/T1cZAlRP9Y	1.0	1.0	2023-08-06 18:22	  modernas covid booster caused one in  people to have hea injuries detectable with blood tests according to a new swiss doctors repo 	jabs	  modernas covid booster caused one in  people to have hea injuries detectable with blood tests according to a new swiss doctors repo 	modernas covid booster caused one people hea injuries detectable blood tests according new swiss doctors repo
186	Don't believe in COVID.... do NOT take anymore JABS	1.0	0.0	2023-08-06 20:48	dont believe in covid  do not take anymore jabs	jabs	dont believe in covid  do not take anymore 	dont believe covid take anymore
188	RT @DudeNamedRed: @OliLondonTV This will imprison you faster than covid. Reject it like masks and jabs. Your dwindling liberty depends on it.	1.0	0.0	2023-08-06 22:33	   this will imprison you faster than covid  reject it like masks and jabs your dwindling libey depends on it	jabs	   this will imprison you faster than covid  reject it like masks and  your dwindling libey depends on it	imprison faster covid reject like masks dwindling libey depends
190	"RT @goodfoodgal: I laugh at people still defending the COViD jabs &amp; attacking me for saying they were never ""safe &amp; effective""""You're not a doctor!""""Spreading misinformation!""""How do you know? You're no expert!""Here's how I know : Bill said it.  https://t.co/lzTNy1ofKE"	1.0	1.0	2023-08-07 0:10	  i laugh at people still defending the covid jabs  attacking me for saying they were never safe  effectiveyoure not a doctorspreading misinformationhow do you know youre no expeheres how i know  bill said it  	jabs	  i laugh at people still defending the covid   attacking me for saying they were never safe  effectiveyoure not a doctorspreading misinformationhow do you know youre no expeheres how i know  bill said it  	laugh people still defending covid attacking saying never safe effectiveyoure doctorspreading misinformationhow know youre expeheres know bill said
194	RT @KnightsTempOrg: And  just like that, Covid is a sniffle that doesn't need compulsory experimental jabs, masks or lockdowns..... https://t.co/PQP0xOSyu6	1.0	0.0	2023-08-07 9:18	  and  just like that covid is a sniffle that doesnt need compulsory experimental jabs masks or lockdowns 	jabs	  and  just like that covid is a sniffle that doesnt need compulsory experimental  masks or lockdowns 	like covid sniffle doesnt need compulsory experimental masks lockdowns
196	If you are pregnant, or just had a baby, please do not let them have baby jabs!! Would you really trust anything they would try and inject you anymore. Would you take a Lemsip everyday to prevent you getting a cold? NO!Treat an illness when it needs it https://t.co/uQzAi21emi	1.0	0.0	2023-08-07 9:58	if you are pregnant or just had a baby please do not let them have baby jabs would you really trust anything they would try and inject you anymore would you take a lemsip everyday to prevent you getting a cold notreat an illness when it needs it 	jabs	if you are pregnant or just had a baby please do not let them have baby  would you really trust anything they would try and inject you anymore would you take a lemsip everyday to prevent you getting a cold notreat an illness when it needs it 	pregnant baby please let baby would really trust anything would try inject anymore would take lemsip everyday prevent getting cold notreat illness needs
199	RT @RenzTom: When will Nuremberg2 begin? Here's an image from the  #Pfizer #vaccine labels showing that there is no information about administration of this poison with other jabs. Yet Bill Gates &amp; the corrupt #CDC #FDA want you to get a combo flu/#COVID19 jab this fall. More #DiedSuddenly. https://t.co/Wz0Rlxsgbb	1.0	0.0	2023-08-07 11:55	  when will nuremberg begin heres an image from the  pfizer vaccine labels showing that there is no information about administration of this poison with other jabs yet bill gates  the corrupt cdc fda want you to get a combo flucovid  jab this fall more diedsuddenly 	jabs	  when will nuremberg begin heres an image from the  pfizer vaccine labels showing that there is no information about administration of this poison with other  yet bill gates  the corrupt cdc fda want you to get a combo flucovid  jab this fall more diedsuddenly 	nuremberg begin heres image pfizer vaccine labels showing information administration poison yet bill gates corrupt cdc fda want get combo flucovid jab fall diedsuddenly
0	"RT @laurieallee: ""The new findings bring hope that a 'universal coronavirus vaccine' is 'achievable'"""	1.0	0.0	2023-08-01 10:09	  the new findings bring hope that a universal coronavirus vaccine  is achievable	coronavirus vaccine	  the new findings bring hope that a universal   is achievable	new findings bring hope universal achievable
